Column,Notice Date,Effective Date,Received Date,Company,Company 2,City,County,Employees,Layoff/Closure,County Orig,Year,Layoff/Closure clean
4808,03/30/2020,04/01/2020,04/11/2020,Centric Brands Inc.,Centric Brands Inc.,Los Angeles,Los Angeles County,77.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
4809,03/30/2020,03/30/2020,04/11/2020,"Yonekyu U.S.A., Inc.","Yonekyu U.S.A., Inc.",Vernon,Los Angeles County,140.0,Closure Permanent,Los Angeles County,2020,closure permanent
4810,03/31/2020,04/10/2020,04/11/2020,"Hussian College, Inc.","Hussian College, Inc.",Los Angeles,Los Angeles County,75.0,Closure Permanent,Los Angeles County,2020,closure permanent
4811,03/30/2020,04/03/2020,04/11/2020,"Tropitone Furniture Company, Inc.","Tropitone Furniture Company, Inc.",Irvine,Orange County,158.0,Layoff Temporary,Orange County,2020,layoff temporary
4812,03/17/2020,03/17/2020,04/11/2020,West Coast Acquisition Co. DBA Billy's at theBeach,West Coast Acquisition Co. DBA Billy's at theBeach,Newport Beach,Orange County,81.0,Layoff Temporary,Orange County,2020,layoff temporary
4813,03/17/2020,03/17/2020,04/11/2020,725 Baker LLC DBA MESA,725 Baker LLC DBA MESA,Costa Mesa,Orange County,48.0,Layoff Temporary,Orange County,2020,layoff temporary
4814,03/17/2020,03/17/2020,04/11/2020,"Bristol Equity Irvine, LLC DBA RestaurantHabana","Bristol Equity Partners, LLC",Irvine,Orange County,154.0,Layoff Temporary,Orange County,2020,layoff temporary
4815,03/21/2020,03/17/2020,04/11/2020,DeLuca Associates Inc. at AMC Orange County,DeLuca Associates Inc. at AMC,Orange,Orange County,11.0,Layoff Permanent,Orange County,2020,layoff permanent
4816,03/21/2020,03/17/2020,04/11/2020,DeLuca Associates Inc. at AMC Gardenwalk 6,DeLuca Associates Inc. at AMC,Anaheim,Orange County,5.0,Layoff Permanent,Orange County,2020,layoff permanent
4817,03/26/2020,03/20/2020,04/11/2020,"Adecco USA, Oakley, Inc.","Adecco USA, Oakley, Inc.",Foothill Ranch,Orange County,198.0,Layoff Temporary,Orange County,2020,layoff temporary
4818,03/27/2020,03/27/2020,04/11/2020,Merage Jewish Community Center of OrangeCounty,Merage Jewish Community Center of OrangeCounty,Irvine,Orange County,110.0,Layoff Temporary,Orange County,2020,layoff temporary
4819,03/27/2020,03/27/2020,04/11/2020,Discount Dance Supply,Discount Dance Supply,Yorba Linda,Orange County,108.0,Layoff Temporary,Orange County,2020,layoff temporary
4820,03/27/2020,03/27/2020,04/11/2020,"Alumni Partners, LLC dba AP Specialties","Alumni Partners, LLC",San Clemente,Orange County,109.0,Layoff Temporary,Orange County,2020,layoff temporary
4821,03/28/2020,03/20/2020,04/11/2020,KHRG Huntington Beach LLC (dbaShorebreak Huntington Beach),KHRG Huntington Beach LLC (dbaShorebreak Huntington Beach),Huntington Beach,Orange County,102.0,Layoff Temporary,Orange County,2020,layoff temporary
4822,03/30/2020,03/30/2020,04/11/2020,"ARYZTA, LLC",ARYZTA LLC,Santa Ana,Orange County,54.0,Layoff Temporary,Orange County,2020,layoff temporary
4823,03/30/2020,04/01/2020,04/11/2020,Sunnyside Restaurant and Lodge,Sunnyside Restaurant and Lodge,Tahoe City,Placer County,83.0,Layoff Temporary,Placer County,2020,layoff temporary
4824,03/27/2020,03/17/2020,04/11/2020,Harkins Theatres DBA Moreno Valley 16,Harkins Theaters,Moreno Valley,Riverside County,99.0,Closure Temporary,Riverside County,2020,closure temporary
4825,03/25/2020,03/16/2020,04/11/2020,Riviera Palm Springs,Riviera Palm Springs,Palm Springs,Riverside County,202.0,Layoff Temporary,Riverside County,2020,layoff temporary
4826,03/21/2020,03/17/2020,04/11/2020,DeLuca Associates Inc. at AMC Tyler Galleria16,DeLuca Associates Inc. at AMC,Riverside,Riverside County,3.0,Layoff Permanent,Riverside County,2020,layoff permanent
4827,03/30/2020,04/01/2020,04/11/2020,JC Resorts-Cathedral Canyon Golf Club,JC RESORTS,Cathedral City,Riverside County,40.0,Layoff Temporary,Riverside County,2020,layoff temporary
4828,03/21/2020,03/17/2020,04/11/2020,DeLuca Associates Inc. at CinemarkSacramento,DeLuca Associates Inc. at AMC,Sacramento,Sacramento County,31.0,Layoff Permanent,Sacramento County,2020,layoff permanent
4829,03/27/2020,03/23/2020,04/11/2020,"CRESCENT RESORTS AND HOTELS, LLCDBA RESIDENCE INN SACRAMENTO","CRESCENT RESORTS AND HOTELS, LLC",Sacramento,Sacramento County,40.0,Layoff Temporary,Sacramento County,2020,layoff temporary
4830,03/21/2020,03/17/2020,04/11/2020,DeLuca Associates Inc. at AMC Ontario Mills30,DeLuca Associates Inc. at AMC,Ontario,San Bernardino County,3.0,Layoff Permanent,San Bernardino County,2020,layoff permanent
4831,03/17/2020,03/17/2020,04/11/2020,Harkins Theaters,Harkins Theaters,Chino Hills,San Bernardino County,256.0,Closure Temporary,San Bernardino County,2020,closure temporary
4832,03/30/2020,03/23/2020,04/11/2020,American Security Products Company,American Security Products Company,Fontana,San Bernardino County,111.0,Layoff Temporary,San Bernardino County,2020,layoff temporary
4833,03/27/2020,03/27/2020,04/11/2020,"INTERNATIONAL AEROSPACE COATINGS,INC","INTERNATIONAL AEROSPACE COATINGS,INC",Victorville,San Bernardino County,124.0,Layoff Permanent,San Bernardino County,2020,layoff permanent
4834,03/26/2020,03/20/2020,04/11/2020,"Ashley Furniture Industries, Inc.","Ashley Furniture Industries, Inc.",Redlands,San Bernardino County,101.0,Layoff Permanent,San Bernardino County,2020,layoff permanent
4835,03/27/2020,03/20/2020,04/11/2020,"Stoneledge Furniture, LLC dba AshleyHomestore","Stoneledge Funriture, LLC",Colton,San Bernardino County,110.0,Layoff Temporary,San Bernardino County,2020,layoff temporary
4836,03/26/2020,04/01/2020,04/11/2020,SeaWorld San Diego,SeaWorld San Diego,San Diego,San Diego County,2225.0,Layoff Temporary,San Diego County,2020,layoff temporary
4837,03/28/2020,03/17/2020,04/11/2020,"EVANS HOTELS, LLC DBA BAHIA RESORTHOTEL","EVANS HOTELS, LLC DBA CATAMARANRESORT HOTEL AND SPA",San Diego,San Diego County,244.0,Layoff Temporary,San Diego County,2020,layoff temporary
4838,03/28/2020,03/17/2020,04/11/2020,"EVANS HOTELS, LLC DBA CATAMARANRESORT HOTEL AND SPA","EVANS HOTELS, LLC DBA CATAMARANRESORT HOTEL AND SPA",San Diego,San Diego County,312.0,Layoff Temporary,San Diego County,2020,layoff temporary
4839,03/28/2020,03/19/2020,04/11/2020,"EVANS HOTELS, LLC DBA BAHIA RESORTHOTEL","EVANS HOTELS, LLC DBA CATAMARANRESORT HOTEL AND SPA",San Diego,San Diego County,8.0,Layoff Permanent,San Diego County,2020,layoff permanent
4840,03/28/2020,03/19/2020,04/11/2020,"EVANS HOTELS, LLC DBA CATAMARANRESORT HOTEL AND SPA","EVANS HOTELS, LLC DBA CATAMARANRESORT HOTEL AND SPA",San Diego,San Diego County,14.0,Layoff Permanent,San Diego County,2020,layoff permanent
4841,03/23/2020,03/23/2020,04/11/2020,"Effort Collective LLC, dba Campfire","Effort Collective LLC, dba Campfire",Carlsbad,San Diego County,87.0,Layoff Temporary,San Diego County,2020,layoff temporary
4842,03/23/2020,03/23/2020,04/11/2020,"Jeune Et Jolie LLC, dba Jeune et Jolie","Jeune Et Jolie LLC, dba Jeune et Jolie",Carlsbad,San Diego County,39.0,Layoff Temporary,San Diego County,2020,layoff temporary
4843,03/25/2020,02/25/2020,04/11/2020,Tower 23 Inc. (dba JRDN Restaurant),Tower 23 Inc. (dba JRDN Restaurant),San Diego,San Diego County,66.0,Layoff Temporary,San Diego County,2020,layoff temporary
4844,03/20/2020,03/20/2020,04/11/2020,Lolita (Telegraph),Lolita (Telegraph),Chula Vista,San Diego County,8.0,Layoff Temporary,San Diego County,2020,layoff temporary
4845,03/20/2020,03/20/2020,04/11/2020,"Grand Pacific Hotel Services, L.P.","Grand Pacific Hotel Services, L.P.",Carlsbad,San Diego County,408.0,Layoff Temporary,San Diego County,2020,layoff temporary
4846,03/21/2020,03/17/2020,04/11/2020,DeLuca Associates Inc. at AMC San DiegoCounty,DeLuca Associates Inc. at AMC,San Diego,San Diego County,46.0,Layoff Permanent,San Diego County,2020,layoff permanent
4847,03/20/2020,03/22/2020,04/11/2020,San Diego Fertility Center,San Diego Fertility Center,San Diego,San Diego County,55.0,Layoff Temporary,San Diego County,2020,layoff temporary
4848,03/30/2020,04/01/2020,04/11/2020,Jake&rsquo;s Del Mar,Jake&rsquo;s Del Mar,Del Mar,San Diego County,117.0,Layoff Temporary,San Diego County,2020,layoff temporary
4849,03/31/2020,03/20/2020,04/11/2020,Love 2 Learn Consulting LLC,Love 2 Learn Consulting LLC,Carlsbad,San Diego County,5.0,Layoff Permanent,San Diego County,2020,layoff permanent
4850,03/21/2020,03/17/2020,04/11/2020,DeLuca Associates Inc. at AMC,DeLuca Associates Inc. at AMC,San Francisco,San Francisco County,10.0,Layoff Permanent,San Francisco County,2020,layoff permanent
4851,03/20/2020,03/20/2020,04/11/2020,Alioto's Restaurant,Alioto's Restaurant,San Francisco,San Francisco County,117.0,Layoff Temporary,San Francisco County,2020,layoff temporary
4852,03/30/2020,03/20/2020,04/11/2020,"MXB Battery Operations, LP dba The Battery","MXB Battery Operations, LP dba The Battery",San Francisco,San Francisco County,61.0,Layoff Unknown at thistime,San Francisco County,2020,layoff type unknown
4853,03/27/2020,03/30/2020,04/11/2020,"Pier Three, LLC dba Hard Water","Pier Three, LLC dba Hard Water",San Francisco,San Francisco County,23.0,Layoff Permanent,San Francisco County,2020,layoff permanent
4854,03/27/2020,03/30/2020,04/11/2020,"The Slanted Door, Inc.","The Slanted Door, Inc.",San Francisco,San Francisco County,184.0,Layoff Permanent,San Francisco County,2020,layoff permanent
4855,03/27/2020,03/30/2020,04/11/2020,Valencia Street Projects LLC dba Slanted DoorGroup,Valencia Street Projects LLC dba Slanted DoorGroup,San Francisco,San Francisco County,4.0,Layoff Permanent,San Francisco County,2020,layoff permanent
4856,03/27/2020,03/30/2020,04/11/2020,18th Street Commissary Inc.,18th Street Commissary Inc.,San Francisco,San Francisco County,39.0,Layoff Permanent,San Francisco County,2020,layoff permanent
4857,03/27/2020,03/30/2020,04/11/2020,Bush Ventures LLC dba OTD,Bush Ventures LLC dba OTD,San Francisco,San Francisco County,40.0,Layoff Permanent,San Francisco County,2020,layoff permanent
4858,03/27/2020,03/20/2020,04/11/2020,"Stoneledge Funriture, LLC dba LathropWarehouse","Stoneledge Funriture, LLC",Lathrop,San Joaquin County,54.0,Layoff Temporary,San Joaquin County,2020,layoff temporary
4859,03/21/2020,03/17/2020,04/11/2020,DeLuca Associates Inc. at Cinemark dbaCinemark Tracy,DeLuca Associates Inc. at AMC,Tracy,San Joaquin County,1.0,Layoff Permanent,San Joaquin County,2020,layoff permanent
4860,03/21/2020,03/17/2020,04/11/2020,DeLuca Associates Inc. at AMC Manteca 16,DeLuca Associates Inc. at AMC,Manteca,San Joaquin County,3.0,Layoff Permanent,San Joaquin County,2020,layoff permanent
4861,03/30/2020,03/30/2020,04/11/2020,San Luis Obispo County YMCA,San Luis Obispo County YMCA,San Luis Obispo,San Luis Obispo County,110.0,Layoff Temporary,San Luis Obispo County,2020,layoff temporary
4862,03/30/2020,03/16/2020,04/11/2020,Santa Maria Valley YMCA,Santa Maria Valley YMCA,Santa Maria,Santa Barbara County,167.0,Layoff Temporary,Santa Barbara County,2020,layoff temporary
4863,03/24/2020,03/31/2020,04/11/2020,"Penske Automotive Group, Inc.","Penske Automotive Group, Inc.",San Jose,Santa Clara County,162.0,Layoff Temporary,Santa Clara County,2020,layoff temporary
4864,03/28/2020,03/28/2020,04/11/2020,CALIFORNIA SUITES DBA SUITE AMERICA,CALIFORNIA SUITES DBA SUITE AMERICA,Santa Clara,Santa Clara County,43.0,Layoff Temporary,Santa Clara County,2020,layoff temporary
4865,03/21/2020,03/17/2020,04/11/2020,DeLuca Associates Inc. at Kerasotes SantaClara County,DeLuca Associates Inc. at AMC,Santa Clara,Santa Clara County,16.0,Layoff Permanent,Santa Clara County,2020,layoff permanent
4866,03/21/2020,03/17/2020,04/11/2020,DeLuca Associates Inc. at AMC Mercado 20,DeLuca Associates Inc. at AMC,Santa Clara,Santa Clara County,13.0,Layoff Permanent,Santa Clara County,2020,layoff permanent
4867,03/21/2020,03/17/2020,04/11/2020,DeLuca Associates Inc. at AMC San Jose,DeLuca Associates Inc. at AMC,San Jose,Santa Clara County,14.0,Layoff Permanent,Santa Clara County,2020,layoff permanent
4868,03/30/2020,04/06/2020,04/11/2020,Honeywell International Inc.,Honeywell International Inc.,Sunnyvale,Santa Clara County,54.0,Layoff Temporary,Santa Clara County,2020,layoff temporary
4869,03/21/2020,03/17/2020,04/11/2020,DeLuca Associates Inc. at Cinemark dbaCinemark Movies 8,DeLuca Associates Inc. at AMC,Redding,Shasta County,3.0,Layoff Permanent,Shasta County,2020,layoff permanent
4870,03/21/2020,03/17/2020,04/11/2020,DeLuca Associates Inc. at Cinemark dbaCinemark Yuba CIty,DeLuca Associates Inc. at AMC,Yuba City,Sutter County,3.0,Layoff Permanent,Sutter County,2020,layoff permanent
4871,03/30/2020,03/30/2020,04/11/2020,"Glazier Steel, Inc.","Glazier Steel, Inc.",Hayward,Alameda County,64.0,Layoff Temporary,Alameda County,2020,layoff temporary
4872,03/25/2020,03/22/2020,04/11/2020,"VHG Delfina, LLC dba Le Meridien DelfinaSanta Monica","VHG Delfina, LLC dba Le Meridien DelfinaSanta Monica",Santa Monica,Los Angeles County,154.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
4873,03/25/2020,03/16/2020,04/11/2020,CertainTeed LLC dba CertainTeed Roofing,CertainTeed LLC dba CertainTeed Roofing,Wilmington,Los Angeles County,55.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
4874,03/27/2020,03/29/2020,04/11/2020,Nate n Als,Nate n Als,Beverly Hills,Los Angeles County,74.0,Layoff Unknown at thistime,Los Angeles County,2020,layoff type unknown
4875,03/30/2020,06/30/2020,04/11/2020,Kimberly-Clark Corporation,Kimberly-Clark Corporation,Fullerton,Orange County,47.0,Closure Permanent,Orange County,2020,closure permanent
4876,03/27/2020,03/27/2020,04/11/2020,Riverside Distribution Center,Riverside Distribution Center,Riverside,Riverside County,153.0,Layoff Temporary,Riverside County,2020,layoff temporary
4877,03/26/2020,03/29/2020,04/11/2020,Hyatt Regency Mission Bay Spa and Marina,Hyatt Regency ,San Diego,San Diego County,274.0,Layoff Temporary,San Diego County,2020,layoff temporary
4878,03/27/2020,03/26/2020,04/11/2020,Airport Management Services and HudsonGroup,Airport Management Services and Hudson Group,San Francisco,San Francisco County,128.0,Layoff Temporary,San Francisco County,2020,layoff temporary
4879,03/30/2020,03/17/2020,04/11/2020,Marriott Hotel Services INC. dba The SanFrancisco Airport Marriott Waterfront,"Marriott Hotel Services, Inc.",Burlingame,San Mateo County,334.0,Layoff Temporary,San Mateo County,2020,layoff temporary
4880,03/27/2020,03/07/2020,04/11/2020,"Marriott Hotel Services, Inc., Sjmec, Inc., DBASan Jose Marriott","Marriott Hotel Services, Inc.",San Jose,Santa Clara County,229.0,Layoff Temporary,Santa Clara County,2020,layoff temporary
4881,03/27/2020,03/17/2020,04/11/2020,"Level 10 Construction, LP","Level 10 Construction, LP",Sunnyvale,Santa Clara County,158.0,Layoff Temporary,Santa Clara County,2020,layoff temporary
4882,03/31/2020,04/01/2020,04/11/2020,"Berkeley Farms, LLC","Berkeley Farms, LLC",Modesto,Stanislaus County,11.0,Closure Permanent,Stanislaus County,2020,closure permanent
4883,03/26/2020,03/17/2020,04/11/2020,Design Workshops,Design Workshops,Oakland,Alameda County,64.0,Layoff Temporary,Alameda County,2020,layoff temporary
4884,03/30/2020,03/16/2020,04/11/2020,"De Anza Tile Co., Inc","De Anza Tile Co., Inc",Fremont,Alameda County,127.0,Layoff Temporary,Alameda County,2020,layoff temporary
4885,03/30/2020,03/17/2020,04/11/2020,Active Acquisition Partners LLC dba ActiveSports Clubs - Oakland City Center,Active Acquisition Partners LLC dba Active Sports Clubs,Oakland,Alameda County,98.0,Layoff Temporary,Alameda County,2020,layoff temporary
4886,03/30/2020,03/17/2020,04/11/2020,"Blow In Blow Out Inc, dba BIBO Salon","Blow In Blow Out Inc, dba BIBO Salon",Oakland,Alameda County,8.0,Closure Temporary,Alameda County,2020,closure temporary
4887,03/30/2020,03/17/2020,04/11/2020,Commercial Casework Inc.,Commercial Casework Inc.,Fremont,Alameda County,85.0,Layoff Temporary,Alameda County,2020,layoff temporary
4888,03/30/2020,03/31/2020,04/11/2020,Honda of Oakland,Honda of Oakland,Oakland,Alameda County,65.0,Layoff Permanent,Alameda County,2020,layoff permanent
4889,03/30/2020,03/23/2020,04/11/2020,"IPC Studio, Inc.","IPC Studio, Inc.",Los Angeles,Los Angeles County,124.0,Closure Permanent,Los Angeles County,2020,closure permanent
4890,03/30/2020,03/27/2020,04/11/2020,"L2T, Inc. dba Trina Turk","L2T, Inc. dba Trina Turk",Alhambra,Los Angeles County,48.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
4891,03/27/2020,03/21/2020,04/11/2020,COURTYARD LONG BEACH DOWNTOWN,COURTYARD LONG BEACH DOWNTOWN,Long Beach,Los Angeles County,85.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
4892,03/27/2020,03/17/2020,04/11/2020,Clearman's Galley,Clearman's Galley,San Gabriel,Los Angeles County,32.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
4893,03/27/2020,03/17/2020,04/11/2020,Clearman's North Woods Inn of La Mirada,Clearman's North Woods Inn,La Mirada,Los Angeles County,36.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
4894,03/27/2020,03/17/2020,04/11/2020,Clearman's Steak 'n Stein,Clearman's Steak 'n Stein,Pico Rivera,Los Angeles County,38.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
4895,04/01/2020,04/01/2020,04/11/2020,Los Angeles Tourism & Convention Board,Los Angeles Tourism & Convention Board,Los Angeles,Los Angeles County,94.0,Layoff Permanent,Los Angeles County,2020,layoff permanent
4896,03/30/2020,03/31/2020,04/11/2020,Shutters on the Beach,Shutters on the Beach,Santa Monica,Los Angeles County,381.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
4897,03/30/2020,04/01/2020,04/11/2020,Burbank Community YMCA,Burbank Community YMCA,Burbank,Los Angeles County,150.0,Closure Temporary,Los Angeles County,2020,closure temporary
4898,03/30/2020,04/01/2020,04/11/2020,YMCA of the Foothills,YMCA of the Foothills,La Crescenta,Los Angeles County,122.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
4899,03/20/2020,03/23/2020,04/11/2020,"Robinson Helicopter Company, Inc. (RHC)","Robinson Helicopter Company, Inc. (RHC)",Torrance,Los Angeles County,1014.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
4900,03/24/2020,03/24/2020,04/11/2020,"Auto Square Autos Inc., dba Cerritos Acura","Auto Square Autos Inc., dba Cerritos Acura",Cerritos,Los Angeles County,34.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
4901,03/24/2020,03/24/2020,04/11/2020,Dick Browning Inc. dba Browning Mazda,Dick Browning Inc. dba Browning Mazda,Cerritos,Los Angeles County,38.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
4902,03/25/2020,03/21/2020,04/11/2020,SHERATON OPERATING CORPORATIONdba Sheraton Fairplex Hotel & ConferenceCenter,Sheraton Operating Corporation ,Pomona,Los Angeles County,216.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
4903,03/28/2020,03/17/2020,04/11/2020,"DBurger LLC, DBA Super Duper","DBurger LLC, DBA Super Duper",Mill Valley,Marin County,13.0,Layoff Temporary,Marin County,2020,layoff temporary
4904,03/31/2020,03/19/2020,04/11/2020,Claistoga Inn Restaurant & Brewery,Claistoga Inn Restaurant & Brewery,Calistoga,Napa County,74.0,Layoff Temporary,Napa County,2020,layoff temporary
4905,06/23/2020,03/17/2020,04/11/2020,Active Wellness LLC - Synergy Health ClubNapa,Active Wellness LLC ,Napa,Napa County,66.0,Layoff Temporary,Napa County,2020,layoff temporary
4906,03/24/2020,03/14/2020,04/11/2020,"Fairfield FMC, LLC dba Fairfield by MarriottAnaheim Resort","Fairfield FMC, LLC dba Fairfield by MarriottAnaheim Resort",Anaheim,Orange County,116.0,Layoff Temporary,Orange County,2020,layoff temporary
4907,03/26/2020,03/16/2020,04/11/2020,"Great Lakes Services, LLC dba Great WolfLodge","GREAT LAKES SERVICES, LLC DBA GREATWOLF LODGE",Garden Grove,Orange County,729.0,Closure Temporary,Orange County,2020,closure temporary
4908,03/26/2020,03/21/2020,04/11/2020,Marriott International Inc. dba Marriott IrvineSpectrum,"Marriott International, Inc.",Newport Beach,Orange County,158.0,Layoff Temporary,Orange County,2020,layoff temporary
4909,03/26/2020,03/17/2020,04/11/2020,"York Enterprises South, Inc. DBA HuntingtonBeach Ford","York Enterprises South, Inc. DBA HuntingtonBeach Ford",Huntington Beach,Orange County,45.0,Layoff Temporary,Orange County,2020,layoff temporary
4910,03/27/2020,03/21/2020,04/11/2020,"Marriott Hotel Services, Inc., DBA NewportBeach Marriott Hotel & Spa","Marriott Hotel Services, Inc.",Newport Beach,Orange County,278.0,Layoff Temporary,Orange County,2020,layoff temporary
4911,03/25/2020,03/21/2020,04/11/2020,Ritz-Carlton Rancho Mirage,"Ritz-Carlton Hotel Company LLC DBA  Ritz-Carlton, Rancho Mirage",Rancho Mirage,Riverside County,341.0,Layoff Temporary,Riverside County,2020,layoff temporary
4912,03/24/2020,03/24/2020,04/11/2020,"Triangle Motors, Inc. dba Browning DodgeChrysler Jeep Ram","Triangle Motors, Inc. dba Browning DodgeChrysler Jeep Ram",Norco,Riverside County,30.0,Layoff Temporary,Riverside County,2020,layoff temporary
4913,03/28/2020,03/28/2020,04/11/2020,Acqua California Bisto,Acqua California Bisto,Rancho Mirage,Riverside County,181.0,Layoff Temporary,Riverside County,2020,layoff temporary
4914,03/28/2020,03/28/2020,04/11/2020,Lulu California Bistro,Lulu California Bistro,Palm Springs,Riverside County,181.0,Layoff Temporary,Riverside County,2020,layoff temporary
4915,03/31/2020,03/18/2020,04/11/2020,Paragary Restaurant Group,Paragary Restaurant Group,Sacramento,Sacramento County,148.0,Closure Temporary,Sacramento County,2020,closure temporary
4916,03/30/2020,03/18/2020,04/11/2020,VIP Repairs inc,VIP Repairs inc,Sacramento,Sacramento County,3.0,Closure Temporary,Sacramento County,2020,closure temporary
4917,03/26/2020,03/27/2020,04/11/2020,The Niello Company,The Niello Company,Sacramento,Sacramento County,17.0,Layoff Temporary,Sacramento County,2020,layoff temporary
4918,03/26/2020,03/27/2020,04/11/2020,The Niello Company,The Niello Company,Sacramento,Sacramento County,71.0,Layoff Temporary,Sacramento County,2020,layoff temporary
4919,03/27/2020,03/19/2020,04/11/2020,Lacquered Nail Salon,Lacquered Nail Salon,Sacramento,Sacramento County,14.0,Layoff Temporary,Sacramento County,2020,layoff temporary
4920,03/26/2020,03/17/2020,04/11/2020,Country Club Cinema,Country Club Cinema,Sacramento,Sacramento County,44.0,Layoff Temporary,Sacramento County,2020,layoff temporary
4921,03/24/2020,03/18/2020,04/11/2020,YMCA of the East Valley,YMCA of the East Valley,San Bernardino,San Bernardino County,256.0,Layoff Temporary,San Bernardino County,2020,layoff temporary
4922,03/26/2020,03/20/2020,04/11/2020,"United Furniture Industries CA, Inc.","United Furniture Industries CA, Inc.",Victorville,San Bernardino County,347.0,Closure Temporary,San Bernardino County,2020,closure temporary
4923,03/23/2020,03/23/2020,04/11/2020,"Creative Bus Sales, Inc.","Creative Bus Sales, Inc.",Chino,San Bernardino County,37.0,Layoff Temporary,San Bernardino County,2020,layoff temporary
4924,03/27/2020,03/27/2020,04/11/2020,Civic Plaza 12,Civic Plaza 12,Hesperia,San Bernardino County,30.0,Layoff Temporary,San Bernardino County,2020,layoff temporary
4925,03/30/2020,03/31/2020,04/11/2020,"O.W. Lee Co., Inc.","O.W. Lee Co., Inc.",Ontario,San Bernardino County,156.0,Layoff Temporary,San Bernardino County,2020,layoff temporary
4926,03/31/2020,04/13/2020,04/11/2020,PneuDraulics,PneuDraulics,Rancho Cucamonga,San Bernardino County,163.0,Layoff Temporary,San Bernardino County,2020,layoff temporary
4927,03/30/2020,03/20/2020,04/11/2020,"Spectex Inc., Dba. Specialty Textile Services","Spectex Inc., Dba. Specialty Textile Services",San Diego,San Diego County,151.0,Closure Unknown at thistime,San Diego County,2020,closure type unknown
4928,03/26/2020,03/30/2020,04/11/2020,LMI Aerospace,LMI Aerospace,Vista,San Diego County,145.0,Layoff Temporary,San Diego County,2020,layoff temporary
4929,06/23/2020,03/17/2020,04/11/2020,Active Wellness LLC - Tri-City Wellness andFitness Center,Active Wellness LLC ,Carlsbad,San Diego County,174.0,Layoff Temporary,San Diego County,2020,layoff temporary
4930,03/26/2020,03/26/2020,04/11/2020,SoCal Silver King LLC.,SoCal Silver King LLC.,Escondido,San Diego County,33.0,Layoff Temporary,San Diego County,2020,layoff temporary
4931,03/27/2020,03/17/2020,04/11/2020,"Ne Timeas Restaurant Group, Inc.","Ne Timeas Restaurant Group, Inc.",San Francisco,San Francisco County,117.0,Layoff Permanent,San Francisco County,2020,layoff permanent
4932,03/27/2020,03/17/2020,04/11/2020,Valencia FW LLC,Valencia FW LLC,San Francisco,San Francisco County,68.0,Layoff Permanent,San Francisco County,2020,layoff permanent
4933,03/29/2020,03/15/2020,04/11/2020,ZAZA Inc.,ZAZA Inc.,San Francisco,San Francisco County,35.0,Closure Temporary,San Francisco County,2020,closure temporary
4934,03/28/2020,03/29/2020,04/11/2020,HOTEL KABUKI,HOTEL KABUKI,San Francisco,San Francisco County,93.0,Layoff Temporary,San Francisco County,2020,layoff temporary
4935,03/30/2020,04/01/2020,04/11/2020,Four Seasons SF II Employment Inc. DBAFour Seasons Hotel San Francisco atEmbarcadero,Four Seasons SF II Employment Inc. DBAFour Seasons Hotel San Francisco atEmbarcadero,San Francisco,San Francisco County,126.0,Layoff Temporary,San Francisco County,2020,layoff temporary
4936,03/31/2020,04/03/2020,04/11/2020,"NextRoll, Inc.","NextRoll, Inc.",San Francisco,San Francisco County,58.0,Layoff Permanent,San Francisco County,2020,layoff permanent
4937,03/23/2020,03/23/2020,04/11/2020,YMCA of San Joaquin County,YMCA,Stockton,San Joaquin County,165.0,Layoff Temporary,San Joaquin County,2020,layoff temporary
4938,03/27/2020,03/18/2020,04/11/2020,"Residence Inn by Marriott, LLC dba ResidenceInn Redwood City San Carlos",Residence Inn ,San Carlos,San Mateo County,56.0,Layoff Temporary,San Mateo County,2020,layoff temporary
4939,03/27/2020,03/17/2020,04/11/2020,Tao's Dental Care,Tao's Dental Care,San Mateo,San Mateo County,5.0,Layoff Temporary,San Mateo County,2020,layoff temporary
4940,03/16/2020,03/15/2020,04/11/2020,"La Petite Baleen Inc, dba La Petite Baleen","La Petite Baleen Inc, dba La Petite Baleen",Half Moon Bay,San Mateo County,134.0,Closure Permanent,San Mateo County,2020,closure permanent
4941,03/24/2020,03/17/2020,04/11/2020,DPR Construction,DPR Construction,Redwood City,San Mateo County,715.0,Layoff Temporary,San Mateo County,2020,layoff temporary
4942,03/27/2020,03/27/2020,04/11/2020,"OCEAN VIEW FLOWERS, LLC","OCEAN VIEW FLOWERS, LLC",Lompoc,Santa Barbara County,72.0,Layoff Permanent,Santa Barbara County,2020,layoff permanent
4943,03/27/2020,03/20/2020,04/11/2020,"Swell Athletic Clubs, GP, dba WCACManagement LLC","Swell Athletic Clubs, GP, dba WCACManagement LLC",Santa Barbara,Santa Barbara County,194.0,Layoff Temporary,Santa Barbara County,2020,layoff temporary
