Column,Notice Date,Effective Date,Received Date,Company,Company 2,City,County,Employees,Layoff/Closure,Year
5181,03/23/2020,03/23/2020,04/01/2020,Harold A. Steuber Enterprises dba AssociatedServices,Harold A. Steuber Enterprises dba AssociatedServices,San Leandro,Alameda County,103.0,layoff temporary,2020
5182,03/20/2020,03/20/2020,04/01/2020,The Garlic Company,The Garlic Company,Shafter,Kern County,193.0,layoff temporary,2020
5183,03/23/2020,03/23/2020,04/01/2020,Tri-Mountain,Tri-Mountain,Irwindale,Los Angeles County,59.0,layoff temporary,2020
5184,03/23/2020,03/24/2020,04/01/2020,"Meribear Productions, Inc. dba Meredith BaerHome","Meribear Productions, Inc. dba Meredith Baer Home",South Gate,Los Angeles County,118.0,layoff type unknown,2020
5185,03/20/2020,03/20/2020,04/01/2020,NickCo Hospitality LLC dba Nick&rsquo;sManhattan Beach,NickCo Hospitality LLC,Manhattan Beach,Los Angeles County,79.0,layoff temporary,2020
5186,03/20/2020,03/14/2020,04/01/2020,Metis TPS LLC dba Commerce Casino,"Metis TPS, LLC",Commerce,Los Angeles County,500.0,closure permanent,2020
5187,03/20/2020,03/14/2020,04/01/2020,MG JV LLC dba Majordomo,MG JV LLC dba Majordomo,Los Angeles,Los Angeles County,83.0,closure temporary,2020
5188,03/18/2020,03/18/2020,04/01/2020,"Verasa Management, LLC, dba The WestinVerasa Napa","Verasa Management, LLC, dba The WestinVerasa Napa",Napa,Napa County,75.0,layoff temporary,2020
5189,03/18/2020,03/17/2020,04/01/2020,Mozza LLC dba Pizzeria Mozza,Mozza LLC dba Pizzeria Mozza,Newport Beach,Orange County,46.0,layoff type unknown,2020
5190,03/20/2020,03/20/2020,04/01/2020,NickCo Hospitality LLC dba South ofNick&rsquo;s,NickCo Hospitality LLC,Del Mar,San Diego County,71.0,layoff temporary,2020
5191,03/20/2020,03/20/2020,04/01/2020,NickCo Hospitality LLC dba Nick&rsquo;s SanClemente,NickCo Hospitality LLC,San Clemente,Orange County,70.0,layoff temporary,2020
5192,03/20/2020,03/20/2020,04/01/2020,NH1 LLC dba South Nick&rsquo;s LagunaBeach,NH1 LLC dba South Nick&rsquo;s LagunaBeach,Laguna Beach,Orange County,63.0,layoff temporary,2020
5193,03/20/2020,03/20/2020,04/01/2020,NickCo Hospitality LLC dba Nick&rsquo;sLaguna Beach,NickCo Hospitality LLC,Laguna Beach,Orange County,63.0,layoff temporary,2020
5194,04/01/2020,04/01/2020,04/01/2020,Gerber Collision & Glass,Gerber Collision & Glass,Moreno Valley,Riverside County,7.0,layoff temporary,2020
5195,03/23/2020,03/23/2020,04/01/2020,Old Spaghetti Factory (Dariotis GroupRestaurants),Old Spaghetti Factory (Dariotis GroupRestaurants),Elk Grove,Sacramento County,67.0,layoff temporary,2020
5196,03/23/2020,03/24/2020,04/01/2020,National Funding,National Funding,San Diego,San Diego County,104.0,layoff temporary,2020
5197,03/19/2020,03/20/2020,04/01/2020,Le Papagayo,Le Papagayo,Encinitas,San Diego County,87.0,closure temporary,2020
5198,03/19/2020,03/20/2020,04/01/2020,Beachside Bar and Grill,Beachside Bar and Grill,Encinitas,San Diego County,35.0,closure temporary,2020
5199,03/20/2020,03/20/2020,04/01/2020,"Kimball, Tirey & St. John LLP","Kimball, Tirey & St. John LLP",San Diego,San Diego County,60.0,layoff temporary,2020
5200,03/20/2020,03/23/2020,04/01/2020,The Crossings,The Crossings,Carlsbad,San Diego County,134.0,layoff temporary,2020
5201,03/20/2020,05/20/2020,04/01/2020,"Lyric Hospitality, Inc.","Lyric Hospitality, Inc.",San Francisco,San Francisco County,125.0,layoff permanent,2020
5202,03/21/2020,03/18/2020,04/01/2020,"Spa Havens, LP dba Cal-a-Vie Health Spa","Spa Havens, LP dba Cal-a-Vie Health Spa",Vista,San Diego County,166.0,layoff temporary,2020
5203,03/19/2020,03/16/2020,04/01/2020,"Whitaker Construction Group, Inc.","Whitaker Construction Group, Inc.",Paso Robles,San Luis Obispo County,34.0,layoff temporary,2020
5204,03/23/2020,03/23/2020,04/01/2020,Dariotis Group Restaurants dba The OldSpaghetti Factory,Dariotis Group,Redwood City,San Mateo County,54.0,layoff temporary,2020
5205,03/23/2020,03/16/2020,04/01/2020,Hotel Californian,Hotel Californian,Santa Barbara,Santa Barbara County,197.0,layoff temporary,2020
5206,03/23/2020,03/22/2020,04/01/2020,"BBD West, Inc. dba Black Bear Diner","BBD West, Inc. dba Black Bear Diner",Gilroy,Santa Clara County,50.0,closure temporary,2020
5207,03/23/2020,03/23/2020,04/01/2020,The Old Spaghetti Factory (Dariotis GroupRestaurants),The Old Spaghetti Factory (Dariotis GroupRestaurants),San Jose,Santa Clara County,118.0,layoff temporary,2020
5208,03/19/2020,03/18/2020,04/01/2020,NortonLifeLock Inc.,NortonLifeLock Inc.,Mountain View,Santa Clara County,28.0,layoff permanent,2020
5209,03/18/2020,03/17/2020,04/01/2020,Boudin Bakery,Boudin Bakery,Cupertino,Santa Clara County,40.0,layoff temporary,2020
5210,03/20/2020,03/23/2020,04/01/2020,AC Hotel San Jose Downtown,AC Hotel San Jose Downtown,San Jose,Santa Clara County,65.0,layoff temporary,2020
5211,03/20/2020,03/20/2020,04/01/2020,Amici's East Coast Pizzeria,Amici's East Coast Pizzeria,Vacaville,Solano County,80.0,closure type unknown,2020
5212,03/19/2020,03/16/2020,04/01/2020,"Piazza Hotel Managment, Hotel Healdsburg","Piazza Hotel Managment, Hotel Healdsburg",Healdsburg,Sonoma County,303.0,layoff temporary,2020
5213,03/19/2020,03/20/2020,04/01/2020,Lace House Linen,Lace House Linen,Petaluma,Sonoma County,35.0,layoff permanent,2020
5214,03/23/2020,03/20/2020,04/01/2020,"Tavistock Restaurants Upscale GroupHoldings, LLC dba Blackhawk Grille","Tavistock Restaurants Upscale GroupHoldings, LLC",Danville,Contra Costa County,56.0,layoff temporary,2020
5215,03/21/2020,03/30/2020,04/01/2020,Academy of Magical Arts,Academy of Magical Arts,Los Angeles,Los Angeles County,190.0,layoff type unknown,2020
5216,03/20/2020,03/20/2020,04/01/2020,W Hotel Los Angeles-West Beverly Hills,W Hotel Los Angeles-West Beverly Hills,Los Angeles,Los Angeles County,130.0,layoff temporary,2020
5217,03/20/2020,03/25/2020,04/01/2020,dnata US Inflight Catering LLC,dnata US Inflight Catering LLC,El Segundo,Los Angeles County,114.0,layoff permanent,2020
5218,03/21/2020,03/21/2020,04/01/2020,Hyatt Regency Newport Beach,Hyatt Regency,Newport Beach,Orange County,216.0,closure temporary,2020
5219,03/20/2020,03/16/2020,04/01/2020,Hotel Republic San Diego,Hotel Republic San Diego,San Diego,San Diego County,108.0,layoff temporary,2020
5220,03/19/2020,03/20/2020,04/01/2020,Prospect International Airport Services Corp.,Prospect International Airport Services Corp.,San Francisco,San Francisco County,108.0,layoff temporary,2020
5221,03/20/2020,03/13/2020,04/01/2020,TR Mission Management LLC,TR Mission Management LLC,San Francisco,San Francisco County,159.0,closure temporary,2020
5222,03/20/2020,03/17/2020,04/01/2020,Fairmont San Francisco,Fairmont San Francisco,San Francisco,San Francisco County,208.0,layoff temporary,2020
5223,03/23/2020,03/23/2020,04/01/2020,American Conservatory Theatre Foundation,American Conservatory Theatre Foundation,San Francisco,San Francisco County,34.0,layoff temporary,2020
5224,03/23/2020,03/23/2020,04/01/2020,"Highgate Hotels, L.P. dba Hotel Whitcomb","Highgate Hotels, L.P.",San Francisco,San Francisco County,31.0,layoff temporary,2020
5225,03/20/2020,03/15/2020,04/01/2020,Pullman San Francisco Bay,Pullman San Francisco Bay,Redwood City,San Mateo County,145.0,layoff temporary,2020
5226,03/23/2020,03/22/2020,04/01/2020,Hyatt Regency San Francisco Airport,Hyatt Regency,Burlingame,San Mateo County,352.0,layoff temporary,2020
5227,03/20/2020,03/20/2020,04/01/2020,Desert Recreation District,Desert Recreation District,Indio,Riverside County,278.0,layoff temporary,2020
5228,03/20/2020,04/03/2020,04/01/2020,"Huhtamaki, Inc.","Huhtamaki, Inc.",Sacramento,Sacramento County,84.0,layoff temporary,2020
5229,03/20/2020,03/20/2020,04/01/2020,"Rumble Fitness, LLC","Rumble Fitness, LLC",San Francisco,San Francisco County,20.0,layoff temporary,2020
5230,03/20/2020,03/20/2020,04/01/2020,"Rumble Fitness, LLC.","Rumble Fitness, LLC",Palo Alto,Santa Clara County,15.0,layoff temporary,2020
5231,03/23/2020,03/23/2020,04/01/2020,Finney's Crafthouse,Finney's Crafthouse,Ventura,Ventura County,82.0,layoff type unknown,2020
5232,03/23/2020,03/23/2020,04/01/2020,Finney's Crafthouse,Finney's Crafthouse,Westlake Village,Ventura County,46.0,layoff type unknown,2020
5233,03/19/2020,03/19/2020,03/30/2020,Pyramid Pleasanton Management LP,Pyramid Management LP,Pleasanton,Alameda County,41.0,layoff temporary,2020
5234,03/20/2020,03/20/2020,03/30/2020,California Grand Casino,California Grand Casino,Pacheco,Contra Costa County,190.0,layoff type unknown,2020
5235,03/23/2020,04/30/2020,03/30/2020,Taft Correctional Institution,Taft Correctional Institution,Taft,Kern County,322.0,closure type unknown,2020
5236,03/30/2020,03/30/2020,03/30/2020,"La Costa Mariscos, INC","La Costa Mariscos, INC",Bakersfield,Kern County,130.0,closure temporary,2020
5237,03/23/2020,03/21/2020,03/30/2020,K & M Foodservice,K & M Foodservice,Los Angeles,Los Angeles County,160.0,layoff type unknown,2020
5238,03/23/2020,03/23/2020,03/30/2020,"Forty-Niner Shops, Inc.","Forty-Niner Shops, Inc.",Long Beach,Los Angeles County,562.0,closure temporary,2020
5239,03/30/2020,04/01/2020,03/30/2020,"1661, Inc. dba GOAT","1661, Inc. dba GOAT",Los Angeles,Los Angeles County,96.0,layoff permanent,2020
5240,03/19/2020,03/20/2020,03/30/2020,Napa Valley Marriott hotel and spa,Napa Valley Marriott Hotel & Spa,Napa,Napa County,149.0,layoff temporary,2020
5241,03/19/2020,03/20/2020,03/30/2020,Auberge du Soleil,Auberge du Soleil,Rutherford,Napa County,220.0,layoff temporary,2020
5242,03/17/2020,03/17/2020,03/30/2020,24 Carrots,24 Carrots,Costa Mesa,Orange County,112.0,layoff temporary,2020
5243,03/20/2020,03/20/2020,03/30/2020,YMCA of Orange County Association,YMCA,Tustin,Orange County,56.0,layoff temporary,2020
5244,03/23/2020,03/19/2020,03/30/2020,"Fullerton Spaghetti Restaurant, Inc. dba TheOld Spaghetti Factory","Fullerton Spaghetti Restaurant, Inc. dba TheOld Spaghetti Factory",Fullerton,Orange County,109.0,layoff temporary,2020
5245,03/23/2020,03/20/2020,03/30/2020,Sungevity,Sungevity,Temecula,Riverside County,218.0,layoff temporary,2020
5246,03/20/2020,03/21/2020,03/30/2020,Hyatt Regency Indian Wells Resort & Spa,Hyatt Regency,Indian Wells,Riverside County,402.0,closure temporary,2020
5247,03/23/2020,03/23/2020,03/30/2020,"Redlands LLC, dba The Old Spaghetti Factory","Redlands LLC, dba The Old Spaghetti Factory",Redlands,San Bernardino County,84.0,layoff type unknown,2020
5248,03/23/2020,03/23/2020,03/30/2020,"The Winsford Company, LLC DBA ForbesIndustries","The Winsford Company, LLC DBA ForbesIndustries",Ontario,San Bernardino County,146.0,layoff temporary,2020
5249,03/26/2020,03/26/2020,03/30/2020,"Eye-Fi Holdings, LLC","Eye-Fi Holdings, LLC",Solana Beach,San Diego County,4.0,layoff type unknown,2020
5250,03/30/2020,03/24/2020,03/30/2020,"Soapy Joe's, Inc.","Soapy Joe's, Inc.",Santee,San Diego County,269.0,layoff temporary,2020
5251,03/22/2020,03/19/2020,03/30/2020,"OSF International, Inc. dba The Old SpaghettiFactory","OSF International, Inc. dba The Old SpaghettiFactory",San Diego,San Diego County,93.0,layoff temporary,2020
5252,03/20/2020,03/14/2020,03/30/2020,Embassy Suites by Hilton San Diego BayDowntown,Embassy Suites,San Diego,San Diego County,81.0,layoff temporary,2020
5253,03/20/2020,03/16/2020,03/30/2020,"SD6M Group, LLC dba Barleymash","SD6M Group, LLC dba Barleymash",San Diego,San Diego County,141.0,layoff temporary,2020
5254,03/23/2020,03/17/2020,03/30/2020,Boulevard Restaurant,Boulevard Restaurant,San Francisco,San Francisco County,125.0,layoff temporary,2020
5255,03/20/2020,03/20/2020,03/30/2020,Quality Suites Downtown San Luis Obispo,Quality Suites Downtown San Luis Obispo,San Luis Obispo,San Luis Obispo County,26.0,layoff temporary,2020
5256,03/20/2020,03/28/2020,03/30/2020,"The Ritz-Carlton Bacara, Santa Barbara",The Ritz-Carlton Hotel,Santa Barbara,Santa Barbara County,86.0,layoff temporary,2020
5257,06/23/2020,03/30/3030,03/30/2020,Belmond El Encanto,Belmond El Encanto,Santa Barbara,Santa Barbara County,307.0,layoff temporary,2020
5258,03/23/2020,03/23/2020,03/30/2020,Associated Services,Associated Services,San Jose,Santa Clara County,54.0,layoff temporary,2020
5259,03/20/2020,03/18/2020,03/30/2020,"Piercey North, Inc. dba Piercey Toyota","Piercey North, Inc. dba Piercey Toyota",Milpitas,Santa Clara County,68.0,layoff temporary,2020
5260,03/20/2020,03/20/2020,03/30/2020,"HPT Motors, LLC dba Santa Cruz Toyota","HPT Motors, LLC dba Santa Cruz Toyota",Capitola,Santa Cruz County,22.0,layoff temporary,2020
5261,03/20/2020,03/20/2020,03/30/2020,Flamingo Resort & Spa,Flamingo Resort & Spa,Santa Rosa,Sonoma County,50.0,layoff temporary,2020
5262,03/23/2020,03/20/2020,03/30/2020,"Tavistock Restaurants Upscale GroupHoldings, LLC dba Napa Valley Grille","Tavistock Restaurants Upscale GroupHoldings, LLC",Los Angeles,Los Angeles County,95.0,layoff type unknown,2020
5263,03/23/2020,03/20/2020,03/30/2020,"Tavistock Restaurants Upscale GroupHoldings, LLC dba: Caf&eacute; del Rey","Tavistock Restaurants Upscale GroupHoldings, LLC",Marina Del Rey,Los Angeles County,70.0,layoff temporary,2020
5264,03/30/2020,04/06/2020,03/30/2020,Honeywell,Honeywell,La Palma,Orange County,64.0,closure temporary,2020
5265,03/23/2020,03/09/2020,03/30/2020,Sheraton Operating Corporation dba The St.Regis San Francisco,Sheraton Hotel,San Francisco,San Francisco County,330.0,layoff temporary,2020
5266,03/25/2020,04/01/2020,03/30/2020,Conservation Society of California &ndash;Oakland Zoo,Conservation Society of California &ndash;Oakland Zoo,Oakland,Alameda County,121.0,closure temporary,2020
5267,03/30/2020,03/31/2020,03/30/2020,Hotel Casa Del Mar,Hotel Casa Del Mar,Santa Monica,Los Angeles County,250.0,layoff temporary,2020
5268,03/20/2020,03/13/2020,03/30/2020,"MR. C MANAGER, LLC","MR. C MANAGER, LLC",Los Angeles,Los Angeles County,103.0,layoff temporary,2020
5269,03/23/2020,03/19/2020,03/30/2020,MIDWAY RENT A CAR,MIDWAY RENT A CAR,Los Angeles,Los Angeles County,104.0,layoff type unknown,2020
5270,03/21/2020,03/21/2020,03/30/2020,"The Ritz-Carlton, Lake Tahoe",The Ritz-Carlton Hotel,Truckee,Nevada County,235.0,layoff temporary,2020
5271,03/23/2020,03/23/2020,03/30/2020,Premier Print Source. Inc,Premier Print Source. Inc,Huntington Beach,Orange County,11.0,layoff type unknown,2020
5272,03/30/2020,03/27/2020,03/30/2020,"California Closets Retail, Inc","California Closets Retail, Inc",Huntington Beach,Orange County,23.0,layoff temporary,2020
5273,03/23/2020,03/23/2020,03/30/2020,"Rancho Mirage OSF, LLC dba The OldSpaghetti Factory","Rancho Mirage OSF, LLC dba The OldSpaghetti Factory",Rancho Mirage,Riverside County,50.0,layoff temporary,2020
5274,03/23/2020,03/20/2020,03/30/2020,Remington Hotels,Remington Hotels,Palm Springs,Riverside County,172.0,layoff temporary,2020
5275,03/30/2020,03/30/2020,03/30/2020,RiverLake Family Dental,RiverLake Family Dental,Sacramento,Sacramento County,1.0,layoff type unknown,2020
5276,03/30/2020,03/30/2020,03/30/2020,"LAZ Parking California, LLC","LAZ Parking California, LLC",San Diego,San Diego County,943.0,layoff temporary,2020
5277,03/20/2020,03/17/2020,03/30/2020,Old Town Family Hospitality Corporation,Old Town Family Hospitality Corporation,San Diego,San Diego County,98.0,layoff temporary,2020
5278,03/20/2020,03/16/2020,03/30/2020,Stellar Bleu LLC,Stellar Bleu LLC,San Diego,San Diego County,161.0,layoff temporary,2020
5279,03/23/2020,03/20/2020,03/30/2020,Sheraton Mission Valley San Diego,Sheraton Hotel,San Diego,San Diego County,64.0,layoff temporary,2020
5280,03/20/2020,03/20/2020,03/30/2020,"Prime Time Athletic Club, Inc.","Prime Time Athletic Club, Inc.",Burlingame,San Mateo County,103.0,closure temporary,2020
5281,03/30/2020,03/30/2020,03/30/2020,Capitol Toyota,Capitol Toyota,San Jose,Santa Clara County,148.0,layoff temporary,2020
5282,03/20/2020,03/23/2020,03/27/2020,"RGGD, Inc. dba Crystal Art Galley","RGGD, Inc. dba Crystal Art Galley",Los Angeles,Los Angeles County,170.0,layoff permanent,2020
5283,03/20/2020,03/14/2020,03/27/2020,Hawaiian Gardens Casino,Hawaiian Gardens Casino,Hawaiian Gardens,Los Angeles County,1900.0,layoff temporary,2020
5284,03/19/2020,03/19/2020,03/27/2020,Forty Five Ten Napa,Forty Five Ten Napa,Yountville,Napa County,3.0,closure type unknown,2020
5285,03/19/2020,03/16/2020,03/27/2020,DOUBLETREE SUITES BY HILTON ANAHEIMRESORT - CONVENTION CENTER,DOUBLETREE SUITES BY HILTON ANAHEIMRESORT - CONVENTION CENTER,Anaheim,Orange County,125.0,layoff temporary,2020
5286,03/17/2020,03/18/2020,03/27/2020,Transportation Charter Services,Transportation Charter Services,Orange,Orange County,95.0,layoff permanent,2020
5287,03/20/2020,03/20/2020,03/27/2020,"Westminster Automotive Group, Inc. dbaHonda World","Westminster Automotive Group, Inc. dbaHonda World",Westminster,Orange County,37.0,layoff temporary,2020
5288,03/19/2020,03/27/2020,03/27/2020,"The Original Mels Diners, Inc and the OriginalMels Development Co., LLC. DBA The OriginalMels","The Original Mels Diners, Inc and the OriginalMels Development Co., LLC",Sacramento,Sacramento County,35.0,layoff temporary,2020
5289,03/20/2020,03/20/2020,03/27/2020,"Punch Bowl San Diego, LLC",Punch Bowl,San Diego,San Diego County,100.0,layoff permanent,2020
5290,03/20/2020,03/22/2020,03/27/2020,Manchester Grand Hyatt,Manchester Grand Hyatt,San Diego,San Diego County,688.0,layoff temporary,2020
5291,03/20/2020,03/18/2020,03/27/2020,The Little Chihuahua,The Little Chihuahua,San Francisco,San Francisco County,9.0,layoff permanent,2020
5292,03/20/2020,03/17/2020,03/27/2020,SPIN San Francisco LLC,SPIN San Francisco LLC,San Francisco,San Francisco County,57.0,closure temporary,2020
5293,03/20/2020,03/20/2020,03/27/2020,Taj Campton Place,Taj Campton Place,San Francisco,San Francisco County,50.0,layoff temporary,2020
5294,03/18/2020,03/13/2020,03/27/2020,"RHP, Inc. dba Got Light","RHP, Inc. dba Got Light",San Francisco,San Francisco County,111.0,layoff temporary,2020
5295,03/20/2020,03/18/2020,03/27/2020,Pismo Beach Athletic Club,Pismo Beach Athletic Club,Pismo Beach,San Luis Obispo County,60.0,layoff temporary,2020
5296,03/19/2020,03/17/2020,03/27/2020,Rosewood Sand Hill,Rosewood Sand Hill,Menlo Park,San Mateo County,401.0,closure temporary,2020
5297,03/20/2020,03/20/2020,03/27/2020,"HPS Motors, LLC dba Santa Cruz Subaru","HPS Motors, LLC dba Santa Cruz Subaru",Capitola,Santa Cruz County,8.0,layoff temporary,2020
5298,03/18/2020,03/18/2020,03/27/2020,1440 Multiversity,1440 Multiversity,Scotts Valley,Santa Cruz County,149.0,layoff permanent,2020
5299,03/20/2020,03/19/2020,03/27/2020,Fairmont Sonoma Mission Inn & Spa,Fairmont Sonoma Mission Inn & Spa,Sonoma,Sonoma County,300.0,layoff temporary,2020
5300,03/20/2020,03/24/2020,03/27/2020,PRO-PT Physical Therapy,PRO-PT Physical Therapy,Visalia,Tulare County,54.0,layoff temporary,2020
5301,03/20/2020,03/16/2020,03/27/2020,"Claremont Hotel Properties, LLC","Claremont Hotel Properties, LLC",Berkeley,Alameda County,514.0,layoff temporary,2020
5302,03/20/2020,03/19/2020,03/27/2020,Arl City Center Management LP-Luxe CityCenter Hotel,Arl City Center Management LP-Luxe CityCenter Hotel,Los Angeles,Los Angeles County,63.0,layoff temporary,2020
5303,03/20/2020,03/20/2020,03/27/2020,"Compass Group USA, Inc - - Eurest Diningoperations at Paramount Pictures","Compass Group USA, Inc",Los Angeles,Los Angeles County,58.0,layoff temporary,2020
5304,03/17/2020,03/17/2020,03/27/2020,Crystal Casino,Crystal Casino,Compton,Los Angeles County,295.0,layoff temporary,2020
5305,03/19/2020,03/19/2020,03/27/2020,Sheraton Gateway Los Angeles Hotel,Sheraton Hotel,Los Angeles,Los Angeles County,306.0,layoff temporary,2020
5306,03/20/2020,03/19/2020,03/27/2020,Hyatt Regency Sacramento,Hyatt Regency,Sacramento,Sacramento County,344.0,layoff temporary,2020
5307,03/19/2020,03/19/2020,03/27/2020,Levy Premium Foodservice Limited Partnership,Levy Premium Foodservice Limited Partnership,Santa Clara,Santa Clara County,613.0,closure temporary,2020
5308,03/20/2020,03/20/2020,03/27/2020,Hyatt Regency Sonoma Wine,Hyatt Regency,Santa Rosa,Sonoma County,54.0,layoff type unknown,2020
5309,03/19/2020,03/19/2020,03/27/2020,Catch Of LA Operating Company LLC,Catch Of LA Operating Company LLC,West Hollywood,Los Angeles County,284.0,layoff temporary,2020
5310,03/19/2020,03/18/2020,03/27/2020,"Paradise-Long Beach, LLC","Paradies-Long Beach, LLC",Long Beach,Los Angeles County,11.0,layoff temporary,2020
5311,03/20/2020,03/18/2020,03/27/2020,Cavallo Point,Cavallo Point,Sausalito,Marin County,300.0,layoff temporary,2020
5312,03/18/2020,03/17/2020,03/27/2020,Hyatt House-Anaheim Resort-ConventionCenter,Hyatt House,Anaheim,Orange County,103.0,layoff temporary,2020
5313,03/20/2020,03/20/2020,03/27/2020,Torre Nissan,Torre Nissan,La Quinta,Riverside County,20.0,layoff permanent,2020
5314,03/23/2020,03/20/2020,03/27/2020,"Piercy Fontana, LLC DBA: Rock Honda","Piercey Fontana, LLC",Fontana,San Bernardino County,87.0,layoff type unknown,2020
5315,03/18/2020,03/18/2020,03/27/2020,"AEIEB INC, BLAKER EWC INC, CJJ EASEINC, EWC EAST BAY INC, DBA EUROPEANWAX CENTER","AEIEB INC, BLAKER EWC INC, CJJ EASEINC, EWC EAST BAY INC, DBA EUROPEANWAX CENTER",Coronado,San Diego County,74.0,layoff temporary,2020
5316,03/18/2020,03/21/2020,03/27/2020,Courtyard San Diego Liberty Station,Courtyard San Diego Liberty Station,San Diego,San Diego County,74.0,layoff temporary,2020
5317,03/20/2020,03/20/2020,03/27/2020,Mountain Meadow Mushroom Farms Inc.,Mountain Meadow Mushroom Farms Inc.,Escondido,San Diego County,74.0,layoff permanent,2020
5318,03/20/2020,03/27/2020,03/27/2020,Coronado Island Mariott Resort & Spa,Coronado Island Mariott Resort & Spa,Coronado,San Diego County,256.0,layoff temporary,2020
5319,03/20/2020,03/18/2020,03/27/2020,The Little Chihuahua,The Little Chihuahua,San Francisco,San Francisco County,11.0,closure permanent,2020
5320,03/18/2020,03/18/2020,03/27/2020,Residence Inn/Springhill San Jose Airport,Residence Inn,San Jose,Santa Clara County,56.0,layoff temporary,2020
5321,03/25/2020,03/28/2020,03/26/2020,True Food Kitchen Walnut Creek restaurant,True Food Kitchen,Walnut Creek,Contra Costa County,129.0,closure temporary,2020
5322,03/26/2020,03/23/2020,03/26/2020,Pomona Valley Moning Co,Pomona Valley Mining Co.,Pomona,Los Angeles County,83.0,closure type unknown,2020
5323,03/25/2020,03/28/2020,03/26/2020,True Food Kitchen Pasadena,True Food Kitchen,Pasadena,Los Angeles County,110.0,closure temporary,2020
5324,03/25/2020,03/28/2020,03/26/2020,True Food Kitchen El Segundo,True Food Kitchen,El Segundo,Los Angeles County,95.0,closure temporary,2020
5325,03/19/2020,03/20/2020,03/26/2020,"Chateau Holdings, LTD","Chateau Holdings, LTD",Los Angeles,Los Angeles County,242.0,layoff permanent,2020
5326,03/26/2020,03/23/2020,03/26/2020,Orange County Mining Co,Orange County Mining Co,Santa Ana,Orange County,79.0,layoff temporary,2020
5327,03/25/2020,03/28/2020,03/26/2020,True Food Kitchen Newport Beach restaurant,True Food Kitchen,Newport Beach,Orange County,129.0,closure temporary,2020
5328,03/25/2020,03/28/2020,03/26/2020,True Food Kitchen UTC,True Food Kitchen,San Diego,San Diego County,89.0,closure temporary,2020
5329,03/25/2020,03/28/2020,03/26/2020,True Food Kitchen Fashion Valley,True Food Kitchen,San Diego,San Diego County,134.0,closure temporary,2020
5330,03/19/2020,03/19/2020,03/26/2020,Karl Strauss Brewing Company,Karl Strauss Brewing Company,San Diego,San Diego County,247.0,layoff permanent,2020
5331,03/19/2020,03/19/2020,03/26/2020,"MG Restaurants, Inc.","MG Restaurants, Inc.",San Francisco,San Francisco County,196.0,closure temporary,2020
5332,03/25/2020,03/28/2020,03/26/2020,True Food Kitchen Palo Alto,True Food Kitchen,Palo Alto,Santa Clara County,155.0,closure temporary,2020
5333,03/22/2020,03/27/2020,03/26/2020,"The Original Mels Diners, Inc and the OriginalMels Development Co., LLC","The Original Mels Diners, Inc and the OriginalMels Development Co., LLC",Fairfield,Solano County,15.0,layoff temporary,2020
5334,03/25/2020,03/25/2020,03/26/2020,"Greyhound Lines, Inc","Greyhound Lines, Inc",Los Angeles,Los Angeles County,100.0,layoff permanent,2020
5335,03/17/2020,03/17/2020,03/26/2020,"The Sire Bar & Grill, LLC","The Sire Bar & Grill, LLC",Riverside,Riverside County,20.0,closure temporary,2020
5336,03/26/2020,03/26/2020,03/26/2020,Regional Medical Center,Regional Medical Center,San Jose,Santa Clara County,81.0,layoff type unknown,2020
5337,03/26/2020,03/16/2020,03/26/2020,Livermore 13 Cinema (#349-1033-1),Livermore 13 Cinema (#349-1033-1),Livermore,Alameda County,47.0,layoff type unknown,2020
5338,03/26/2020,03/23/2020,03/26/2020,Almansor Court Inc,Almansor Court Inc,Alhambra,Los Angeles County,96.0,layoff temporary,2020
5339,03/25/2020,03/15/2020,03/26/2020,"Downtown Entertainment Group, Inc. dbaTakami Restaurant and Elevate Lounge","Downtown Entertainment Group, Inc. dbaTakami Restaurant and Elevate Lounge",Los Angeles,Los Angeles County,81.0,closure type unknown,2020
5340,03/26/2020,03/25/2020,03/26/2020,Quiet Cannon Montebello Inc,Quiet Cannon Montebello Inc,Montebello,Los Angeles County,160.0,layoff temporary,2020
5341,03/26/2020,03/20/2020,03/26/2020,Hotel Amarano Hollywood Burbank,Hotel Amarano Hollywood Burbank,Burbank,Los Angeles County,63.0,layoff temporary,2020
5342,03/26/2020,03/21/2020,03/26/2020,EDITION Management LLC dba The WestHollywood EDITION,EDITION Management LLC,West Hollywood,Los Angeles County,348.0,layoff temporary,2020
5343,03/25/2020,03/28/2020,03/26/2020,True Food Kitchen Santa Monica,True Food Kitchen,Santa Monica,Los Angeles County,116.0,closure temporary,2020
5344,03/26/2020,03/21/2020,03/26/2020,"Marriott International, Inc dba Santa ClaraMarriott",Mariott Resorts Hospitality Corporation,Laytonville,Mendocino County,336.0,layoff temporary,2020
5345,03/23/2020,03/28/2020,03/26/2020,"Sheraton Operating Corporation dba The USGrant, A Luxury Collection Hotel",Sheraton Hotel,San Diego,San Diego County,271.0,layoff temporary,2020
5346,03/26/2020,03/20/2020,03/26/2020,"Brecht Enterprises, Inc","Brecht Enterprises, Inc",Escondido,San Diego County,46.0,layoff temporary,2020
5347,03/25/2020,03/25/2020,03/26/2020,Chino Latino Inc. dba The Mission Restaurant,Chino Latino Inc. dba The Mission Restaurant,San Diego,San Diego County,78.0,layoff temporary,2020
