,Notice Date,Effective Date,Received Date,Company,City,County,Employees,Layoff/Closure,County Orig
7735,10/13/2016,12/30/2016,10/17/2016,Thermo Fisher Scientific,Hercules,No Name,2.0,Closure Permanent,No County Name
7736,10/13/2016,03/31/2017,10/17/2016,Thermo Fisher Scientific,Santa Clara,No Name,38.0,Layoff Permanent,No County Name
7737,10/13/2016,09/30/2017,10/17/2016,Thermo Fisher Scientific,San Diego,No Name,44.0,Closure Permanent,No County Name
7738,10/13/2016,12/12/2016,10/18/2016,"GKN Aerospace Chem-tronics, Inc. DBA",Santa Ana,No Name,95.0,Layoff Permanent,No County Name
7739,10/14/2016,12/13/2016,10/18/2016,Brake Parts Inc.,Chowchilla,No Name,1.0,Closure Permanent,No County Name
7740,10/14/2016,12/16/2016,10/18/2016,Boeing Company,El Segundo,No Name,33.0,Layoff Unknown at this time,No County Name
7741,10/14/2016,12/16/2016,10/18/2016,Boeing Company,Huntington Beach,No Name,13.0,Layoff Unknown at this time,No County Name
7742,10/14/2016,01/03/2017,10/18/2016,Ralphs Grocery Company,Los Angeles,No Name,87.0,Closure Unknown at this time,No County Name
7743,10/17/2016,12/20/2016,10/18/2016,Channel Technologies Group LLC,Santa Barbara,No Name,198.0,Closure Permanent,No County Name
7744,10/18/2016,12/17/2016,10/18/2016,ngmoco LLC,San Francisco,No Name,93.0,Closure Permanent,No County Name
7745,10/17/2016,01/13/2017,10/19/2016,Shire,Los Angeles,No Name,360.0,Layoff Permanent,No County Name
7746,09/14/2016,11/15/2016,10/20/2016,Utilimap Corporation,San Ramon,No Name,5.0,Layoff Permanent,No County Name
7747,10/18/2016,11/15/2016,10/20/2016,Associated Third Party Administrators,Concord,No Name,13.0,Closure Permanent,No County Name
7748,10/18/2016,11/15/2016,10/20/2016,Associated Third Party Administrators,San Francisco,No Name,2.0,Closure Permanent,No County Name
7749,10/18/2016,11/15/2016,10/20/2016,Associated Third Party Administrators,San Francisco,No Name,4.0,Closure Permanent,No County Name
7750,10/18/2016,11/15/2016,10/21/2016,Associated Third Party Administrators,Alameda,No Name,192.0,Closure Permanent,No County Name
7751,10/18/2016,11/15/2016,10/21/2016,Associated Third Party Administrators,San Diego,No Name,7.0,Closure Permanent,No County Name
7752,10/24/2016,12/23/2016,10/24/2016,AVCORP Composite Fabrication,Gardena,No Name,61.0,Layoff Permanent,No County Name
7753,10/24/2016,01/03/2017,10/24/2016,"Ricoh Electronics, Inc.",Tustin,No Name,147.0,Layoff Permanent,No County Name
7754,10/20/2016,12/24/2016,10/25/2016,"Nestle USA, Inc.",Modesto,No Name,78.0,Layoff Temporary,No County Name
7755,10/25/2016,12/30/2016,10/25/2016,"athenahealth, Inc.",San Francisco,No Name,103.0,Layoff Permanent,No County Name
7756,10/18/2016,12/05/2016,10/26/2016,"Veolia ES Industrial Services, Inc.",Benicia,No Name,57.0,Closure Permanent,No County Name
7757,10/26/2016,12/26/2016,10/26/2016,"Micrel, Inc.",San Jose,No Name,41.0,Layoff Permanent,No County Name
7758,10/24/2016,12/26/2016,10/27/2016,"Norm's Restaurants, LLC",Los Angeles,No Name,73.0,Closure Permanent,No County Name
7759,10/26/2016,10/27/2016,10/27/2016,"SunEdison, Inc.",Belmont,No Name,15.0,Layoff Permanent,No County Name
7760,10/27/2016,12/27/2016,10/27/2016,"Twitter, Inc.",San Francisco,No Name,67.0,Layoff Permanent,No County Name
7761,10/27/2016,01/16/2017,10/28/2016,CAM-BAS Inc.,San Jose,No Name,44.0,Closure Temporary,No County Name
7762,10/27/2016,12/27/2016,10/31/2016,AT&T,San Ramon,No Name,102.0,Layoff Permanent,No County Name
7763,10/28/2016,12/31/2016,10/31/2016,"Native Bouquet, LLC",Oceanside,No Name,97.0,Closure Permanent,No County Name
7764,10/31/2016,12/31/2016,10/31/2016,"Aeroflex/Metelics, Inc.",Sunnyvale,No Name,97.0,Closure Permanent,No County Name
7765,10/28/2016,01/02/2017,11/01/2016,Boeing Company,El Segundo,No Name,15.0,Layoff Unknown at this time,No County Name
7766,10/28/2016,01/02/2017,11/01/2016,Boeing Company,Huntington Beach,No Name,9.0,Layoff Unknown at this time,No County Name
7767,08/25/2016,10/28/2016,11/02/2016,Adient US LLC,Fremont,No Name,40.0,Closure Permanent,No County Name
7768,10/31/2016,12/30/2016,11/02/2016,Brake Parts Inc.,Chowchilla,No Name,3.0,Closure Permanent,No County Name
7769,11/02/2016,01/03/2017,11/02/2016,"Marvell Semiconductor, Inc.",Santa Clara,No Name,139.0,Layoff Permanent,No County Name
7770,11/02/2016,01/06/2017,11/03/2016,"Teva Pharmaceuticals USA, Inc.",Corona,No Name,29.0,Layoff Permanent,No County Name
7771,11/03/2016,01/06/2017,11/03/2016,"NetApp, Inc.",Sunnyvale,No Name,160.0,Layoff Permanent,No County Name
7772,11/01/2016,11/02/2016,11/04/2016,"Cisco Systems, Inc.",San Jose,No Name,42.0,Layoff Permanent,No County Name
7773,11/04/2016,01/06/2017,11/07/2016,Visa Inc.,Foster City,No Name,213.0,Layoff Permanent,No County Name
7774,11/07/2016,01/06/2017,11/07/2016,"American Apparel, LLC",Garden Grove,No Name,332.0,Closure Permanent,No County Name
7775,11/07/2016,01/06/2017,11/07/2016,"American Apparel, LLC",Los Angeles,No Name,2166.0,Closure Permanent,No County Name
7776,11/07/2016,01/06/2017,11/07/2016,"American Apparel, LLC",South Gate,No Name,959.0,Closure Permanent,No County Name
7777,05/02/2016,07/08/2016,11/08/2016,Ardea Biosciences,San Diego,No Name,193.0,Layoff Permanent,No County Name
7778,07/28/2016,07/01/2016,11/08/2016,Hewlett Packard Enterprise,Citrus Heights,No Name,143.0,Layoff Permanent,No County Name
7779,10/31/2016,12/31/2016,11/08/2016,First Transit,Bakersfield,No Name,91.0,Closure Permanent,No County Name
7780,10/31/2016,12/31/2016,11/08/2016,"Harbor View Farms, LLC",Oxnard,No Name,97.0,Layoff Permanent,No County Name
7781,11/03/2016,01/03/2017,11/08/2016,"Marvell Semiconductor, Inc.",Aliso Viejo,No Name,20.0,Layoff Permanent,No County Name
7782,11/03/2016,01/03/2017,11/08/2016,"Marvell Semiconductor, Inc.",Folsom,No Name,12.0,Layoff Permanent,No County Name
7783,11/04/2016,01/06/2017,11/08/2016,YMCA of Metropolitan Los Angeles,Los Angeles,No Name,3.0,Closure Permanent,No County Name
7784,11/07/2016,01/07/2017,11/08/2016,Western Health Resources (Western,San Diego,No Name,120.0,Closure Permanent,No County Name
7785,11/08/2016,01/09/2017,11/08/2016,"Meggitt (North Hollywood), Inc.",Corona,No Name,96.0,Closure Permanent,No County Name
7786,11/04/2016,01/07/2016,11/10/2016,FoodsCo Store,Redwood City,No Name,69.0,Closure Unknown at this time,No County Name
7787,11/09/2016,01/09/2017,11/10/2016,QuinStreet,Foster City,No Name,57.0,Layoff Permanent,No County Name
7788,07/28/2016,07/01/2016,11/14/2016,Hewlett Packard Enterprise,Palo Alto,No Name,258.0,Layoff Permanent,No County Name
7789,10/24/2016,12/23/2016,11/14/2016,Legacy Supply Chain Services,Fontana,No Name,220.0,Closure Permanent,No County Name
7790,11/10/2016,12/31/2016,11/14/2016,"Bienvenidos Children Center, Inc.",Los Angeles,No Name,13.0,Layoff Unknown at this time,No County Name
7791,01/29/2016,03/31/2016,11/15/2016,Broadcom and Avago,Irvine,No Name,771.0,Layoff Permanent,No County Name
7792,01/29/2016,03/31/2016,11/15/2016,Broadcom and Avago,San Jose,No Name,48.0,Layoff Permanent,No County Name
7793,01/29/2016,03/31/2016,11/15/2016,Broadcom and Avago,Santa Clara,No Name,435.0,Layoff Permanent,No County Name
7794,07/13/2016,09/13/2016,11/15/2016,Broadcom,San Diego,No Name,64.0,Layoff Permanent,No County Name
7795,11/15/2016,12/31/2016,11/15/2016,Intel Corporation,Santa Clara,No Name,84.0,Layoff Permanent,No County Name
7796,11/15/2016,01/15/2017,11/15/2016,"KPS Global, LLC",Chino,No Name,78.0,Closure Permanent,No County Name
7797,11/15/2016,01/15/2017,11/15/2016,"Violin Memory, Inc.",Santa Clara,No Name,106.0,Layoff Permanent,No County Name
7798,11/15/2016,01/31/2017,11/15/2016,GENCO,Redlands,No Name,26.0,Closure Permanent,No County Name
7799,11/11/2016,01/14/2017,11/16/2016,UPS,Oakland,No Name,470.0,Closure Temporary,No County Name
7800,11/16/2016,01/16/2017,11/16/2016,Competitive Edge Research &,San Diego,No Name,85.0,Closure Unknown at this time,No County Name
7801,11/16/2016,12/31/2016,11/17/2016,Schawk/SGK,Cupertino,No Name,85.0,Layoff Permanent,No County Name
7802,09/15/2016,08/26/2016,11/18/2016,Hewlett Packard Enterprise,Sunnyvale,No Name,208.0,Layoff Permanent,No County Name
7803,11/18/2016,01/20/2017,11/18/2016,DreamWorks Animation and,Glendale,No Name,170.0,Layoff Permanent,No County Name
7804,11/21/2016,01/29/2017,11/21/2016,Kett Engineering Corporation,California City,No Name,62.0,Layoff Permanent,No County Name
7805,06/17/2016,08/16/2016,11/23/2016,JBS USA Food Company,Santa Fe Springs,No Name,647.0,Closure Unknown at this time,No County Name
7806,11/15/2016,01/27/2017,11/23/2016,"Hino Motors Manufacturing U.S.A., Inc.",Ontario,No Name,135.0,Closure Permanent,No County Name
7807,11/18/2016,01/20/2017,11/28/2016,Boeing Company,El Segundo,No Name,45.0,Layoff Unknown at this time,No County Name
7808,11/18/2016,01/20/2017,11/28/2016,Boeing Company,Huntington Beach,No Name,13.0,Layoff Unknown at this time,No County Name
7809,11/20/2016,01/23/2017,11/28/2016,Chili's Restaurant,Huntington Beach,No Name,46.0,Closure Permanent,No County Name
7810,11/18/2016,12/09/2016,11/29/2016,Pebble Technology Corporation,Redwood City,No Name,82.0,Closure Permanent,No County Name
7811,11/29/2016,11/30/2016,11/30/2016,"SunEdison, Inc.",Belmont,No Name,10.0,Layoff Permanent,No County Name
7812,11/29/2016,01/31/2017,11/30/2016,"Anthony's Fish Grotto of La Mesa, Inc.",San Diego,No Name,136.0,Closure Permanent,No County Name
7813,11/29/2016,03/03/2017,11/30/2016,"BlueScope Buildings North America, Inc.",Turlock,No Name,51.0,Closure Permanent,No County Name
7814,11/30/2016,11/30/2016,11/30/2016,"GoPro, Inc.",San Mateo,No Name,138.0,Layoff Permanent,No County Name
7815,11/30/2016,01/31/2017,11/30/2016,"Dole Packaged Foods, LLC",Stockton,No Name,30.0,Closure Permanent,No County Name
7816,11/30/2016,02/03/2017,11/30/2016,"Teva Pharmaceuticals USA, Inc.",Corona,No Name,19.0,Layoff Permanent,No County Name
7817,11/07/2016,01/28/2017,12/01/2016,Target,Cupertino,No Name,208.0,Closure Permanent,No County Name
7818,11/30/2016,02/17/2017,12/01/2016,"Encore Repair Services, LLC",Simi Valley,No Name,116.0,Closure Permanent,No County Name
7819,11/29/2016,01/03/2017,12/05/2016,Kuleto's,San Francisco,No Name,102.0,Closure Permanent,No County Name
7820,12/02/2016,01/31/2017,12/05/2016,"Prospect Mortgage, LLC",Sherman Oaks,No Name,94.0,Layoff Permanent,No County Name
7821,12/02/2016,02/03/2017,12/05/2016,Transamerica Life Insurance Company,Los Angeles,No Name,320.0,Closure Permanent,No County Name
7822,12/05/2016,02/04/2017,12/06/2016,"Princess Cruise Lines, Ltd.",Santa Clarita,No Name,61.0,Layoff Permanent,No County Name
7823,12/06/2016,02/03/2017,12/06/2016,SunPower Corporation,Richmond,No Name,59.0,Layoff Permanent,No County Name
7824,12/06/2016,02/03/2017,12/06/2016,SunPower Corporation,San Jose,No Name,57.0,Layoff Permanent,No County Name
7825,12/06/2016,02/04/2017,12/06/2016,Sea World LLC,San Diego,No Name,60.0,Layoff Permanent,No County Name
7826,12/07/2016,02/07/2016,12/07/2016,"Slater's 50/50, Inc.",Anaheim,No Name,88.0,Closure Permanent,No County Name
7827,12/07/2016,02/07/2016,12/07/2016,"Slater’s 50/50, Inc.",Huntington Beach,No Name,101.0,Closure Permanent,No County Name
7828,12/07/2016,02/07/2016,12/07/2016,"Slater’s 50/50, Inc.",San Diego,No Name,145.0,Closure Permanent,No County Name
7829,12/07/2016,02/01/2017,12/07/2016,"Blue Coat Systems, Inc.",Mountain View,No Name,27.0,Layoff Permanent,No County Name
7830,12/07/2016,02/01/2017,12/07/2016,Symantec Corporation,Mountain View,No Name,84.0,Layoff Permanent,No County Name
7831,12/07/2016,12/07/2016,12/08/2016,"Beepi, Inc.",Mountain View,No Name,102.0,Closure Permanent,No County Name
7832,12/05/2016,02/03/2017,12/12/2016,Atmel Corporation,San Jose,No Name,45.0,Layoff Permanent,No County Name
7833,12/07/2016,02/07/2016,12/12/2016,"24356 Swartz Burgers, Inc.",San Marcos,No Name,105.0,Closure Permanent,No County Name
7834,12/07/2016,02/07/2016,12/12/2016,"61 N Raymond, Inc.",Pasadena,No Name,154.0,Closure Permanent,No County Name
7835,12/07/2016,02/07/2016,12/12/2016,"8009 Day Burgers, Inc.",Rancho,No Name,136.0,Closure Permanent,No County Name
7836,11/19/2016,11/19/2016,12/14/2016,Ozumo Oakland LLC,Oakland,No Name,45.0,Closure Permanent,No County Name
7837,12/15/2016,02/28/2017,12/15/2016,Global Paratransit Inc.,Gardena,No Name,105.0,Layoff Permanent,No County Name
7838,12/07/2016,02/15/2017,12/16/2016,Pfizer Inc,San Francisco,No Name,200.0,Layoff Unknown at this time,No County Name
7839,12/14/2016,12/15/2016,12/16/2016,"SunEdison, Inc.",Belmont,No Name,16.0,Layoff Permanent,No County Name
7840,12/19/2016,02/25/2017,12/19/2016,"GBW Railcar Services, LLC",Mira Loma,No Name,142.0,Closure Permanent,No County Name
7841,10/19/2016,01/13/2017,12/20/2016,Ryder,Rialto,No Name,28.0,Layoff Permanent,No County Name
7842,12/16/2016,02/17/2017,12/21/2016,Boeing Company,El Segundo,No Name,9.0,Layoff Unknown at this time,No County Name
7843,12/16/2016,02/17/2017,12/21/2016,Boeing Company,Huntington Beach,No Name,13.0,Layoff Unknown at this time,No County Name
7844,12/20/2016,02/18/2017,12/22/2016,"OneRoof Energy, Inc.",San Diego,No Name,63.0,Layoff Permanent,No County Name
7845,12/21/2016,03/03/2017,12/22/2016,"Teva Pharmaceuticals USA, Inc.",Corona,No Name,49.0,Layoff Permanent,No County Name
7846,12/20/2016,02/21/2017,12/29/2016,XOMA Corporation,Berkeley,No Name,57.0,Layoff Permanent,No County Name
7847,12/29/2016,01/28/2017,12/29/2016,Bristol Farms,San Francisco,No Name,82.0,Closure Permanent,No County Name
7848,12/29/2016,03/04/2017,12/29/2016,Louis Vuitton USA Inc.,San Francisco,No Name,37.0,Closure Permanent,No County Name
7849,12/30/2016,02/28/2017,12/30/2016,Freeport-McMoRan Oil & Gas LLC,Bakersfield,No Name,31.0,Layoff Permanent,No County Name
7850,12/30/2016,02/28/2017,12/30/2016,Freeport-McMoRan Oil & Gas LLC,Goleta,No Name,4.0,Layoff Permanent,No County Name
7851,12/30/2016,02/28/2017,12/30/2016,Freeport-McMoRan Oil & Gas LLC,Los Angeles,No Name,13.0,Layoff Permanent,No County Name
7852,12/30/2016,02/28/2017,12/30/2016,Freeport-McMoRan Oil & Gas LLC,Newport Beach,No Name,2.0,Layoff Permanent,No County Name
7853,12/30/2016,02/28/2017,12/30/2016,Freeport-McMoRan Oil & Gas LLC,Oxnard,No Name,1.0,Layoff Permanent,No County Name
7854,01/02/2017,03/06/2017,01/03/2017,TGI Friday's,Yorba Linda,No Name,42.0,Closure Permanent,No County Name
7855,01/03/2017,03/06/2017,01/04/2017,"CKE Restaurants Holdings, Inc.",Carpinteria,No Name,25.0,Closure Permanent,No County Name
7856,01/04/2017,03/06/2017,01/06/2017,Macy's,Santa Barbara,No Name,96.0,Closure Permanent,No County Name
7857,01/04/2017,03/06/2017,01/09/2017,Macy's,San Diego,No Name,193.0,Closure Permanent,No County Name
7858,01/04/2017,03/06/2017,01/09/2017,Macy's,San Francisco,No Name,16.0,Closure Permanent,No County Name
7859,01/06/2017,01/28/2017,01/09/2017,Verizon Wireless,Rancho Cordova,No Name,1070.0,Layoff Permanent,No County Name
7860,08/10/2016,10/11/2016,01/10/2017,"Alaska Air Group, Inc.",Burlingame,No Name,275.0,Layoff Permanent,No County Name
7861,10/21/2016,01/09/2017,01/10/2017,National Steel and Shipbuilding,San Diego,No Name,844.0,Layoff Permanent,No County Name
7862,01/06/2017,02/22/2017,01/10/2017,"GKN Aerospace Chem-tronics, Inc. DBA",Santa Ana,No Name,15.0,Layoff Permanent,No County Name
7863,01/10/2017,03/11/2017,01/11/2017,Glu Mobile Inc.,Long Beach,No Name,70.0,Layoff Permanent,No County Name
7864,01/10/2017,03/31/2017,01/11/2017,"Rakuten Commerce LLC, dba",Aliso Viejo,No Name,73.0,Closure Permanent,No County Name
7865,01/11/2017,03/18/2017,01/12/2017,Pacific Gas and Electric Company,Antioch,No Name,107.0,Layoff Permanent,No County Name
7866,01/11/2017,03/18/2017,01/12/2017,Pacific Gas and Electric Company,Auburn,No Name,8.0,Layoff Permanent,No County Name
7867,01/11/2017,03/18/2017,01/12/2017,Pacific Gas and Electric Company,Bakersfield,No Name,1.0,Layoff Permanent,No County Name
7868,01/11/2017,03/18/2017,01/12/2017,Pacific Gas and Electric Company,Chico,No Name,4.0,Layoff Permanent,No County Name
7869,01/11/2017,03/18/2017,01/12/2017,Pacific Gas and Electric Company,Clovis,No Name,6.0,Layoff Permanent,No County Name
7870,01/11/2017,03/18/2017,01/12/2017,Pacific Gas and Electric Company,Fremont,No Name,2.0,Layoff Permanent,No County Name
7871,01/11/2017,03/18/2017,01/12/2017,Pacific Gas and Electric Company,Hollister,No Name,1.0,Layoff Permanent,No County Name
7872,01/11/2017,03/18/2017,01/12/2017,Pacific Gas and Electric Company,Merced,No Name,2.0,Layoff Permanent,No County Name
7873,01/11/2017,03/18/2017,01/12/2017,Pacific Gas and Electric Company,Oakland,No Name,3.0,Layoff Permanent,No County Name
7874,01/11/2017,03/18/2017,01/12/2017,Pacific Gas and Electric Company,Rancho Cordova,No Name,11.0,Layoff Permanent,No County Name
7875,01/11/2017,03/18/2017,01/12/2017,Pacific Gas and Electric Company,Salinas,No Name,2.0,Layoff Permanent,No County Name
7876,01/04/2017,03/04/2017,01/13/2017,Atmel Corporation,San Jose,No Name,9.0,Layoff Permanent,No County Name
7877,01/06/2017,03/08/2017,01/13/2017,"Theranos, Inc.",Newark,No Name,53.0,Layoff Permanent,No County Name
7878,01/06/2017,03/08/2017,01/13/2017,"Theranos, Inc.",Palo Alto,No Name,97.0,Layoff Permanent,No County Name
7879,01/09/2017,04/03/2017,01/13/2017,"Morton Salt, Inc.",Newark,No Name,70.0,Closure Permanent,No County Name
7880,01/11/2017,03/18/2017,01/13/2017,Pacific Gas and Electric Company,Davis,No Name,9.0,Layoff Permanent,No County Name
7881,01/11/2017,03/18/2017,01/13/2017,Pacific Gas and Electric Company,Fairfield,No Name,9.0,Layoff Permanent,No County Name
7882,01/11/2017,03/18/2017,01/13/2017,Pacific Gas and Electric Company,Lodi,No Name,4.0,Layoff Permanent,No County Name
7883,01/11/2017,03/18/2017,01/13/2017,Pacific Gas and Electric Company,Marysville,No Name,1.0,Layoff Permanent,No County Name
7884,01/11/2017,03/18/2017,01/13/2017,Pacific Gas and Electric Company,Modesto,No Name,1.0,Layoff Permanent,No County Name
7885,01/11/2017,03/18/2017,01/13/2017,Pacific Gas and Electric Company,Pismo Beach,No Name,3.0,Layoff Permanent,No County Name
7886,01/11/2017,03/18/2017,01/13/2017,Pacific Gas and Electric Company,San Carlos,No Name,1.0,Layoff Permanent,No County Name
7887,01/11/2017,03/18/2017,01/13/2017,Pacific Gas and Electric Company,San Francisco,No Name,132.0,Layoff Permanent,No County Name
7888,01/11/2017,03/18/2017,01/13/2017,Pacific Gas and Electric Company,San Jose,No Name,4.0,Layoff Permanent,No County Name
7889,01/11/2017,03/18/2017,01/13/2017,Pacific Gas and Electric Company,Santa Rosa,No Name,6.0,Layoff Permanent,No County Name
7890,01/11/2017,03/18/2017,01/13/2017,Pacific Gas and Electric Company,Ukiah,No Name,1.0,Layoff Permanent,No County Name
7891,01/12/2017,01/13/2017,01/13/2017,"Pandora Media, Inc.",Oakland,No Name,91.0,Layoff Permanent,No County Name
7892,01/12/2017,03/13/2017,01/13/2017,Crownpeak Technology/TriNet PEO,Los Angeles,No Name,20.0,Closure Unknown at this time,No County Name
7893,01/12/2017,03/13/2017,01/13/2017,Google Inc.,Mountain View,No Name,94.0,Layoff Permanent,No County Name
7894,01/12/2017,03/14/2017,01/13/2017,Sungevity,Oakland,No Name,66.0,Layoff Permanent,No County Name
7895,01/12/2017,03/20/2017,01/13/2017,Visa Inc.,Foster City,No Name,58.0,Layoff Permanent,No County Name
7896,01/13/2017,02/24/2017,01/13/2017,Intel Corporation,Santa Clara,No Name,54.0,Layoff Permanent,No County Name
7897,01/11/2017,01/12/2017,01/17/2017,"SunEdison, Inc.",Belmont,No Name,2.0,Layoff Permanent,No County Name
7898,01/12/2017,03/17/2017,01/17/2017,Nordstrom Main Place Store,Santa Ana,No Name,195.0,Closure Permanent,No County Name
7899,01/13/2017,01/17/2017,01/17/2017,"Cisco Systems, Inc.",San Jose,No Name,25.0,Layoff Permanent,No County Name
7900,01/09/2017,12/31/2016,01/18/2017,Sears Hometown and Outlet,San Leandro,No Name,1.0,Closure Permanent,No County Name
7901,01/09/2017,04/09/2017,01/19/2017,Sears Holdings Corporation,Santa Monica,No Name,80.0,Closure Permanent,No County Name
7902,01/18/2017,03/20/2017,01/19/2017,"Oracle America, Inc.",Santa Clara,No Name,441.0,Layoff Permanent,No County Name
7903,01/19/2017,02/09/2017,01/19/2017,"Moran Foods, LLC d/b/a Save-A-Lot, Ltd.",Los Angeles,No Name,35.0,Closure Permanent,No County Name
7904,01/19/2017,03/20/2017,01/19/2017,Pacific Life Insurance Company,Newport Beach,No Name,95.0,Layoff Permanent,No County Name
7905,01/20/2017,03/21/2017,01/23/2017,"The Wet Seal, LLC",Irvine,No Name,148.0,Closure Permanent,No County Name
7906,01/20/2017,03/24/2017,01/23/2017,Boeing Company,El Segundo,No Name,6.0,Layoff Unknown at this time,No County Name
7907,01/20/2017,03/24/2017,01/23/2017,Boeing Company,Huntington Beach,No Name,5.0,Layoff Unknown at this time,No County Name
7908,01/20/2017,03/24/2017,01/23/2017,Boeing Company,Long Beach,No Name,3.0,Layoff Unknown at this time,No County Name
7909,01/23/2017,03/28/2017,01/24/2017,AOL Inc.,San Jose,No Name,80.0,Layoff Permanent,No County Name
7910,01/26/2017,04/04/2017,01/26/2017,"iHeartMedia, Inc.",Aliso Viejo,No Name,72.0,Closure Permanent,No County Name
7911,01/24/2017,03/31/2017,01/27/2017,"San Diego Sportservice, Inc.",San Diego,No Name,1130.0,Closure Permanent,No County Name
7912,01/24/2017,03/31/2017,01/27/2017,"Walmart Stores, Inc.",San Bruno,No Name,174.0,Layoff Permanent,No County Name
7913,01/26/2017,01/09/2017,01/27/2017,"DoubleDutch, Inc.",San Francisco,No Name,57.0,Layoff Permanent,No County Name
7914,01/26/2017,03/27/2017,01/27/2017,Verizon,San Jose,No Name,60.0,Layoff Permanent,No County Name
7915,01/26/2017,03/28/2017,01/27/2017,Memorial Health Services,Long Beach,No Name,422.0,Layoff Permanent,No County Name
7916,01/27/2017,03/31/2017,01/30/2017,The Armor All/STP Products Company,Pleasanton,No Name,4.0,Closure Permanent,No County Name
7917,01/30/2017,02/28/2017,01/30/2017,"National Distribution Centers, LLC",Chino,No Name,102.0,Closure Permanent,No County Name
7918,01/30/2017,03/31/2017,01/30/2017,"Enphase Energy, Inc.",Petaluma,No Name,60.0,Layoff Permanent,No County Name
7919,01/30/2017,04/01/2017,01/31/2017,"Penske Vehicle Services, Inc.",Westlake Village,No Name,5.0,Closure Permanent,No County Name
7920,01/23/2017,01/24/2017,02/01/2017,Stanford Health Care,Atherton,No Name,129.0,Layoff Permanent,No County Name
7921,01/23/2017,01/24/2017,02/01/2017,Stanford Health Care,Newark,No Name,12.0,Layoff Permanent,No County Name
7922,01/23/2017,01/24/2017,02/01/2017,Stanford Health Care,Oakland,No Name,1.0,Layoff Permanent,No County Name
7923,01/23/2017,03/31/2017,02/01/2017,Gap Inc.,San Francisco,No Name,216.0,Layoff Permanent,No County Name
7924,01/31/2017,03/31/2017,02/01/2017,Freeport-McMoRan Oil & Gas LLC,Bakersfield,No Name,2.0,Layoff Permanent,No County Name
7925,01/31/2017,03/31/2017,02/01/2017,Freeport-McMoRan Oil & Gas LLC,Los Angeles,No Name,3.0,Layoff Permanent,No County Name
7926,01/31/2017,04/03/2017,02/01/2017,Google,Mountain View,No Name,104.0,Layoff Permanent,No County Name
7927,01/30/2017,03/31/2017,02/02/2017,"Bay City Television, Inc.",San Diego,No Name,127.0,Layoff Permanent,No County Name
7928,01/30/2017,04/30/2017,02/02/2017,"Live Nation Worldwide, Inc.",Irvine,No Name,905.0,Closure Permanent,No County Name
7929,02/01/2017,04/03/2017,02/02/2017,Western Health Resources,San Diego,No Name,52.0,Closure Unknown at this time,No County Name
7930,01/30/2017,03/31/2017,02/03/2017,Atmel Corporation,San Jose,No Name,14.0,Layoff Permanent,No County Name
7931,02/01/2017,11/15/2016,02/03/2017,"Veritas Technologies, LLC",Mountain View,No Name,64.0,Layoff Permanent,No County Name
7932,02/03/2017,04/03/2017,02/03/2017,"Shutterfly, Inc.",Santa Clara,No Name,87.0,Closure Permanent,No County Name
7933,01/30/2017,04/03/2017,02/07/2017,"Fitbit, Inc.",San Francisco,No Name,90.0,Layoff Permanent,No County Name
7934,01/30/2017,04/03/2017,02/07/2017,"Fitbit, Inc.",South San,No Name,2.0,Layoff Permanent,No County Name
7935,02/03/2017,04/07/2017,02/07/2017,Boeing Company,El Segundo,No Name,16.0,Layoff Unknown at this time,No County Name
7936,02/03/2017,04/07/2017,02/07/2017,Boeing Company,Huntington Beach,No Name,9.0,Layoff Unknown at this time,No County Name
7937,02/06/2017,04/03/2017,02/07/2017,Bank of the West,San Ramon,No Name,47.0,Layoff Permanent,No County Name
7938,02/09/2017,02/09/2017,02/09/2017,"YourPeople, Inc. d/b/a Zenefits FTW",San Francisco,No Name,254.0,Layoff Permanent,No County Name
7939,02/08/2017,02/09/2017,02/10/2017,"SunEdison, Inc.",Redwood City,No Name,3.0,Layoff Permanent,No County Name
7940,02/09/2017,06/30/2017,02/10/2017,Dignity Health,Monterey Park,No Name,290.0,Closure Permanent,No County Name
7941,02/10/2017,04/17/2017,02/10/2017,"The Ritz-Carlton, Lake Tahoe",Truckee,No Name,225.0,Closure Temporary,No County Name
7942,02/10/2017,07/31/2017,02/10/2017,"Oakley, Inc.",Ontario,No Name,78.0,Closure Unknown at this time,No County Name
7943,02/07/2017,04/10/2017,02/13/2017,"VF Contemporary Brands, Inc.",Los Angeles,No Name,22.0,Layoff Permanent,No County Name
7944,02/07/2017,04/10/2017,02/13/2017,"VF Contemporary Brands, Inc.",Vernon,No Name,66.0,Layoff Permanent,No County Name
7945,02/10/2017,02/10/2017,02/13/2017,Nasty Gal Inc.,Los Angeles,No Name,75.0,Closure Unknown at this time,No County Name
7946,02/10/2017,02/20/2017,02/13/2017,Nasty Gal Inc.,Santa Monica,No Name,23.0,Closure Unknown at this time,No County Name
7947,02/15/2017,04/17/2017,02/15/2017,Wing Inflatables,Arcata,No Name,100.0,Layoff Temporary,No County Name
7948,02/15/2017,04/30/2017,02/15/2017,"Elite Line Services, Inc.",Los Angeles,No Name,65.0,Closure Permanent,No County Name
7949,02/15/2017,04/17/2017,02/16/2017,"Storm8, Inc.",Redwood City,No Name,131.0,Layoff Permanent,No County Name
7950,02/10/2017,02/28/2017,02/17/2017,SP Plus Corporation,Glendale,No Name,84.0,Closure Unknown at this time,No County Name
