,Notice Date,Effective Date,Received Date,Company,City,County,Employees,Layoff/Closure,Year
5546,02/13/2020,03/13/2020,02/14/2020,Adventist Health Ukiah Valley,Ukiah,Mendocino County,3.0,closure permanent,2020
5547,02/12/2020,03/10/2020,02/13/2020,Braiform Enterprises,Fullerton,Orange County,21.0,closure permanent,2020
5548,02/12/2020,04/17/2020,02/13/2020,"MSG Sports & Entertainment, LLC",San Francisco,San Francisco County,72.0,closure permanent,2020
5549,02/12/2020,06/26/2020,02/13/2020,Varex Imaging,Santa Clara,Santa Clara County,105.0,closure permanent,2020
5550,02/13/2020,04/15/2020,02/13/2020,Jetsetter Express LLC,West Sacramento,Yolo County,84.0,closure permanent,2020
5551,02/07/2020,04/07/2020,02/12/2020,"Metis TPS, LLC",Hawaiian Gardens,Los Angeles County,500.0,layoff permanent,2020
5552,02/05/2020,04/03/2020,02/12/2020,Adventist Health St. Helena,Saint Helena,Napa County,8.0,closure permanent,2020
5553,02/07/2020,04/07/2020,02/12/2020,"Safariland, LLC",Ontario,San Bernardino County,12.0,layoff permanent,2020
5554,01/17/2020,03/31/2020,02/12/2020,"CP Kelco U.S., Inc.",San Diego,San Diego County,8.0,closure permanent,2020
5555,02/10/2020,02/11/2020,02/12/2020,"Brandless, Inc.",San Francisco,San Francisco County,78.0,layoff permanent,2020
5556,02/10/2020,03/30/2020,02/12/2020,Atrium LTS,San Francisco,San Francisco County,14.0,layoff permanent,2020
5557,02/12/2020,04/17/2020,02/12/2020,Delivery Guys LLC,South San Francisco,San Mateo County,62.0,closure permanent,2020
5558,02/12/2020,04/12/2020,02/12/2020,"Essential Products, Inc.",Palo Alto,Santa Clara County,86.0,layoff permanent,2020
5559,02/05/2020,03/31/2020,02/07/2020,"Teleperformance USA-FHCS, Inc.",Burbank,Los Angeles County,140.0,closure permanent,2020
5560,02/06/2020,04/15/2020,02/07/2020,ALPINE VILLAGE,Torrance,Los Angeles County,35.0,closure permanent,2020
5561,02/07/2020,04/07/2020,02/07/2020,Karma Automotive LLC,Irvine,Orange County,60.0,layoff permanent,2020
5562,02/06/2020,05/29/2020,02/07/2020,"UHS of Delaware, Inc.",Murrieta,Riverside County,76.0,layoff permanent,2020
5563,02/06/2020,04/10/2020,02/06/2020,"Meggitt (Orange County), Inc. d/b/a MeggittSensing Systems",Irvine,Orange County,28.0,layoff permanent,2020
5564,02/06/2020,04/10/2020,02/06/2020,PIER 1 IMPORTS,Ontario,San Bernardino County,134.0,closure permanent,2020
5565,02/05/2020,04/05/2020,02/06/2020,Senior Aerospace Jet Products,San Diego,San Diego County,69.0,layoff permanent,2020
5566,02/05/2020,04/06/2020,02/06/2020,Alpha Staffing,San Jose,Santa Clara County,152.0,layoff permanent,2020
5567,01/30/2020,04/30/2020,02/05/2020,"Rodgers Trucking, Inc.",San Leandro,Alameda County,135.0,closure permanent,2020
5568,01/31/2020,04/01/2020,02/05/2020,"Premiere Raspberries, LLC",Watsonville,Santa Cruz County,334.0,closure permanent,2020
5569,01/29/2020,03/31/2020,02/04/2020,"Adecco USA, Inc.",Huntington Beach,Orange County,79.0,layoff permanent,2020
5570,02/03/2020,04/06/2020,02/04/2020,Corsair Electrical Connecters,Irvine,Orange County,45.0,closure permanent,2020
5571,01/30/2020,04/12/2020,02/04/2020,FedEX Home Delivery,Chino,San Bernardino County,295.0,layoff permanent,2020
5572,01/29/2020,03/31/2020,02/04/2020,Mendocino Coast District Hospital,Fort Bragg,Mendocino County,250.0,layoff permanent,2020
5573,02/03/2020,04/03/2020,02/03/2020,Gateway One Lending & Finance,Anaheim,Orange County,137.0,layoff permanent,2020
5574,02/03/2020,04/04/2020,02/03/2020,Macy's,San Francisco,San Francisco County,831.0,closure permanent,2020
5575,01/30/2020,03/17/2020,01/31/2020,McDonald's,Bakersfield,Kern County,11.0,layoff permanent,2020
5576,01/31/2020,03/31/2020,01/31/2020,Management & Training Corporation,Taft,Kern County,332.0,closure permanent,2020
5577,01/31/2020,03/31/2020,01/31/2020,Adventist Health St Helena,Saint Helena,Napa County,38.0,closure permanent,2020
5578,01/31/2020,03/31/2020,01/31/2020,"Bureau Veritas Consumer Products Services,Inc.",Irvine,Orange County,51.0,closure permanent,2020
5579,01/31/2020,03/31/2020,01/31/2020,"Kinkisharyo International, L.L.C.",Palmdale,Los Angeles County,15.0,layoff permanent,2020
5580,01/31/2020,04/03/2020,01/31/2020,"Xilinx, Inc.",San Jose,Santa Clara County,123.0,layoff permanent,2020
5581,01/27/2020,04/02/2020,01/30/2020,FedEx Ground,Sacramento,Sacramento County,453.0,layoff temporary,2020
5582,01/29/2020,03/31/2020,01/30/2020,"Shutterfly, LLC",Redwood City,San Mateo County,153.0,layoff permanent,2020
5583,01/30/2020,03/31/2020,01/30/2020,Intel,Santa Clara,Santa Clara County,128.0,layoff permanent,2020
5584,01/30/2020,04/01/2020,01/30/2020,VMWARE INC.,Palo Alto,Santa Clara County,211.0,layoff permanent,2020
5585,01/27/2020,01/31/2020,01/30/2020,"Kateeva, Inc.",Newark,Alameda County,144.0,layoff permanent,2020
5586,01/23/2020,03/18/2020,01/30/2020,NortonLifeLock Inc.,Mountain View,Santa Clara County,59.0,layoff permanent,2020
5587,01/27/2020,03/27/2020,01/28/2020,"Big Switch Networks, Inc.",Santa Clara,Santa Clara County,60.0,layoff permanent,2020
5588,01/22/2020,03/31/2020,01/27/2020,Dow AgroSciences LLC (&ldquo;CortevaAgriscience&rdquo;),Fresno,Fresno County,4.0,closure permanent,2020
5589,01/27/2020,01/13/2020,01/27/2020,"Safran Cabin Galleys US, Inc.",Huntington Beach,Orange County,180.0,layoff permanent,2020
5590,01/27/2020,03/27/2020,01/27/2020,"Hanger, Inc.",San Diego,San Diego County,6.0,closure permanent,2020
5591,01/08/2020,03/08/2020,01/27/2020,Golden Gate National Parks Conservancy,San Francisco,San Francisco County,28.0,layoff permanent,2020
5592,01/08/2020,03/07/2020,01/27/2020,Adventist Health,Sonora,Tuolumne County,48.0,layoff permanent,2020
5593,01/27/2020,03/29/2020,01/27/2020,"ACME PLAYER SERVICES, LLC",Cypress,Orange County,313.0,layoff permanent,2020
5594,01/07/2020,03/09/2020,01/24/2020,Atrium LTS,San Francisco,San Francisco County,76.0,layoff type unknown,2020
5595,01/23/2020,02/07/2020,01/24/2020,23 and Me,Sunnyvale,Santa Clara County,84.0,layoff permanent,2020
5596,01/23/2020,03/23/2020,01/24/2020,Posh Bakery,Santa Clara,Santa Clara County,100.0,closure permanent,2020
5597,01/17/2020,03/17/2020,01/23/2020,"Next Trucking, Inc.",El Segundo,Los Angeles County,65.0,layoff permanent,2020
5598,01/23/2020,03/23/2020,01/23/2020,"Weber Metals, Inc.",Paramount,Los Angeles County,150.0,layoff permanent,2020
5599,01/13/2020,03/13/2020,01/23/2020,Smithfield Packaged Meatd Corp. (&quot;theCompany&quot;),San Jose,Santa Clara County,139.0,closure permanent,2020
5600,01/22/2020,01/22/2020,01/23/2020,StubHub,San Francisco,San Francisco County,93.0,layoff permanent,2020
5601,01/07/2020,03/15/2020,01/22/2020,Transform SR LLC  - 01088,Glendale,Los Angeles County,91.0,closure permanent,2020
5602,01/10/2020,03/31/2020,01/22/2020,"PVH Neckwear, Inc.",Los Angeles,Los Angeles County,80.0,closure permanent,2020
5603,01/15/2020,05/01/2020,01/22/2020,Comcast,Livermore,Alameda County,127.0,layoff permanent,2020
5604,01/16/2020,03/16/2020,01/22/2020,Hurley International LLC,Costa Mesa,Orange County,56.0,layoff permanent,2020
5605,01/17/2020,03/31/2020,01/22/2020,Clarion Coporation of America,Cypress,Orange County,25.0,closure permanent,2020
5606,01/17/2020,03/20/2020,01/21/2020,"Greenwich Logistics, LLC, dba 1-800 Courier",San Pablo,Contra Costa County,80.0,layoff temporary,2020
5607,01/21/2020,03/22/2020,01/21/2020,John Manville Willows Plant,Willows,Glenn County,13.0,layoff temporary,2020
5608,01/17/2020,03/20/2020,01/21/2020,"Greewich Logisitcs LLC, dba 1-800 Courier",Hawthorne,Los Angeles County,58.0,layoff permanent,2020
5609,01/17/2020,03/20/2020,01/21/2020,"Greenwich Logisitics, LLC, dba 1-800 Courier",San Jose,Santa Clara County,99.0,layoff permanent,2020
5610,01/20/2020,03/20/2020,01/21/2020,AT&T,El Segundo,Los Angeles County,18.0,layoff permanent,2020
5611,01/16/2020,03/16/2020,01/21/2020,"8x8, Inc.",San Jose,Santa Clara County,63.0,layoff permanent,2020
5612,01/15/2020,05/01/2020,01/17/2020,Comcast,Livermore,Alameda County,127.0,closure permanent,2020
5613,01/15/2020,01/15/2020,01/17/2020,eBay Inc.,San Jose,Santa Clara County,97.0,layoff permanent,2020
5614,01/07/2020,03/06/2020,01/15/2020,"GILDAN DISTRIBUTION, INC.",Mira Loma,Riverside County,121.0,closure permanent,2020
5615,01/08/2020,03/08/2020,01/15/2020,Corning Research and DevelopmentCorporation,Santa Barbara,Santa Barbara County,72.0,layoff permanent,2020
5616,01/08/2020,03/07/2020,01/14/2020,Adventist Health Lodi Memorial,Lodi,San Joaquin County,86.0,closure permanent,2020
5617,01/13/2020,03/13/2020,01/14/2020,Smithfield Packaged Meats Corp.,San Jose,Santa Clara County,139.0,closure permanent,2020
5618,01/13/2020,01/24/2020,01/14/2020,"Sodexo, Inc and Affiliates",Los Angeles,Los Angeles County,150.0,closure permanent,2020
5619,01/08/2020,03/07/2020,01/13/2020,Adventist Health Reedley,Reedley,Fresno County,44.0,closure permanent,2020
5620,01/08/2020,03/07/2020,01/13/2020,Adventist Health Tehachapi Valley,Tehachapi,Kern County,14.0,closure permanent,2020
5621,01/08/2020,03/07/2020,01/13/2020,Adventist Health Bakersfield,Bakersfield,Kern County,33.0,closure permanent,2020
5622,01/08/2020,03/07/2020,01/13/2020,Adventist Health Hanford,Hanford,Kings County,152.0,closure permanent,2020
5623,01/08/2020,03/07/2020,01/13/2020,Adventist Health White Memorial,Los Angeles,Los Angeles County,48.0,closure permanent,2020
5624,01/08/2020,03/07/2020,01/13/2020,Adventist Health Howard Memorial,Willits,Mendocino County,20.0,closure permanent,2020
5625,01/08/2020,03/07/2020,01/13/2020,Adventist Health and Rideout United Com-Serve,Yuba City,Sutter County,21.0,closure permanent,2020
5626,01/08/2020,03/07/2020,01/13/2020,Adventist Health Tulare,Tulare,Tulare County,45.0,closure permanent,2020
5627,01/08/2020,03/07/2020,01/13/2020,Adventist Health Simi Valley,Simi Valley,Ventura County,7.0,closure permanent,2020
5628,01/08/2020,03/07/2020,01/13/2020,Adventist Health and Rideout,Marysville,Yuba County,80.0,closure permanent,2020
5629,01/08/2020,01/11/2020,01/10/2020,Adventist Health St. Helena,Saint Helena,Napa County,18.0,closure permanent,2020
5630,01/09/2020,03/10/2020,01/10/2020,"Volt Information Sciences, Inc.",Orange,Orange County,79.0,layoff permanent,2020
5631,01/08/2020,03/10/2020,01/10/2020,AT&T,El Segundo,Los Angeles County,4.0,layoff permanent,2020
5632,01/08/2020,03/01/2020,01/09/2020,Canidae LLC,Norco,Riverside County,19.0,closure permanent,2020
5633,01/08/2020,03/13/2020,01/09/2020,"Zume, Inc.",Mountain View,Santa Clara County,172.0,layoff permanent,2020
5634,01/08/2020,03/09/2020,01/09/2020,"Connected Ventures, LLC",West Hollywood,Los Angeles County,67.0,closure permanent,2020
5635,01/08/2020,01/08/2020,01/09/2020,Marshall Freight Inc,Irvine,Orange County,4.0,closure permanent,2020
5636,01/03/2020,03/06/2020,01/09/2020,"Medtronic, Inc.",Goleta,Santa Barbara County,33.0,layoff permanent,2020
5637,01/06/2020,03/07/2020,01/08/2020,"Edmunds.com, Inc.",Santa Monica,Los Angeles County,122.0,layoff permanent,2020
5638,01/06/2020,03/09/2020,01/06/2020,SunSelect Produce (California) Inc.,Tehachapi,Kern County,236.0,closure permanent,2020
5639,01/03/2020,03/04/2020,01/03/2020,"Aramark Services, Inc.",Anaheim,Orange County,9.0,closure permanent,2020
5640,01/03/2020,03/04/2020,01/03/2020,"Aramark Services, Inc.",Rancho SantaMargarita,Orange County,13.0,closure permanent,2020
5641,12/31/2019,03/03/2020,01/02/2020,"Le Boulanger, Inc.",Sunnyvale,Santa Clara County,143.0,closure permanent,2019
5642,12/19/2019,02/13/2020,12/30/2019,NortonLifeLock Inc.,Mountain View,Santa Clara County,19.0,layoff permanent,2019
5643,12/20/2019,12/20/2019,12/30/2019,"Event Solutions International, Inc. dba MotusOne (ESI)",Long Beach,Los Angeles County,38.0,layoff permanent,2019
5644,12/30/2019,12/31/2019,12/30/2019,Taylor Lane Organic Coffee,Petaluma,Sonoma County,6.0,closure permanent,2019
5645,10/16/2019,11/01/2019,12/27/2019,Barneys New York,San Francisco,San Francisco County,100.0,closure permanent,2019
5646,12/23/2019,02/28/2020,12/24/2019,"Gulf Marine & Industrial Supplies, Inc.",Long Beach,Los Angeles County,2.0,closure permanent,2019
5647,11/22/2019,01/21/2020,12/23/2019,"WeWork Companies, Inc.",San Francisco,San Francisco County,172.0,layoff permanent,2019
5648,12/16/2019,12/31/2019,12/20/2019,"Chief Mechanical, Inc.",Sacramento,Sacramento County,2.0,closure permanent,2019
5649,11/19/2019,01/17/2020,12/20/2019,NortonLifeLock Inc.,Mountain View,Santa Clara County,55.0,layoff permanent,2019
5650,12/13/2019,02/21/2020,12/20/2019,Boeing Company,Huntington Beach,Orange County,7.0,layoff type unknown,2019
5651,12/18/2019,02/01/2020,12/19/2019,Adventist Health Feather River Palliative Care,Chico,Butte County,8.0,closure permanent,2019
5652,12/18/2019,02/28/2020,12/19/2019,Razer USA Ltd.,San Francisco,San Francisco County,19.0,closure permanent,2019
5653,12/10/2019,02/08/2020,12/17/2019,"Waldorf Astoria Beverly Hills, Rooftop by JG",Los Angeles,Los Angeles County,79.0,closure temporary,2019
5654,12/13/2019,02/10/2020,12/17/2019,RAD Urban,Lathrop,San Joaquin County,22.0,closure permanent,2019
5655,12/09/2019,02/11/2020,12/17/2019,"Medtronic, Inc.",Goleta,Santa Barbara County,20.0,layoff permanent,2019
5656,12/13/2019,02/10/2020,12/16/2019,"Golden Island Jerky Company, Inc.",Rancho Cucamonga,San Bernardino County,371.0,closure permanent,2019
5657,12/13/2019,01/20/2020,12/16/2019,Victor Treatment Center/North Valley School,Redding,Shasta County,99.0,closure permanent,2019
5658,12/11/2019,01/31/2020,12/12/2019,Abercrombie & Fitch ***(CANCELLED),Palo Alto,Santa Clara County,45.0,closure permanent,2019
5659,12/05/2019,12/05/2019,12/11/2019,"Rodan & Fields, LLC",San Francisco,San Francisco County,49.0,layoff permanent,2019
5660,12/09/2019,02/09/2020,12/09/2019,"Wag Labs, Inc.",West Hollywood,Los Angeles County,90.0,closure permanent,2019
5661,08/30/2019,11/05/2019,12/06/2019,"Illumina, Inc.",Foster City,San Mateo County,19.0,layoff type unknown,2019
5662,12/06/2019,02/04/2020,12/06/2019,"NIO USA, Inc.",San Jose,Santa Clara County,141.0,layoff permanent,2019
5663,12/06/2019,02/08/2020,12/06/2019,"Kinkisharyo International, L.L.C.",Palmdale,Los Angeles County,34.0,layoff permanent,2019
5664,12/03/2019,02/03/2020,12/05/2019,"Hayward Industries, Inc.",Pomona,Los Angeles County,253.0,closure permanent,2019
5665,12/04/2019,02/03/2020,12/05/2019,Hollander Sleep Products,Compton,Los Angeles County,165.0,closure permanent,2019
5666,12/02/2019,12/02/2019,12/05/2019,"Halliburton Energy Services, Inc. (HESI)",Bakersfield,Kern County,72.0,layoff permanent,2019
5667,11/05/2019,02/17/2020,12/05/2019,Mulligan Limited dba Mulligan Torrance,Torrance,Los Angeles County,80.0,closure permanent,2019
5668,12/03/2019,02/07/2020,12/05/2019,SharkNinja Operating LLC,Chino,San Bernardino County,110.0,closure permanent,2019
5669,12/03/2019,02/03/2020,12/04/2019,Easy Driving School LLC,San Jose,Santa Clara County,108.0,closure permanent,2019
5670,12/02/2019,01/31/2020,12/03/2019,"Pamela's Products, Inc.",Ukiah,Mendocino County,80.0,closure permanent,2019
5671,11/26/2019,11/29/2019,12/02/2019,"Cool Pak, LLC",Oxnard,Ventura County,3.0,closure permanent,2019
5672,11/26/2019,01/31/2020,12/02/2019,AT&T,El Segundo,Los Angeles County,75.0,layoff permanent,2019
5673,11/22/2019,01/24/2020,11/27/2019,Fredriks Nursery Inc.,Ripon,San Joaquin County,77.0,closure permanent,2019
5674,11/25/2019,01/18/2020,11/27/2019,"Proteus Digital Health, Inc.",Redwood City,San Mateo County,202.0,closure permanent,2019
5675,11/20/2019,11/20/2019,11/27/2019,Synaptics Incorporated,San Jose,Santa Clara County,58.0,layoff permanent,2019
5676,11/27/2019,02/01/2020,11/27/2019,"Samsung Semiconductor, Inc.",San Jose,Santa Clara County,73.0,layoff permanent,2019
5677,11/22/2019,01/24/2020,11/27/2019,Boeing Company,Huntington Beach,Orange County,7.0,layoff type unknown,2019
5678,11/20/2019,01/20/2020,11/27/2019,Avanir Pharmaceuticals,Aliso Viejo,Orange County,140.0,layoff permanent,2019
5679,11/21/2019,01/31/2020,11/27/2019,Benchmark Electronics,San Jose,Santa Clara County,181.0,closure permanent,2019
5680,11/19/2019,01/20/2020,11/27/2019,"Sientra, Inc.",Santa Clara,Santa Clara County,55.0,closure permanent,2019
5681,11/26/2019,01/31/2020,11/27/2019,Abercrombie & Fitch,Thousand Oaks,Ventura County,34.0,closure permanent,2019
5682,11/08/2019,02/16/2020,11/26/2019,Transform SR LLC,Ventura,Ventura County,101.0,closure permanent,2019
5683,11/14/2019,01/05/2020,11/21/2019,"Forever 21 Retail, Inc.",Ventura,Ventura County,21.0,closure permanent,2019
5684,11/15/2019,01/03/2020,11/20/2019,"ACT Fulfillment, Inc.",Mira Loma,Riverside County,45.0,layoff permanent,2019
5685,11/15/2019,01/15/2020,11/20/2019,"Kinkisharyo International, L.L.C.",Palmdale,Los Angeles County,31.0,layoff permanent,2019
5686,11/14/2019,12/02/2019,11/20/2019,"Denim-Tech, LLC",Vernon,Los Angeles County,73.0,closure type unknown,2019
5687,11/12/2019,01/11/2020,11/20/2019,Singularity Education Group,Santa Clara,Santa Clara County,62.0,layoff permanent,2019
5688,11/15/2019,01/14/2020,11/19/2019,"MM Enterprises USA, LLC dba MedMen",Los Angeles,Los Angeles County,73.0,layoff permanent,2019
5689,11/15/2019,01/15/2020,11/19/2019,Scripps Health,Encinitas,San Diego County,29.0,closure permanent,2019
5690,11/13/2019,01/15/2020,11/19/2019,"Western Union, LLC",San Francisco,San Francisco County,12.0,layoff permanent,2019
5691,11/06/2019,01/08/2020,11/19/2019,"Brinker International Payroll Company, L.P.",Arroyo Grande,San Luis Obispo County,44.0,closure permanent,2019
5692,11/14/2019,01/17/2020,11/19/2019,"JUUL Labs, Inc.",Mountain View,Santa Clara County,35.0,layoff permanent,2019
5693,10/31/2019,11/01/2019,11/19/2019,Alcorn Fence Company,Chula Vista,San Diego County,15.0,closure permanent,2019
5694,11/12/2019,12/13/2019,11/18/2019,Albertsons Companies Inc,Union City,Alameda County,193.0,closure type unknown,2019
5695,11/12/2019,01/13/2020,11/18/2019,Teradata Corporation,San Diego,San Diego County,80.0,layoff permanent,2019
5696,11/13/2019,01/31/2020,11/18/2019,"Perfect Promotional Products, LLC.",Camarillo,Ventura County,145.0,closure permanent,2019
5697,11/14/2019,01/16/2020,11/18/2019,Aerojet Rocketdyne,Rancho Cordova,Sacramento County,10.0,layoff permanent,2019
5698,11/08/2019,01/07/2020,11/15/2019,"Hard Rock Cafe International (USA), Inc.",Universal City,Los Angeles County,136.0,closure permanent,2019
5699,11/08/2019,02/21/2020,11/15/2019,Collins Aerospace,Chula Vista,San Diego County,68.0,layoff type unknown,2019
5700,11/08/2019,05/01/2020,11/15/2019,"TitleMax of California, Inc.",Simi Valley,Ventura County,3.0,closure permanent,2019
5701,11/06/2019,11/10/2019,11/14/2019,"Park Holding, Inc.",Los Angeles,Los Angeles County,47.0,closure permanent,2019
5702,11/01/2019,01/06/2020,11/14/2019,Ironwood Management,Woodland Hills,Los Angeles County,87.0,closure permanent,2019
5703,11/06/2019,01/17/2020,11/14/2019,"Quality Thermistor, Inc.",Tecate,San Diego County,7.0,closure permanent,2019
5704,11/05/2019,01/06/2020,11/14/2019,"Marvell Semiconductor, Inc.",Santa Clara,Santa Clara County,6.0,layoff permanent,2019
5705,11/08/2019,04/01/2020,11/14/2019,"TitleMax of California, Inc",Pasadena,Los Angeles County,3.0,closure permanent,2019
5706,10/31/2019,12/30/2019,11/13/2019,"Kaiser Foundation Hospitals and KaiserFoundation Health Plan, Inc.",Santa Rosa,Sonoma County,1.0,layoff permanent,2019
5707,08/28/2019,11/01/2019,11/08/2019,"Circa of America, LLC",San Francisco,San Francisco County,112.0,closure permanent,2019
5708,11/01/2019,01/01/2020,11/08/2019,Boeing Company,Huntington Beach,Orange County,9.0,layoff type unknown,2019
5709,11/01/2019,01/01/2020,11/07/2019,McKesson Corporation,San Francisco,San Francisco County,329.0,closure permanent,2019
5710,10/31/2019,12/31/2019,11/06/2019,Warner Music Inc.,Los Angeles,Los Angeles County,1.0,closure permanent,2019
5711,11/04/2019,01/03/2020,11/06/2019,"Armstrong Flooring, Inc.",South Gate,Los Angeles County,60.0,layoff permanent,2019
5712,11/01/2019,12/31/2019,11/06/2019,"Harte Hanks Direct Marketing/Fullerton, LLC",Fullerton,Orange County,28.0,closure permanent,2019
5713,11/04/2019,01/06/2020,11/06/2019,"VHG Santa Monica, LLC",Santa Monica,Los Angeles County,50.0,layoff temporary,2019
5714,11/01/2019,12/31/2019,11/06/2019,"Conduent State Healthcare, LLC",West Sacramento,Yolo County,70.0,closure permanent,2019
5715,11/01/2019,12/30/2019,11/05/2019,KARMA AUTOMOTIVE LLC,Irvine,Orange County,146.0,layoff permanent,2019
5716,11/01/2019,12/31/2019,11/05/2019,"Bluefire Insurance Services, Inc.",Anaheim,Orange County,73.0,closure permanent,2019
5717,10/30/2019,12/31/2019,11/05/2019,MasterCorp Inc.,Escondido,San Diego County,112.0,layoff permanent,2019
5718,10/28/2019,10/21/2019,11/04/2019,Charter Communications,Culver City,Los Angeles County,105.0,layoff permanent,2019
5719,10/28/2019,12/31/2019,11/04/2019,"Vasona Management, Inc.",Los Gatos,Santa Clara County,70.0,layoff permanent,2019
5720,10/31/2019,11/01/2019,11/04/2019,TAMCO,Rancho Cucamonga,San Bernardino County,114.0,closure permanent,2019
5721,10/30/2019,03/31/2020,11/04/2019,Scapa Healthcare,Inglewood,Los Angeles County,55.0,closure permanent,2019
5722,10/31/2019,12/31/2019,11/04/2019,Criteo Corp.,Palo Alto,Santa Clara County,77.0,closure permanent,2019
5723,10/31/2019,12/31/2019,11/01/2019,TGI Friday's,Costa Mesa,Orange County,54.0,closure permanent,2019
5724,06/12/2019,08/12/2019,11/01/2019,Zovio & Ashford University Building,San Diego,San Diego County,415.0,layoff permanent,2019
5725,10/30/2019,01/03/2020,11/01/2019,"Ashford University, LLC",San Diego,San Diego County,218.0,layoff permanent,2019
5726,10/29/2019,12/30/2019,11/01/2019,Oakwood Worldwide (US) LP,Mountain View,Santa Clara County,17.0,layoff permanent,2019
5727,11/01/2019,01/10/2020,11/01/2019,American General Life Insurance Company,Pasadena,Los Angeles County,40.0,closure permanent,2019
5728,10/18/2019,12/21/2019,11/01/2019,Musco Family Olive Co.,Tracy,San Joaquin County,81.0,layoff temporary,2019
5729,10/30/2019,12/31/2019,11/01/2019,"Gaming Fund Group, Inc.",San Jose,Santa Clara County,93.0,layoff permanent,2019
5730,10/24/2019,12/28/2019,10/31/2019,Eden Creamery LLC dba Halo Top Creamery,El Segundo,Los Angeles County,78.0,closure permanent,2019
5731,10/28/2019,10/28/2019,10/31/2019,Eden Creamery LLC dba Halo Top Creamery,Canoga Park,Los Angeles County,26.0,closure permanent,2019
5732,10/29/2019,10/31/2019,10/31/2019,Eden Creamery LLC dba Halo Top Creamery,El Segundo,Los Angeles County,10.0,closure permanent,2019
5733,10/30/2019,12/31/2019,10/31/2019,"NorthStar Demolition and Remediation, LP",Brea,Orange County,51.0,closure permanent,2019
5734,10/29/2019,12/31/2019,10/31/2019,DaVita Inc.,San Diego,San Diego County,65.0,layoff permanent,2019
5735,10/29/2019,12/31/2019,10/31/2019,The Hotel Karlan,San Diego,San Diego County,101.0,closure permanent,2019
5736,08/29/2019,11/01/2019,10/31/2019,"Extreme Networks, Inc.",San Jose,Santa Clara County,74.0,closure permanent,2019
5737,10/29/2019,12/31/2019,10/31/2019,Amgen Inc.,Thousand Oaks,Ventura County,172.0,layoff permanent,2019
5738,10/24/2019,12/27/2019,10/31/2019,Raley's,Santa Rosa,Sonoma County,4.0,closure permanent,2019
5739,09/20/2019,11/23/2019,10/30/2019,Addison Lee,Van Nuys,Los Angeles County,24.0,layoff permanent,2019
5740,10/25/2019,12/01/2019,10/30/2019,"Sodexo, Inc.",San Francisco,San Francisco County,85.0,closure permanent,2019
5741,10/28/2019,12/27/2019,10/29/2019,Lifetouch National School Studios Inc.,Chico,Butte County,320.0,closure permanent,2019
5742,10/25/2019,12/31/2019,10/28/2019,Pacific Life Insurance Company,Newport Beach,Orange County,54.0,layoff permanent,2019
5743,10/17/2019,12/31/2019,10/28/2019,"Contract Management Services, Inc.",National City,San Diego County,140.0,layoff type unknown,2019
5744,10/24/2019,01/01/2020,10/28/2019,"Hotel Del Coronado, Curio Collection By HiltonWorldwide",Coronado,San Diego County,160.0,layoff temporary,2019
5745,10/18/2019,11/22/2019,10/28/2019,Bear Republic Brewing Co.,Healdsburg,Sonoma County,38.0,closure permanent,2019
5746,10/23/2019,12/23/2019,10/25/2019,"Land O'Lakes, Inc.",Orland,Glenn County,58.0,closure permanent,2019
5747,10/17/2019,05/24/2020,10/23/2019,Wells Fargo,Concord,Contra Costa County,357.0,layoff permanent,2019
5748,10/21/2019,12/20/2019,10/23/2019,LuLaRoe,Corona,Riverside County,167.0,layoff permanent,2019
5749,10/21/2019,12/31/2019,10/22/2019,"Keeco, LLC",Hayward,Alameda County,50.0,closure permanent,2019
5750,10/16/2019,12/20/2019,10/22/2019,Tobinworld,Glendale,Los Angeles County,115.0,closure permanent,2019
5751,10/16/2019,12/15/2019,10/22/2019,"Ghost Management Group, LLC",Irvine,Orange County,97.0,layoff permanent,2019
5752,10/18/2019,12/17/2019,10/22/2019,"South Bay Motel Investors, LLC dba E-Z 8Motel",San Diego,San Diego County,17.0,closure permanent,2019
5753,10/15/2019,12/13/2019,10/21/2019,"Montebello Container Company, LLC",Santa Fe Springs,Los Angeles County,64.0,closure permanent,2019
5754,10/14/2019,12/14/2019,10/18/2019,"Skip Transport, Inc.",San Francisco,San Francisco County,35.0,closure permanent,2019
5755,10/15/2019,11/29/2019,10/18/2019,Symantec Corporation,Mountain View,Santa Clara County,4.0,layoff permanent,2019
5756,10/10/2019,12/31/2019,10/18/2019,UCSF Benioff Children's Hospital Oakland,Oakland,Alameda County,97.0,layoff permanent,2019
5757,10/15/2019,12/16/2019,10/18/2019,"RSCR California, Inc.",Garden Grove,Orange County,77.0,closure permanent,2019
5758,10/11/2019,12/31/2019,10/18/2019,"Precision Injection Molding, Co.",Corona,Riverside County,73.0,closure permanent,2019
5759,10/15/2019,12/31/2019,10/18/2019,L'Atelier NA,San Francisco,San Francisco County,2.0,closure permanent,2019
5760,10/10/2019,12/13/2019,10/17/2019,"Olam West Coast, Inc.",Woodland,Yolo County,102.0,closure permanent,2019
5761,10/08/2019,12/20/2019,10/16/2019,"Amcor Rigid Packaging USA, LLC",Chatsworth,Los Angeles County,68.0,closure permanent,2019
5762,10/11/2019,12/30/2019,10/16/2019,Putzmeister America Inc.,Santa Fe Springs,Los Angeles County,4.0,closure permanent,2019
5763,10/14/2019,12/15/2019,10/16/2019,TGI Firday's,Woodland Hills,Los Angeles County,67.0,closure permanent,2019
