,Notice Date,Effective Date,Received Date,Company,City,County,Employees,Layoff/Closure,County Orig,Year,Layoff/Closure clean
5614,03/20/2020,03/20/2020,03/23/2020,LAFAYETTE PARK HOTEL ASSOCIATES,Lafayette,Contra Costa County,175.0,Layoff Permanent,Contra Costa County,2020,layoff permanent
5615,03/23/2020,03/20/2020,03/23/2020,Del Amo Motorsports,Redondo Beach,Los Angeles County,1.0,Layoff Unknown at thistime,Los Angeles County,2020,layoff type unknown
5616,03/19/2020,03/20/2020,03/23/2020,Las Alcobas Resort & Spa,Saint Helena,Napa County,143.0,Layoff Temporary,Napa County,2020,layoff temporary
5617,03/19/2020,03/23/2020,03/23/2020,Hilton San Diego/Del Mar,Del Mar,San Diego County,95.0,Layoff Temporary,San Diego County,2020,layoff temporary
5618,03/21/2020,03/20/2020,03/21/2020,Residence Inn by Marriott Newark SiliconValley,Newark,Alameda County,41.0,Layoff Unknown at thistime,Alameda County,2020,layoff type unknown
5619,03/20/2020,03/20/2020,03/21/2020,Stanford Park Hotel,Menlo Park,San Mateo County,124.0,Layoff Temporary,San Mateo County,2020,layoff temporary
5620,03/21/2020,03/13/2020,03/21/2020,Embassy Suites Irvine,Irvine,Orange County,73.0,Layoff Temporary,Orange County,2020,layoff temporary
5621,03/20/2020,03/17/2020,03/21/2020,Feast California Cafe LLC dba Corner BakeryCafe,Murrieta,Riverside County,173.0,Layoff Temporary,Riverside County,2020,layoff temporary
5622,03/20/2020,03/17/2020,03/21/2020,"Feast California Cafe, LLC",Murrieta,Riverside County,173.0,Layoff Temporary,Riverside County,2020,layoff temporary
5623,03/20/2020,03/19/2020,03/21/2020,"DMSD Restaurants, Inc. dba Denny's",Murrieta,Riverside County,492.0,Layoff Unknown at thistime,Riverside County,2020,layoff type unknown
5624,03/21/2020,03/21/2020,03/21/2020,Hyatt Regency San Francisco,San Francisco,San Francisco County,469.0,Layoff Unknown at thistime,San Francisco County,2020,layoff type unknown
5625,03/18/2020,03/16/2020,03/20/2020,"Regency Enterprises, Incorporated DBARegency Lighting",Chatsworth,Los Angeles County,39.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
5626,03/18/2020,03/17/2020,03/20/2020,Burke Williams Beyond the Spa,Woodland Hills,Los Angeles County,145.0,Closure Temporary,Los Angeles County,2020,closure temporary
5627,03/18/2020,03/17/2020,03/20/2020,Burke Williams Inc,Inglewood,Los Angeles County,56.0,Closure Temporary,Los Angeles County,2020,closure temporary
5628,03/18/2020,03/17/2020,03/20/2020,"Burke Williams, Inc.",Sherman Oaks,Los Angeles County,125.0,Closure Temporary,Los Angeles County,2020,closure temporary
5629,03/18/2020,03/19/2020,03/20/2020,Ventana Big Sur,Big Sur,Monterey County,216.0,Layoff Temporary,Monterey County,2020,layoff temporary
5630,03/18/2020,03/18/2020,03/20/2020,"S3 Hospitality, LLC dba Hilton Garden Inn",Irvine,Orange County,70.0,Closure Temporary,Orange County,2020,closure temporary
5631,03/18/2020,03/18/2020,03/20/2020,"SoCal Hospitality , LLC dba Hilton Garden Inn",Lake Forest,Orange County,63.0,Closure Temporary,Orange County,2020,closure temporary
5632,03/18/2020,03/18/2020,03/20/2020,"Tides Hospitality, LLC dba Hampton Inn &Suites",Irvine,Orange County,47.0,Closure Temporary,Orange County,2020,closure temporary
5633,03/18/2020,03/17/2020,03/20/2020,Burke Williams Day Inc.,Orange,Orange County,127.0,Closure Temporary,Orange County,2020,closure temporary
5634,03/18/2020,03/16/2020,03/20/2020,"Punch Bowl Sacramento, LLC",Sacramento,Sacramento County,115.0,Layoff Permanent,Sacramento County,2020,layoff permanent
5635,03/18/2020,03/16/2020,03/20/2020,"Punch Bowl Rancho Cucamonga, LLC",Rancho Cucamonga,San Bernardino County,105.0,Layoff Permanent,San Bernardino County,2020,layoff permanent
5636,03/30/2020,03/16/2020,03/20/2020,Wood Yu LLC,San Diego,San Diego County,34.0,Layoff Temporary,San Diego County,2020,layoff temporary
5637,03/18/2020,03/16/2020,03/20/2020,"Punch Bowl San Diego, LLC",San Diego,San Diego County,99.0,Layoff Permanent,San Diego County,2020,layoff permanent
5638,03/18/2020,03/17/2020,03/20/2020,Burke Williams Inc.,San Jose,Santa Clara County,137.0,Closure Temporary,Santa Clara County,2020,closure temporary
5639,03/18/2020,03/22/2020,03/20/2020,"OSM Aviation, Inc.",Los Angeles,Los Angeles County,101.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
5640,03/20/2020,03/14/2020,03/20/2020,Marriott-San Diego La Jolla,La Jolla,San Diego County,161.0,Layoff Temporary,San Diego County,2020,layoff temporary
5641,03/18/2020,03/17/2020,03/19/2020,Republic Master Chefs,Los Angeles,Los Angeles County,72.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
5642,03/18/2020,03/18/2020,03/19/2020,"Abbey Restaurants and Bars USA-LA, LLCand The Chapel Weho LLC",West Hollywood,Los Angeles County,159.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
5643,03/18/2020,03/18/2020,03/19/2020,Republic Master Chefs,Long Beach,Los Angeles County,64.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
5644,03/18/2020,03/19/2020,03/19/2020,Z Gallerie Corporate Offices,Gardena,Los Angeles County,24.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
5645,03/18/2020,03/18/2020,03/19/2020,Levy Premium Foodservice LimitedPartnership and Rank and Rally LLC,Mammoth Lakes,Mono County,548.0,Layoff Temporary,Mono County,2020,layoff temporary
5646,03/18/2020,03/18/2020,03/19/2020,"Pacific Coast Hospitality, LLC dba Holiday InnExpress",Costa Mesa,Orange County,17.0,Layoff Temporary,Orange County,2020,layoff temporary
5647,03/18/2020,03/18/2020,03/19/2020,Garden Fresh Restaurants LLC,Fullerton,Orange County,75.0,Layoff Permanent,Orange County,2020,layoff permanent
5648,03/17/2020,03/17/2020,03/19/2020,Resort At Squaw Creek,Olympic Valley,Placer County,371.0,Layoff Temporary,Placer County,2020,layoff temporary
5649,03/17/2020,03/25/2020,03/19/2020,Hotel Indigo San Diego Gaslamp,San Diego,San Diego County,53.0,Layoff Temporary,San Diego County,2020,layoff temporary
5650,03/18/2020,03/17/2020,03/19/2020,"GCiuffa, Inc.",San Diego,San Diego County,60.0,Layoff Temporary,San Diego County,2020,layoff temporary
5651,03/17/2020,03/17/2020,03/19/2020,Rosewood Cordevalle,San Martin,Santa Clara County,263.0,Layoff Temporary,Santa Clara County,2020,layoff temporary
5652,03/18/2020,03/18/2020,03/19/2020,Smothers & White Inc.,Santa Rosa,Sonoma County,63.0,Layoff Temporary,Sonoma County,2020,layoff temporary
5653,03/18/2020,03/18/2020,03/19/2020,Levy Premium Foodservices LimitedPartnership,Carson,Los Angeles County,97.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
5654,03/17/2020,03/17/2020,03/19/2020,AMERICAN KIDS SPORTS CENTER,Bakersfield,Kern County,150.0,Layoff Temporary,Kern County,2020,layoff temporary
5655,03/17/2020,03/17/2020,03/19/2020,"Cucagna, LTD. dba Zuni Cafe",San Francisco,San Francisco County,91.0,Layoff Temporary,San Francisco County,2020,layoff temporary
5656,03/17/2020,03/17/2020,03/17/2020,Himeji Castle Inc,La Mesa,San Diego County,88.0,Layoff Temporary,San Diego County,2020,layoff temporary
5657,03/16/2020,03/16/2020,03/17/2020,"Hakkasan Holdings, LLC",San Francisco,San Francisco County,106.0,Layoff Temporary,San Francisco County,2020,layoff temporary
5658,03/11/2020,05/15/2020,03/16/2020,"Nestle R&D Center, Inc.",Bakersfield,Kern County,51.0,Layoff Permanent,Kern County,2020,layoff permanent
5659,03/13/2020,03/19/2020,03/16/2020,"DO & CO Los Angeles, Inc.",Redondo Beach,Los Angeles County,277.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
5660,03/13/2020,05/12/2020,03/16/2020,HEAD WEST INC.,Compton,Los Angeles County,100.0,Closure Permanent,Los Angeles County,2020,closure permanent
5661,03/14/2020,03/14/2020,03/16/2020,"Bicycle Casino, L.P.",Bell Gardens,Los Angeles County,1500.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
5662,03/13/2020,05/15/2020,03/16/2020,"HII San Diego Shipyard, Inc.",San Diego,San Diego County,67.0,Layoff Permanent,San Diego County,2020,layoff permanent
5663,03/16/2020,04/26/2020,03/16/2020,DTE Woodland Biomass,Woodland,Yolo County,22.0,Layoff Permanent,Yolo County,2020,layoff permanent
5664,03/09/2020,03/06/2020,03/12/2020,Choura Events,Compton,Los Angeles County,18.0,Closure Permanent,Los Angeles County,2020,closure permanent
5665,03/09/2020,03/06/2020,03/12/2020,Choura Events,Torrance,Los Angeles County,27.0,Layoff Permanent,Los Angeles County,2020,layoff permanent
5666,03/11/2020,05/15/2020,03/11/2020,Mylan Pharmaceuticals Inc.,San Carlos,San Mateo County,93.0,Closure Permanent,San Mateo County,2020,closure permanent
5667,03/11/2020,03/06/2020,03/11/2020,Boosted Inc,Mountain View,Santa Clara County,75.0,Layoff Permanent,Santa Clara County,2020,layoff permanent
5668,03/09/2020,05/09/2020,03/10/2020,"Simpler Postage, Inc.",San Leandro,Alameda County,3.0,Closure Permanent,Alameda County,2020,closure permanent
5669,03/09/2020,05/15/2020,03/10/2020,Saccani Distributing Company,Sacramento,Sacramento County,130.0,Closure Unknown at thistime,Sacramento County,2020,closure type unknown
5670,03/06/2020,05/08/2020,03/09/2020,Thales Avionics Inc,Irvine,Orange County,128.0,Layoff Permanent,Orange County,2020,layoff permanent
5671,03/09/2020,05/08/2020,03/09/2020,Mauser Packaging Solutions,Adelanto,San Bernardino County,40.0,Closure Permanent,San Bernardino County,2020,closure permanent
5672,03/09/2020,05/09/2020,03/09/2020,Redline Courier Service,Chino,San Bernardino County,43.0,Layoff Permanent,San Bernardino County,2020,layoff permanent
5673,03/02/2020,03/13/2020,03/09/2020,"FinishMaster, Inc.",San Diego,San Diego County,4.0,Closure Permanent,San Diego County,2020,closure permanent
5674,03/02/2020,05/10/2020,03/09/2020,Oh My Green's Warehouse,Burlingame,San Mateo County,115.0,Closure Permanent,San Mateo County,2020,closure permanent
5675,03/09/2020,06/22/2020,03/09/2020,"Nestle Usa, Inc.",Modesto,Stanislaus County,74.0,Closure Temporary,Stanislaus County,2020,closure temporary
5676,03/05/2020,05/05/2020,03/09/2020,Twentieth Century Fox Film Corp,Los Angeles,Los Angeles County,135.0,Layoff Permanent,Los Angeles County,2020,layoff permanent
5677,02/26/2020,01/03/2020,03/09/2020,TE Connectivity Corporation,Oceanside,San Diego County,9.0,Closure Permanent,San Diego County,2020,closure permanent
5678,01/27/2020,05/08/2020,03/05/2020,Molson Coors Beverage Company,Baldwin Park,Los Angeles County,425.0,Closure Permanent,Los Angeles County,2020,closure permanent
5679,02/27/2020,05/01/2020,03/03/2020,XOJET Aviation LLC,South San Francisco,San Mateo County,2.0,Closure Permanent,San Mateo County,2020,closure permanent
5680,02/28/2020,03/31/2020,03/03/2020,Hitachi Vantara,Santa Clara,Santa Clara County,151.0,Layoff Permanent,Santa Clara County,2020,layoff permanent
5681,02/25/2020,04/30/2020,03/03/2020,LJT Flowers Inc.,Oxnard,Ventura County,15.0,Closure Permanent,Ventura County,2020,closure permanent
5682,02/28/2020,02/28/2020,03/03/2020,"Shippers Transport Express, Inc.",Carson,Los Angeles County,144.0,Layoff Unknown at thistime,Los Angeles County,2020,layoff type unknown
5683,04/29/2019,07/01/2019,03/03/2020,Kimberly-Clark Corporation,Fullerton,Orange County,204.0,Closure Permanent,Orange County,2019,closure permanent
5684,02/28/2020,05/01/2020,03/03/2020,National Express Transit,Merced,Merced County,267.0,Closure Permanent,Merced County,2020,closure permanent
5685,02/20/2020,05/03/2020,03/03/2020,"Car Spa, Inc.",Norco,Riverside County,57.0,Layoff Permanent,Riverside County,2020,layoff permanent
5686,02/25/2020,04/30/2020,03/02/2020,"Avanos Medical, Inc.",Irvine,Orange County,43.0,Closure Permanent,Orange County,2020,closure permanent
5687,02/21/2020,04/21/2020,03/02/2020,Tocagen Inc.,San Diego,San Diego County,2.0,Layoff Permanent,San Diego County,2020,layoff permanent
5688,02/27/2020,05/01/2020,03/02/2020,XO Assets LLC,South San Francisco,San Mateo County,1.0,Closure Permanent,San Mateo County,2020,closure permanent
5689,02/27/2020,05/01/2020,03/02/2020,XO Holding Inc,South San Francisco,San Mateo County,10.0,Closure Permanent,San Mateo County,2020,closure permanent
5690,02/28/2020,04/30/2020,03/02/2020,"QIC Properties US, Inc.",San Bruno,San Mateo County,5.0,Layoff Permanent,San Mateo County,2020,layoff permanent
5691,02/25/2020,02/26/2020,03/02/2020,"Cisco Systems, Inc.",Milpitas,Santa Clara County,171.0,Layoff Permanent,Santa Clara County,2020,layoff permanent
5692,02/25/2020,02/26/2020,03/02/2020,"Cisco Systems, Inc.",San Jose,Santa Clara County,224.0,Layoff Permanent,Santa Clara County,2020,layoff permanent
5693,03/02/2020,05/04/2020,03/02/2020,"Driven Performance Brands, Inc.",West Sacramento,Yolo County,91.0,Layoff Permanent,Yolo County,2020,layoff permanent
5694,03/02/2020,06/17/2020,03/02/2020,"Driven Performance Brands, Inc.",West Sacramento,Yolo County,46.0,Layoff Permanent,Yolo County,2020,layoff permanent
5695,02/21/2020,04/27/2020,02/26/2020,"Montage Hotels and Resorts, LLC dbaMontage International",Beverly Hills,Los Angeles County,489.0,Closure Permanent,Los Angeles County,2020,closure permanent
5696,02/24/2020,02/28/2020,02/26/2020,"Forever 21, Inc.",Los Angeles,Los Angeles County,93.0,Layoff Permanent,Los Angeles County,2020,layoff permanent
5697,05/02/2019,07/05/2019,02/25/2020,Alticor Inc.,Buena Park,Orange County,45.0,Layoff Permanent,Orange County,2019,layoff permanent
5698,02/14/2020,04/14/2020,02/25/2020,Tocagen Inc.,San Diego,San Diego County,7.0,Layoff Permanent,San Diego County,2020,layoff permanent
5699,02/13/2020,04/15/2020,02/25/2020,"Marvell Semiconductor, Inc.",Santa Clara,Santa Clara County,94.0,Layoff Permanent,Santa Clara County,2020,layoff permanent
5700,02/14/2020,04/16/2020,02/25/2020,"Transportation Brokerage Specialists, Inc.",West Sacramento,Yolo County,60.0,Layoff Permanent,Yolo County,2020,layoff permanent
5701,02/21/2020,04/24/2020,02/25/2020,"Kinkisharyo International, L.L.C.",Palmdale,Los Angeles County,6.0,Layoff Permanent,Los Angeles County,2020,layoff permanent
5702,02/18/2020,04/20/2020,02/21/2020,AT&T,El Segundo,Los Angeles County,12.0,Layoff Permanent,Los Angeles County,2020,layoff permanent
5703,02/19/2020,01/03/2020,02/21/2020,"Confluent Medical Technologies, Inc.",Campbell,Santa Clara County,60.0,Closure Permanent,Santa Clara County,2020,closure permanent
5704,02/18/2020,04/13/2020,02/21/2020,ManpowerGroup,Los Angeles,Los Angeles County,16.0,Layoff Permanent,Los Angeles County,2020,layoff permanent
5705,02/20/2020,06/01/2020,02/21/2020,Freedom Mortgage Corporation,San Dimas,Los Angeles County,171.0,Closure Permanent,Los Angeles County,2020,closure permanent
5706,02/20/2020,04/21/2020,02/21/2020,MarketBar Caf&eacute; Partners L.P. dbaMarketBar,San Francisco,San Francisco County,69.0,Closure Permanent,San Francisco County,2020,closure permanent
5707,02/13/2020,04/13/2020,02/20/2020,Fabfitfun Inc,Los Angeles,Los Angeles County,137.0,Layoff Permanent,Los Angeles County,2020,layoff permanent
5708,02/13/2020,03/13/2020,02/20/2020,Adventist Health Ukiah Valley,Ukiah,Mendocino County,3.0,Layoff Permanent,Mendocino County,2020,layoff permanent
5709,02/14/2020,04/14/2020,02/20/2020,"National Distribution Centers, LLC",Mira Loma,Riverside County,261.0,Closure Permanent,Riverside County,2020,closure permanent
5710,02/14/2020,04/17/2020,02/20/2020,"HII San Diego Shipyard, Inc.",San Diego,San Diego County,120.0,Layoff Permanent,San Diego County,2020,layoff permanent
5711,02/13/2020,03/18/2020,02/20/2020,"Genentech, Inc",South San Francisco,San Mateo County,114.0,Closure Permanent,San Mateo County,2020,closure permanent
5712,02/13/2020,04/13/2020,02/20/2020,"LogMeIn USA, Inc.",Goleta,Santa Barbara County,92.0,Layoff Permanent,Santa Barbara County,2020,layoff permanent
5713,02/14/2020,04/14/2020,02/20/2020,Eclipse IA,Mira Loma,Riverside County,54.0,Closure Permanent,Riverside County,2020,closure permanent
5714,02/14/2020,04/14/2020,02/20/2020,"OTS Solutions, LLC",Mira Loma,Riverside County,260.0,Closure Permanent,Riverside County,2020,closure permanent
5715,02/13/2020,03/13/2020,02/14/2020,Adventist Health Ukiah Valley,Ukiah,Mendocino County,3.0,Closure Permanent,Mendocino County,2020,closure permanent
5716,02/12/2020,03/10/2020,02/13/2020,Braiform Enterprises,Fullerton,Orange County,21.0,Closure Permanent,Orange County,2020,closure permanent
5717,02/12/2020,04/17/2020,02/13/2020,"MSG Sports & Entertainment, LLC",San Francisco,San Francisco County,72.0,Closure Permanent,San Francisco County,2020,closure permanent
5718,02/12/2020,06/26/2020,02/13/2020,Varex Imaging,Santa Clara,Santa Clara County,105.0,Closure Permanent,Santa Clara County,2020,closure permanent
5719,02/13/2020,04/15/2020,02/13/2020,Jetsetter Express LLC,West Sacramento,Yolo County,84.0,Closure Permanent,Yolo County,2020,closure permanent
5720,02/07/2020,04/07/2020,02/12/2020,"Metis TPS, LLC",Hawaiian Gardens,Los Angeles County,500.0,Layoff Permanent,Los Angeles County,2020,layoff permanent
5721,02/05/2020,04/03/2020,02/12/2020,Adventist Health St. Helena,Saint Helena,Napa County,8.0,Closure Permanent,Napa County,2020,closure permanent
5722,02/07/2020,04/07/2020,02/12/2020,"Safariland, LLC",Ontario,San Bernardino County,12.0,Layoff Permanent,San Bernardino County,2020,layoff permanent
5723,01/17/2020,03/31/2020,02/12/2020,"CP Kelco U.S., Inc.",San Diego,San Diego County,8.0,Closure Permanent,San Diego County,2020,closure permanent
5724,02/10/2020,02/11/2020,02/12/2020,"Brandless, Inc.",San Francisco,San Francisco County,78.0,Layoff Permanent,San Francisco County,2020,layoff permanent
5725,02/10/2020,03/30/2020,02/12/2020,Atrium LTS,San Francisco,San Francisco County,14.0,Layoff Permanent,San Francisco County,2020,layoff permanent
5726,02/12/2020,04/17/2020,02/12/2020,Delivery Guys LLC,South San Francisco,San Mateo County,62.0,Closure Permanent,San Mateo County,2020,closure permanent
5727,02/12/2020,04/12/2020,02/12/2020,"Essential Products, Inc.",Palo Alto,Santa Clara County,86.0,Layoff Permanent,Santa Clara County,2020,layoff permanent
5728,02/05/2020,03/31/2020,02/07/2020,"Teleperformance USA-FHCS, Inc.",Burbank,Los Angeles County,140.0,Closure Permanent,Los Angeles County,2020,closure permanent
5729,02/06/2020,04/15/2020,02/07/2020,ALPINE VILLAGE,Torrance,Los Angeles County,35.0,Closure Permanent,Los Angeles County,2020,closure permanent
5730,02/07/2020,04/07/2020,02/07/2020,Karma Automotive LLC,Irvine,Orange County,60.0,Layoff Permanent,Orange County,2020,layoff permanent
5731,02/06/2020,05/29/2020,02/07/2020,"UHS of Delaware, Inc.",Murrieta,Riverside County,76.0,Layoff Permanent,Riverside County,2020,layoff permanent
5732,02/06/2020,04/10/2020,02/06/2020,"Meggitt (Orange County), Inc. d/b/a MeggittSensing Systems",Irvine,Orange County,28.0,Layoff Permanent,Orange County,2020,layoff permanent
5733,02/06/2020,04/10/2020,02/06/2020,PIER 1 IMPORTS,Ontario,San Bernardino County,134.0,Closure Permanent,San Bernardino County,2020,closure permanent
5734,02/05/2020,04/05/2020,02/06/2020,Senior Aerospace Jet Products,San Diego,San Diego County,69.0,Layoff Permanent,San Diego County,2020,layoff permanent
5735,02/05/2020,04/06/2020,02/06/2020,Alpha Staffing,San Jose,Santa Clara County,152.0,Layoff Permanent,Santa Clara County,2020,layoff permanent
5736,01/30/2020,04/30/2020,02/05/2020,"Rodgers Trucking, Inc.",San Leandro,Alameda County,135.0,Closure Permanent,Alameda County,2020,closure permanent
5737,01/31/2020,04/01/2020,02/05/2020,"Premiere Raspberries, LLC",Watsonville,Santa Cruz County,334.0,Closure Permanent,Santa Cruz County,2020,closure permanent
5738,01/29/2020,03/31/2020,02/04/2020,"Adecco USA, Inc.",Huntington Beach,Orange County,79.0,Layoff Permanent,Orange County,2020,layoff permanent
5739,02/03/2020,04/06/2020,02/04/2020,Corsair Electrical Connecters,Irvine,Orange County,45.0,Closure Permanent,Orange County,2020,closure permanent
5740,01/30/2020,04/12/2020,02/04/2020,FedEX Home Delivery,Chino,San Bernardino County,295.0,Layoff Permanent,San Bernardino County,2020,layoff permanent
5741,01/29/2020,03/31/2020,02/04/2020,Mendocino Coast District Hospital,Fort Bragg,Mendocino County,250.0,Layoff Permanent,Mendocino County,2020,layoff permanent
5742,02/03/2020,04/03/2020,02/03/2020,Gateway One Lending & Finance,Anaheim,Orange County,137.0,Layoff Permanent,Orange County,2020,layoff permanent
5743,02/03/2020,04/04/2020,02/03/2020,Macy's,San Francisco,San Francisco County,831.0,Closure Permanent,San Francisco County,2020,closure permanent
5744,01/30/2020,03/17/2020,01/31/2020,McDonald's,Bakersfield,Kern County,11.0,Layoff Permanent,Kern County,2020,layoff permanent
5745,01/31/2020,03/31/2020,01/31/2020,Management & Training Corporation,Taft,Kern County,332.0,Closure Permanent,Kern County,2020,closure permanent
5746,01/31/2020,03/31/2020,01/31/2020,Adventist Health St Helena,Saint Helena,Napa County,38.0,Closure Permanent,Napa County,2020,closure permanent
5747,01/31/2020,03/31/2020,01/31/2020,"Bureau Veritas Consumer Products Services,Inc.",Irvine,Orange County,51.0,Closure Permanent,Orange County,2020,closure permanent
5748,01/31/2020,03/31/2020,01/31/2020,"Kinkisharyo International, L.L.C.",Palmdale,Los Angeles County,15.0,Layoff Permanent,Los Angeles County,2020,layoff permanent
5749,01/31/2020,04/03/2020,01/31/2020,"Xilinx, Inc.",San Jose,Santa Clara County,123.0,Layoff Permanent,Santa Clara County,2020,layoff permanent
5750,01/27/2020,04/02/2020,01/30/2020,FedEx Ground,Sacramento,Sacramento County,453.0,Layoff Temporary,Sacramento County,2020,layoff temporary
5751,01/29/2020,03/31/2020,01/30/2020,"Shutterfly, LLC",Redwood City,San Mateo County,153.0,Layoff Permanent,San Mateo County,2020,layoff permanent
5752,01/30/2020,03/31/2020,01/30/2020,Intel,Santa Clara,Santa Clara County,128.0,Layoff Permanent,Santa Clara County,2020,layoff permanent
5753,01/30/2020,04/01/2020,01/30/2020,VMWARE INC.,Palo Alto,Santa Clara County,211.0,Layoff Permanent,Santa Clara County,2020,layoff permanent
5754,01/27/2020,01/31/2020,01/30/2020,"Kateeva, Inc.",Newark,Alameda County,144.0,Layoff Permanent,Alameda County,2020,layoff permanent
5755,01/23/2020,03/18/2020,01/30/2020,NortonLifeLock Inc.,Mountain View,Santa Clara County,59.0,Layoff Permanent,Santa Clara County,2020,layoff permanent
5756,01/27/2020,03/27/2020,01/28/2020,"Big Switch Networks, Inc.",Santa Clara,Santa Clara County,60.0,Layoff Permanent,Santa Clara County,2020,layoff permanent
5757,01/22/2020,03/31/2020,01/27/2020,Dow AgroSciences LLC (&ldquo;CortevaAgriscience&rdquo;),Fresno,Fresno County,4.0,Closure Permanent,Fresno County,2020,closure permanent
5758,01/27/2020,01/13/2020,01/27/2020,"Safran Cabin Galleys US, Inc.",Huntington Beach,Orange County,180.0,Layoff Permanent,Orange County,2020,layoff permanent
5759,01/27/2020,03/27/2020,01/27/2020,"Hanger, Inc.",San Diego,San Diego County,6.0,Closure Permanent,San Diego County,2020,closure permanent
5760,01/08/2020,03/08/2020,01/27/2020,Golden Gate National Parks Conservancy,San Francisco,San Francisco County,28.0,Layoff Permanent,San Francisco County,2020,layoff permanent
5761,01/08/2020,03/07/2020,01/27/2020,Adventist Health,Sonora,Tuolumne County,48.0,Layoff Permanent,Tuolumne County,2020,layoff permanent
5762,01/27/2020,03/29/2020,01/27/2020,"ACME PLAYER SERVICES, LLC",Cypress,Orange County,313.0,Layoff Permanent,Orange County,2020,layoff permanent
5763,01/07/2020,03/09/2020,01/24/2020,Atrium LTS,San Francisco,San Francisco County,76.0,Layoff Unknown at thistime,San Francisco County,2020,layoff type unknown
5764,01/23/2020,02/07/2020,01/24/2020,23 and Me,Sunnyvale,Santa Clara County,84.0,Layoff Permanent,Santa Clara County,2020,layoff permanent
5765,01/23/2020,03/23/2020,01/24/2020,Posh Bakery,Santa Clara,Santa Clara County,100.0,Closure Permanent,Santa Clara County,2020,closure permanent
5766,01/17/2020,03/17/2020,01/23/2020,"Next Trucking, Inc.",El Segundo,Los Angeles County,65.0,Layoff Permanent,Los Angeles County,2020,layoff permanent
5767,01/23/2020,03/23/2020,01/23/2020,"Weber Metals, Inc.",Paramount,Los Angeles County,150.0,Layoff Permanent,Los Angeles County,2020,layoff permanent
5768,01/13/2020,03/13/2020,01/23/2020,Smithfield Packaged Meatd Corp. (&quot;theCompany&quot;),San Jose,Santa Clara County,139.0,Closure Permanent,Santa Clara County,2020,closure permanent
5769,01/22/2020,01/22/2020,01/23/2020,StubHub,San Francisco,San Francisco County,93.0,Layoff Permanent,San Francisco County,2020,layoff permanent
5770,01/07/2020,03/15/2020,01/22/2020,Transform SR LLC  - 01088,Glendale,Los Angeles County,91.0,Closure Permanent,Los Angeles County,2020,closure permanent
5771,01/10/2020,03/31/2020,01/22/2020,"PVH Neckwear, Inc.",Los Angeles,Los Angeles County,80.0,Closure Permanent,Los Angeles County,2020,closure permanent
5772,01/15/2020,05/01/2020,01/22/2020,Comcast,Livermore,Alameda County,127.0,Layoff Permanent,Alameda County,2020,layoff permanent
5773,01/16/2020,03/16/2020,01/22/2020,Hurley International LLC,Costa Mesa,Orange County,56.0,Layoff Permanent,Orange County,2020,layoff permanent
5774,01/17/2020,03/31/2020,01/22/2020,Clarion Coporation of America,Cypress,Orange County,25.0,Closure Permanent,Orange County,2020,closure permanent
5775,01/17/2020,03/20/2020,01/21/2020,"Greenwich Logistics, LLC, dba 1-800 Courier",San Pablo,Contra Costa County,80.0,Layoff Temporary,Contra Costa County,2020,layoff temporary
5776,01/21/2020,03/22/2020,01/21/2020,John Manville Willows Plant,Willows,Glenn County,13.0,Layoff Temporary,Glenn County,2020,layoff temporary
5777,01/17/2020,03/20/2020,01/21/2020,"Greewich Logisitcs LLC, dba 1-800 Courier",Hawthorne,Los Angeles County,58.0,Layoff Permanent,Los Angeles County,2020,layoff permanent
5778,01/17/2020,03/20/2020,01/21/2020,"Greenwich Logisitics, LLC, dba 1-800 Courier",San Jose,Santa Clara County,99.0,Layoff Permanent,Santa Clara County,2020,layoff permanent
5779,01/20/2020,03/20/2020,01/21/2020,AT&T,El Segundo,Los Angeles County,18.0,Layoff Permanent,Los Angeles County,2020,layoff permanent
5780,01/16/2020,03/16/2020,01/21/2020,"8x8, Inc.",San Jose,Santa Clara County,63.0,Layoff Permanent,Santa Clara County,2020,layoff permanent
5781,01/15/2020,05/01/2020,01/17/2020,Comcast,Livermore,Alameda County,127.0,Closure Permanent,Alameda County,2020,closure permanent
5782,01/15/2020,01/15/2020,01/17/2020,eBay Inc.,San Jose,Santa Clara County,97.0,Layoff Permanent,Santa Clara County,2020,layoff permanent
5783,01/07/2020,03/06/2020,01/15/2020,"GILDAN DISTRIBUTION, INC.",Mira Loma,Riverside County,121.0,Closure Permanent,Riverside County,2020,closure permanent
5784,01/08/2020,03/08/2020,01/15/2020,Corning Research and DevelopmentCorporation,Santa Barbara,Santa Barbara County,72.0,Layoff Permanent,Santa Barbara County,2020,layoff permanent
5785,01/08/2020,03/07/2020,01/14/2020,Adventist Health Lodi Memorial,Lodi,San Joaquin County,86.0,Closure Permanent,San Joaquin County,2020,closure permanent
5786,01/13/2020,03/13/2020,01/14/2020,Smithfield Packaged Meats Corp.,San Jose,Santa Clara County,139.0,Closure Permanent,Santa Clara County,2020,closure permanent
