,rowid,﻿X,Y,OBJECTID,PARTICIPANT_CODE,FORMAL_PARTICIPANT_NAME,HA_PHN_NUM,HA_FAX_NUM,HA_EMAIL_ADDR_TEXT,EXEC_DIR_PHONE,EXEC_DIR_FAX,EXEC_DIR_EMAIL,PHAS_DESIGNATION,HA_LOW_RENT_SIZE_CATEGORY,SECTION8_UNITS_CNT,HA_SECTION_8_SIZE_CATEGORY,HA_COMBINED_SIZE_CATEGORY,HA_FYE,HA_PROGRAM_TYPE,TOTAL_UNITS,TOTAL_DWELLING_UNITS,ACC_UNITS,PH_OCCUPIED,SECTION8_OCCUPIED,TOTAL_OCCUPIED,PCT_OCCUPIED,REGULAR_VACANT,PHA_TOTAL_UNITS,NUMBER_REPORTED,PCT_REPORTED,OPFUND_AMNT,OPFUND_AMNT_PREV_YR,CAPFUND_AMNT,CAPFUND_AMNT_PREV_YR,VCHR_AMNT,VCHR_AMNT_PREV_YR,ROSS_AMNT,FSS_AMNT,SPENDING_PER_MONTH,SPENDING_PER_MONTH_PREV_YR,CHLDRN_MBR_CNT,ELDLY_PRCNT,PCT_DISABLED_LT62_ALL,PCT_LT80_MEDIAN,MEDIAN_INC_AMNT,STATE2KX,CNTY_NM2KX,CNTY2KX,TRACT2KX,BG2KX,BLOCK2KX,DPVACT,DPVNOST,CURCNTY_NM,CURCNTY,CURCOSUB,CURCOSUB_NM,PLACE2KX,PLACE_NM2KX,PLACE_CC2KX,PLACE_INC2KX,MSA,MSA_NM,CBSA,CBSA_NM,NECTA,NECTA_NM,METRO,MICRO,FCD_FIPS91,HLC,DPV,DPVRC,STD_ADDR,URB_OUT,STD_CITY,STD_ST,STD_ZIP5,STD_ZIP9,ZIP_CLASS,ZCTA2KX,DPBC,DPBC_CKSUM,STD_ZIP11,ADDR_TYPE,APT_NO,APT_TYPE,C1PGRC,C1PPRB,C1PDRC,C1PSRC,C1PARC,C1PZRC,MSGUSPS,LAT,LON,RC2KX,STM2KX,LVL2KX,UR,MSG2KX,COUNTY_LEVEL,PLACE_LEVEL,TRACT_LEVEL,BLKGRP_LEVEL,UGLG_KEY,LAST_UPDT_DTTM,ANNL_EXPNS_AMNT,ANNL_EXPNS_AMNT_PREV_YR,Unnamed: 109,GEO_ID,NAME,Estimate Total,Margin of Error,50 Percent or More,Margin of Error for 50 percent or more,Rent Burden Percent,COUNTY FIPS
65,2388,-115.483659,32.669655999999996,2388,CA039,Housing Authority of the City of Calexico,7603573013,7603573084.0,executive@calexicohousing.org,7603573013.0,,tnava@calexicohousing.org,Standard Performer,MEDIUM LOW (100-299),244,MEDIUM LOW (100-299),MEDIUM HIGH (300-999),6/30,Combined,257,256,257,255,220,475,95.0,1,500,459,96.63,739255,739255,719898,719898,1131624,1244690,0,0,472,474,305,26.5,4.24,97.17,13343,6,Imperial,25.0,12001.0,1.0,1000.0,,,Imperial,25.0,90320.0,Calexico,9710.0,Calexico city,C1,,9999.0,,20940.0,"El Centro, CA Metropolitan Statistical Area",99999.0,,1.0,0.0,0651,486.0,Y,,1006 E 5th St,,Calexico,CA,92231.0,2970.0,,92231.0,6.0,9.0,92231297006.0,S,,,,0.0,,,,,100% Overall probable correctness,32.669655999999996,-115.483659,S,,R,U,** Street-Level Rooftop **,06025,609710.0,6025012001.0,60250120011.0,609710.0,2020/08/24 16,57,41+00,2661542,0500000US06025,"Imperial County, California",18340,924,4904,547,26.73936750272628,06025
66,2389,-114.61854699999999,34.834693,2389,CA022,Housing Authority of the City of Needles,7603263222,7603262741.0,nha@citlink.net,7603263222.0,7603262741.0,nha@citlink.net,High Performer,SMALL (50-99),20,VERY SMALL (0-49),SMALL (50-99),6/30,Combined,52,52,52,51,20,71,98.61,1,72,72,100.0,231800,231800,123997,123997,120667,124220,0,0,565,573,73,12.15,17.68,98.61,14022,6,San Bernardino,71.0,10700.0,3.0,3011.0,,,San Bernardino,71.0,92080.0,Needles,50734.0,Needles city,C1,,6780.0,"Riverside-San Bernardino, CA PMSA",40140.0,"Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area",99999.0,,1.0,0.0,0608,2424.0,Y,,908 Sycamore Dr,,Needles,CA,92363.0,3131.0,,92363.0,8.0,1.0,92363313108.0,S,,,,0.0,,,,,100% Overall probable correctness,34.834693,-114.61854699999999,S,,R,U,** Street-Level Rooftop **,06071,650734.0,6071010700.0,60710107003.0,650734.0,2020/08/24 16,57,41+00,460917,0500000US06071,"San Bernardino County, California",256893,2797,73173,2046,28.48384346790298,06071
67,2390,-117.270265,34.071155,2390,CA019,Housing Authority of the County of San Bernardino,9098900644,9098904618.0,jborgardt@hacsb.com,9093326305.0,9098904618.0,mgrazo@hacsb.com,High Performer,SMALL (50-99),11175,"EXTRA LARGE (5,000+)","EXTRA LARGE (5,000+)",9/30,Combined,99,99,99,98,10066,10168,90.16,1,11278,10704,100.0,364207,364207,1469261,1469261,96832992,92182168,0,0,868,839,9973,14.8,13.0,98.97,12628,6,San Bernardino,71.0,7200.0,2.0,2041.0,,,San Bernardino,71.0,92770.0,San Bernardino,65000.0,San Bernardino city (part),C1,,6780.0,"Riverside-San Bernardino, CA PMSA",40140.0,"Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area",99999.0,,1.0,0.0,0631,3180.0,Y,,715 E Brier Dr,,San Bernardino,CA,92408.0,2841.0,,92408.0,15.0,6.0,92408284115.0,S,,,,0.0,,,,,100% Overall probable correctness,34.071155,-117.270265,S,,R,U,** Street-Level Rooftop **,06071,665000.0,6071007200.0,60710072002.0,665000.0,2020/08/24 16,57,41+00,104042327,0500000US06071,"San Bernardino County, California",256893,2797,73173,2046,28.48384346790298,06071
68,2391,-117.42339,33.946256,2391,CA027,Housing Authority of the County of Riverside,9513510700,9516886873.0,CHarmon@rivco.org,9513435409.0,,CHarmon@rivco.org,High Performer,VERY SMALL (0-49),9941,"EXTRA LARGE (5,000+)","EXTRA LARGE (5,000+)",6/30,Combined,0,0,0,0,8585,8585,87.06,0,9861,8568,99.8,1586530,1586530,0,0,74681272,75413127,0,0,797,748,6186,24.29,13.11,98.91,13441,6,Riverside,65.0,31002.0,2.0,2007.0,,,Riverside,65.0,92640.0,Riverside,62000.0,Riverside city (part),C1,,6780.0,"Riverside-San Bernardino, CA PMSA",40140.0,"Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area",99999.0,,1.0,0.0,0641,3048.0,Y,,5555 Arlington Ave,,Riverside,CA,92504.0,2506.0,,92504.0,55.0,7.0,92504250655.0,S,,,,0.0,,,,,100% Overall probable correctness,33.946256,-117.42339,S,,R,U,** Street-Level Rooftop **,06065,662000.0,6065031002.0,60650310022.0,662000.0,2020/08/24 16,57,41+00,76642490,0500000US06065,"Riverside County, California",245948,2861,71358,1682,29.013449997560457,06065
69,2392,-117.874443,33.748507000000004,2392,CA093,Housing Authority of the City of Santa Ana,7146672200,7145475411.0,JBrown@santa-ana.org,7146672241.0,7146476549.0,jbrown@santa-ana.org,,,3124,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",6/30,Section 8,0,0,0,0,2556,2556,81.82,0,3124,1899,74.29,0,0,0,0,36931775,32367024,0,0,927,803,824,31.29,10.27,99.63,13921,6,Orange,59.0,75002.0,1.0,1010.0,,,Orange,59.0,90050.0,Anaheim-Santa Ana-Garden Grove,69000.0,Santa Ana city,C1,,5945.0,"Orange County, CA PMSA",31080.0,"Los Angeles-Long Beach-Anaheim, CA Metropolitan Statistical Area",99999.0,,1.0,0.0,0646,3342.0,S,,20 Civic Center Plz,,Santa Ana,CA,92701.0,4058.0,,92701.0,20.0,2.0,92701405820.0,S,,,,1.0,,,A,,90% Overall probable correctness,33.748507000000004,-117.874443,S,,R,U,** Street-Level Rooftop **,06059,669000.0,6059075002.0,60590750021.0,669000.0,2020/08/24 16,57,41+00,24830194,0500000US06059,"Orange County, California",440104,3493,121332,2634,27.568938250958862,06059
70,2413,-117.86983899999998,33.760783,2413,CA094,Orange County Housing Authority,7144802700,7144802945.0,Marie.vu@occr.ocgov.com,7144802991.0,7144802945.0,Julia.Bidwell@occr.ocgov.com,,,11124,"EXTRA LARGE (5,000+)","EXTRA LARGE (5,000+)",6/30,Section 8,0,0,0,0,9688,9688,87.09,0,11124,11890,100.0,0,0,0,0,148897649,131792042,0,0,1697,1557,4579,35.22,10.79,99.5,14304,6,Orange,59.0,75003.0,1.0,1005.0,,,Orange,59.0,90050.0,Anaheim-Santa Ana-Garden Grove,69000.0,Santa Ana city,C1,,5945.0,"Orange County, CA PMSA",31080.0,"Los Angeles-Long Beach-Anaheim, CA Metropolitan Statistical Area",99999.0,,1.0,0.0,0646,3342.0,Y,,1770 N Broadway,,Santa Ana,CA,92706.0,2606.0,,92706.0,70.0,5.0,92706260670.0,S,,,,0.0,,,,,100% Overall probable correctness,33.760783,-117.86983899999998,S,,R,U,** Street-Level Rooftop **,06059,669000.0,6059075003.0,60590750031.0,669000.0,2020/08/24 16,57,41+00,180278657,0500000US06059,"Orange County, California",440104,3493,121332,2634,27.568938250958862,06059
71,2420,-121.10388799999998,38.939959,2420,CA149,PLACER COUNTY HOUSING AUTHORITY,5308897692,5308896826.0,jnmartin@placer.ca.gov,,,,,,379,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),6/30,Section 8,0,0,0,0,286,286,75.47,0,379,312,100.0,0,0,0,0,2487337,2095654,0,0,877,816,159,25.39,24.34,98.08,13580,6,Placer,61.0,21501.0,2.0,2009.0,,,Placer,61.0,90160.0,Auburn,51637.0,North Auburn CDP,U1,,6920.0,"Sacramento, CA PMSA",40900.0,"Sacramento-Roseville-Folsom, CA Metropolitan Statistical Area",99999.0,,1.0,0.0,0601,,Y,,11552 B Ave,,Auburn,CA,95603.0,2605.0,,95603.0,52.0,7.0,95603260552.0,S,,,,0.0,,,,,100% Overall probable correctness,38.939959,-121.10388799999998,S,,R,U,** Street-Level Rooftop **,06061,651637.0,6061021501.0,60610215012.0,6061.0,2020/08/24 16,57,41+00,2789467,0500000US06061,"Placer County, California",39961,1056,9550,741,23.89830084332224,06061
72,2421,-120.828702,38.720853000000005,2421,CA151,County of El Dorado Housing Authority,5306216300,5306638472.0,edcha@edcgov.us,5306216270.0,,edcha@edcgov.us,,,414,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),6/30,Section 8,0,0,0,0,338,338,81.64,0,414,342,100.0,0,0,0,0,3215174,2857483,0,0,888,785,187,21.52,24.68,99.12,12546,6,El Dorado,17.0,31200.0,1.0,1030.0,,,El Dorado,17.0,92490.0,Placerville,57540.0,Placerville city,C1,,6920.0,"Sacramento, CA PMSA",40900.0,"Sacramento-Roseville-Folsom, CA Metropolitan Statistical Area",99999.0,,1.0,0.0,0604,2808.0,Y,,3047 Briw Rd,,Placerville,CA,95667.0,5321.0,,95667.0,47.0,5.0,95667532147.0,S,,,,0.0,,,,,100% Overall probable correctness,38.720853000000005,-120.828702,S,,R,U,** Street-Level Rooftop **,06017,657540.0,6017031200.0,60170312001.0,657540.0,2020/08/24 16,57,41+00,3080722,0500000US06017,"El Dorado County, California",16182,741,3674,444,22.704239278210355,06017
73,2422,-121.284668,38.748715999999995,2422,CA128,CITY OF ROSEVILLE,9167745270,9167461295.0,CA128@roseville.ca.us,9167461239.0,,CA128@roseville.ca.us,,,702,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),6/30,Section 8,0,0,0,0,621,621,88.46,0,702,655,100.0,0,0,0,0,5372160,4713097,0,0,813,740,209,37.96,20.37,99.69,14234,6,Placer,61.0,20901.0,1.0,1013.0,,,Placer,61.0,92660.0,Roseville,62938.0,Roseville city (part),C1,,6920.0,"Sacramento, CA PMSA",40900.0,"Sacramento-Roseville-Folsom, CA Metropolitan Statistical Area",99999.0,,1.0,0.0,0604,3108.0,Y,,316 Vernon St Ste 150,,Roseville,CA,95678.0,2653.0,,95678.0,25.0,2.0,95678265325.0,H,150,Ste,,0.0,,,,,100% Overall probable correctness,38.748715999999995,-121.284668,S,,R,U,** Street-Level Rooftop **,06061,662938.0,6061020901.0,60610209011.0,662938.0,2020/08/24 16,57,41+00,5480901,0500000US06061,"Placer County, California",39961,1056,9550,741,23.89830084332224,06061
74,2423,-122.001488,38.357775,2423,CA125,CITY OF VACAVILLE,7074495675,7074496242.0,emily.cantu@cityofvacaville.com,7074495104.0,7074495149.0,Emily.Cantu@cityofvacaville.com,,,1239,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",6/30,Section 8,0,0,0,0,1027,1027,82.89,0,1239,1031,100.0,0,0,0,0,10974384,9897271,0,0,1044,987,719,21.14,15.01,98.74,14292,6,Solano,95.0,253203.0,3.0,3013.0,,,Solano,95.0,93520.0,Vacaville,81554.0,Vacaville city (part),C1,,8720.0,"Vallejo-Fairfield-Napa, CA PMSA",46700.0,"Vallejo, CA Metropolitan Statistical Area",99999.0,,1.0,0.0,0603,3858.0,Y,,40 Eldridge Ave Ste 2,,Vacaville,CA,95688.0,6824.0,,95688.0,2.0,2.0,95688682402.0,H,2,Ste,,0.0,,,,,100% Overall probable correctness,38.357775,-122.001488,S,,R,U,** Street-Level Rooftop **,06095,681554.0,6095253203.0,60952532033.0,681554.0,2020/08/24 16,57,41+00,12337825,0500000US06095,"Solano County, California",58647,1070,15133,885,25.803536412774736,06095
75,2424,-121.791145,38.677422,2424,CA044,Housing Authority of the County of Yolo,5306625428,5306625429.0,jholt@ych.ca.gov,5306625428.0,5306625429.0,ssigrist@ych.ca.gov,Standard Performer,MEDIUM HIGH (300-999),1814,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",6/30,Combined,442,431,431,429,1447,1876,83.56,2,2245,1923,100.0,1307906,1307906,1164851,1164851,13276345,12052789,0,0,759,730,1256,22.26,15.66,98.34,13308,6,Yolo,113.0,11001.0,2.0,2001.0,,,Yolo,113.0,93790.0,Woodland,86328.0,Woodland city,C1,,9270.0,"Yolo, CA PMSA",40900.0,"Sacramento-Roseville-Folsom, CA Metropolitan Statistical Area",99999.0,,1.0,0.0,0603,4134.0,Y,,147 W Main St,,Woodland,CA,95695.0,2914.0,,95695.0,47.0,9.0,95695291447.0,S,,,,0.0,,,,,100% Overall probable correctness,38.677422,-121.791145,S,,R,U,** Street-Level Rooftop **,06113,686328.0,6113011001.0,61130110012.0,686328.0,2020/08/24 16,57,41+00,15908564,0500000US06113,"Yolo County, California",35497,888,10890,557,30.678648899907035,06113
76,2425,-119.008253,35.380803,2425,CA008,Housing Authority of the County of Kern,6616318500,6616319500.0,dcampbell@kernha.org,6616318500.0,6616319500.0,spelz@kernha.org,High Performer,MEDIUM HIGH (300-999),3817,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",6/30,Combined,865,860,865,858,3492,4350,93.01,2,4677,4409,100.0,3906718,3906718,1942048,1942048,24827161,23516142,0,0,628,591,5509,9.94,11.1,99.14,11556,6,Kern,29.0,1600.0,1.0,1003.0,,,Kern,29.0,90180.0,Bakersfield,3526.0,Bakersfield city (part),C1,,680.0,"Bakersfield, CA MSA",12540.0,"Bakersfield, CA Metropolitan Statistical Area",99999.0,,1.0,0.0,0623,228.0,D,,601 24th St,,Bakersfield,CA,93301.0,4150.0,,93301.0,99.0,6.0,93301415099.0,H,,,,0.0,,,N,,100% Overall probable correctness,35.380803,-119.008253,S,,R,U,** Street-Level Rooftop **,06029,603526.0,6029001600.0,60290016001.0,603526.0,2020/08/24 16,57,41+00,32036066,0500000US06029,"Kern County, California",112518,2100,29065,1213,25.83142252795108,06029
77,2426,-120.663099,35.272436,2426,CA064,Housing Authority of the City of San Luis Obispo,8055434478,8055434992.0,ssmith@haslo.org,8055434478.0,8055434992.0,ssmith@haslo.org,Standard Performer,VERY SMALL (0-49),2411,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",9/30,Combined,0,0,0,0,2335,2335,96.85,0,2411,2442,100.0,151052,151052,421131,421131,22648494,20544983,0,0,958,910,1459,21.01,19.17,99.06,13210,6,San Luis Obispo,79.0,11102.0,1.0,1029.0,,,San Luis Obispo,79.0,92860.0,San Luis Obispo,68154.0,San Luis Obispo city,C1,,7460.0,"San Luis Obispo-Atascadero-Paso Robles, CA MSA",42020.0,"San Luis Obispo-Paso Robles, CA Metropolitan Statistical Area",99999.0,,1.0,0.0,0624,3288.0,Y,,487 Leff St,,San Luis Obispo,CA,93401.0,4347.0,,93401.0,87.0,0.0,93401434787.0,S,,,,0.0,,,,,100% Overall probable correctness,35.272436,-120.663099,S,,R,U,** Street-Level Rooftop **,06079,668154.0,6079011102.0,60790111021.0,668154.0,2020/08/24 16,57,41+00,23544770,0500000US06079,"San Luis Obispo County, California",41331,1122,10865,619,26.287774309840074,06079
78,2427,-120.466968,34.63929,2427,CA021,Housing Authority of the County of Santa Barbara,8057363423,8057357672.0,bobhavlicek@hasbarco.org,8057363423.0,8057357672.0,bobhavlicek@hasbarco.org,High Performer,MEDIUM LOW (100-299),4041,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",12/31,Combined,215,214,215,209,3742,3951,92.85,3,4255,4011,100.0,500821,500821,684673,684673,46548011,40481992,0,0,1207,1120,3447,15.8,12.23,99.63,14215,6,Santa Barbara,83.0,2702.0,4.0,4011.0,,,Santa Barbara,83.0,91708.0,Lompoc CCD,42524.0,Lompoc city,C1,,7480.0,"Santa Barbara-Santa Maria-Lompoc, CA MSA",42200.0,"Santa Maria-Santa Barbara, CA Metropolitan Statistical Area",99999.0,,1.0,0.0,0624,2064.0,Y,,815 W Ocean Ave,,Lompoc,CA,93436.0,6526.0,,93436.0,15.0,0.0,93436652615.0,S,,,,0.0,,,,,100% Overall probable correctness,34.63929,-120.466968,S,,R,U,** Street-Level Rooftop **,06083,642524.0,6083002702.0,60830027024.0,642524.0,2020/08/24 16,57,41+00,53845464,0500000US06083,"Santa Barbara County, California",69322,1124,19467,898,28.08199417212429,06083
79,2443,-121.489663,38.581715,2443,CA005,City of Sacramento Housing Authority,9164401319,9164922557.0,lsdozier@shra.org,9164401319.0,9164411197.0,ldozier@shra.org,Standard Performer,"LARGE (1,000-4,999)",6,VERY SMALL (0-49),"LARGE (1,000-4,999)",12/31,Combined,1699,1678,1699,1622,0,1622,96.66,32,1678,1621,99.94,6672350,6672350,4258719,4258719,0,0,0,0,562,554,1539,16.4,10.3,99.2,11533,6,Sacramento,67.0,1101.0,1.0,1003.0,,,Sacramento,67.0,92690.0,Sacramento,64000.0,Sacramento city,C1,,6920.0,"Sacramento, CA PMSA",40900.0,"Sacramento-Roseville-Folsom, CA Metropolitan Statistical Area",99999.0,,1.0,0.0,0606,3144.0,D,,801 12th St,,Sacramento,CA,95814.0,2947.0,,95814.0,99.0,3.0,95814294799.0,H,1SUD,,,0.0,,,N,,100% Overall probable correctness,38.581715,-121.489663,S,,R,U,** Street-Level Rooftop **,06067,664000.0,6067001101.0,60670011011.0,664000.0,2020/08/24 16,57,41+00,10981662,0500000US06067,"Sacramento County, California",235947,2352,63634,1776,26.9696160578435,06067
80,2444,-121.489663,38.581715,2444,CA007,County of Sacramento Housing Authority,9164401319,9164922557.0,lsdozier@shra.org,9164401319.0,9164411197.0,ldozier@shra.org,Standard Performer,"LARGE (1,000-4,999)",12644,"EXTRA LARGE (5,000+)","EXTRA LARGE (5,000+)",12/31,Combined,1013,1006,1013,767,11131,11898,88.56,18,13434,12016,100.0,4039408,4039408,2099390,2099390,93501278,111009584,0,0,865,796,9670,16.74,18.94,97.18,12168,6,Sacramento,67.0,1101.0,1.0,1003.0,,,Sacramento,67.0,92690.0,Sacramento,64000.0,Sacramento city,C1,,6920.0,"Sacramento, CA PMSA",40900.0,"Sacramento-Roseville-Folsom, CA Metropolitan Statistical Area",99999.0,,1.0,0.0,0606,3144.0,D,,801 12th St,,Sacramento,CA,95814.0,2947.0,,95814.0,99.0,3.0,95814294799.0,H,1SUD,,,0.0,,,N,,100% Overall probable correctness,38.581715,-121.489663,S,,R,U,** Street-Level Rooftop **,06067,664000.0,6067001101.0,60670011011.0,664000.0,2020/08/24 16,57,41+00,115346390,0500000US06067,"Sacramento County, California",235947,2352,63634,1776,26.9696160578435,06067
81,2445,-121.801235,39.723665000000004,2445,CA043,COUNTY OF BUTTE HSG AUTH,5308954474,5308954459.0,Contact@Butte-Housing.com,5308954474.0,5308954459.0,EdM@Butte-Housing.com,High Performer,MEDIUM HIGH (300-999),2206,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",9/30,Combined,345,345,345,337,1938,2275,89.18,8,2551,2138,93.98,1181493,1181493,812881,812881,13022987,13396269,0,0,571,582,1725,15.77,20.07,99.02,12132,6,Butte,7.0,903.0,1.0,1000.0,,,Butte,7.0,90470.0,Chico,13014.0,Chico city (part),C1,,1620.0,"Chico-Paradise, CA MSA",17020.0,"Chico, CA Metropolitan Statistical Area",99999.0,,1.0,0.0,0601,684.0,S,,2039 Forest Ave,,Chico,CA,95928.0,7620.0,,95928.0,39.0,0.0,95928762039.0,S,,,,1.0,,,A,,90% Overall probable correctness,39.723665000000004,-121.801235,S,,R,U,** Street-Level Rooftop **,06007,613014.0,6007000903.0,60070009031.0,613014.0,2020/08/24 16,57,41+00,15597892,0500000US06007,"Butte County, California",35439,1020,11183,597,31.55563080222354,06007
82,2446,-120.941777,39.936847,2446,CA070,COUNTY OF PLUMAS HOUSING AUTHORITY,5302832466,5302832478.0,,5302832466.0,5302832478.0,finance@plumascdc.org,Standard Performer,SMALL (50-99),637,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),6/30,Combined,96,96,96,90,628,718,97.95,6,733,735,100.0,320786,320786,275226,275226,3632101,3466304,0,0,553,531,539,17.02,22.86,99.46,12192,6,Plumas,63.0,100.0,1.0,1037.0,,,Plumas,63.0,92540.0,Quincy,59080.0,Quincy CDP,U1,,9999.0,,99999.0,,99999.0,,0.0,0.0,0601,2916.0,Y,,183 W Main St,,Quincy,CA,95971.0,9372.0,,95971.0,83.0,7.0,95971937283.0,S,,,,0.0,,,,,100% Overall probable correctness,39.936847,-120.941777,S,,R,U,** Street-Level Rooftop **,06063,659080.0,6063000100.0,60630001001.0,6063.0,2020/08/24 16,57,41+00,4431235,0500000US06063,"Plumas County, California",2179,261,510,141,23.405231757687012,06063
83,2447,-121.640391,39.147242999999996,2447,CA048,Regional Housing Authority,5306710220,5306730775.0,,5306710220.0,5306730775.0,G.Becerra@regionalha.org,Standard Performer,MEDIUM LOW (100-299),1736,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",3/31,Combined,173,173,173,166,1664,1830,95.86,4,1909,1826,99.78,447607,447607,509009,509009,10652761,10173263,0,0,571,550,1578,17.25,14.41,99.07,12972,6,Sutter,101.0,50604.0,1.0,1014.0,,,Sutter,101.0,93820.0,Yuba City,86972.0,Yuba City city,C1,,9340.0,"Yuba City, CA MSA",49700.0,"Yuba City, CA Metropolitan Statistical Area",99999.0,,1.0,0.0,0603,4176.0,Y,,1455 Butte House Rd,,Yuba City,CA,95993.0,2701.0,,95993.0,55.0,5.0,95993270155.0,S,,,,0.0,,,,,100% Overall probable correctness,39.147242999999996,-121.640391,S,,R,U,** Street-Level Rooftop **,06101,686972.0,6101050604.0,61010506041.0,686972.0,2020/08/24 16,57,41+00,11774582,0500000US06101,"Sutter County, California",13800,535,2566,301,18.594202898550723,06101
84,2448,-122.39613200000001,40.583566999999995,2448,CA096,COUNTY OF SHASTA HSG AUTH,5302255160,5302255178.0,ccoleman@co.shasta.ca.us,5302255373.0,5302255178.0,ccoleman@co.shasta.ca.us,,,1026,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",6/30,Section 8,0,0,0,0,756,756,73.68,0,1026,815,100.0,0,0,0,0,4079240,4399769,0,0,474,457,421,27.56,23.63,99.88,12012,6,Shasta,89.0,10100.0,1.0,1129.0,,,Shasta,89.0,92568.0,Redding CCD,59920.0,Redding city,C1,,6690.0,"Redding, CA MSA",39820.0,"Redding, CA Metropolitan Statistical Area",99999.0,,1.0,0.0,0601,2958.0,Y,,1450 Court St Ste 108,,Redding,CA,96001.0,1661.0,,96001.0,33.0,4.0,96001166133.0,H,108,Ste,,0.0,,,,,100% Overall probable correctness,40.583566999999995,-122.39613200000001,S,,R,U,** Street-Level Rooftop **,06089,659920.0,6089010100.0,60890101001.0,659920.0,2020/08/24 16,57,41+00,4406832,0500000US06089,"Shasta County, California",25752,798,7509,550,29.158900279589933,06089
85,2480,-121.01635300000001,37.613462,2480,CA026,Housing Authority of the County of Stanislaus,2095572000,2095572011.0,bkauss@stancoha.org,2095572003.0,2095572011.0,bkauss@stancoha.org,Standard Performer,MEDIUM HIGH (300-999),4928,"LARGE (1,000-4,999)","EXTRA LARGE (5,000+)",9/30,Combined,647,647,647,641,4571,5212,93.49,6,5575,5118,98.19,1514545,1514545,1719021,1719021,35043964,31948144,0,0,636,615,4826,17.66,11.92,97.62,14825,6,Stanislaus,99.0,1604.0,2.0,2005.0,,,Stanislaus,99.0,91980.0,Modesto,48354.0,Modesto city (part),C1,,5170.0,"Modesto, CA MSA",33700.0,"Modesto, CA Metropolitan Statistical Area",99999.0,,1.0,0.0,0610,2292.0,Y,,1701 Robertson Rd,,Modesto,CA,95351.0,3536.0,,95351.0,1.0,9.0,95351353601.0,S,,,,0.0,,,,,100% Overall probable correctness,37.613462,-121.01635300000001,S,,R,U,** Street-Level Rooftop **,06099,648354.0,6099001604.0,60990016042.0,648354.0,2020/08/24 16,57,41+00,38117580,0500000US06099,"Stanislaus County, California",73603,1560,19132,1050,25.993505699495945,06099
86,2481,-120.935221,37.735188,2481,CA017,Housing Authority of the City of Riverbank,2098694501,2098696814.0,bkauss@stancoha.org,2095572003.0,2095572011.0,bkauss@stancoha.org,High Performer,SMALL (50-99),0,VERY SMALL (0-49),SMALL (50-99),6/30,Low-Rent,90,90,90,86,0,86,95.56,4,90,86,100.0,100739,100739,193474,193474,0,0,0,0,285,282,47,31.43,11.43,97.67,14936,6,Stanislaus,99.0,301.0,2.0,2021.0,,,Stanislaus,99.0,91980.0,Modesto,61068.0,Riverbank city,C1,,5170.0,"Modesto, CA MSA",33700.0,"Modesto, CA Metropolitan Statistical Area",99999.0,,1.0,0.0,0610,3036.0,D,,3309 Stanislaus St,,Riverbank,CA,95367.0,2458.0,,95367.0,99.0,3.0,95367245899.0,H,1SUD,,,0.0,,,N,,100% Overall probable correctness,37.735188,-120.935221,S,,R,U,** Street-Level Rooftop **,06099,661068.0,6099000301.0,60990003012.0,661068.0,2020/08/24 16,57,41+00,294205,0500000US06099,"Stanislaus County, California",73603,1560,19132,1050,25.993505699495945,06099
87,2482,-122.71238000000001,38.438563,2482,CA088,CITY OF SANTA ROSA,7075433316,7075433317.0,dgouin@srcity.org,7075433300.0,7075433317.0,dgouin@ci.santa-rosa.ca.us,,,1903,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",6/30,Section 8,0,0,0,0,1752,1752,92.06,0,1903,2031,100.0,0,0,0,0,21131514,22486844,0,0,1377,1326,808,29.15,23.61,99.02,14079,6,Sonoma,97.0,152000.0,1.0,1038.0,,,Sonoma,97.0,92940.0,Santa Rosa,70098.0,Santa Rosa city (part),C1,,7500.0,"Santa Rosa, CA PMSA",42220.0,"Santa Rosa-Petaluma, CA Metropolitan Statistical Area",99999.0,,1.0,0.0,0605,3396.0,Y,,90 Santa Rosa Ave,,Santa Rosa,CA,95404.0,4904.0,,95404.0,90.0,2.0,95404490490.0,S,,,,0.0,,,,,100% Overall probable correctness,38.438563,-122.71238000000001,S,,R,U,** Street-Level Rooftop **,06097,670098.0,6097152000.0,60971520001.0,670098.0,2020/08/24 16,57,41+00,27108326,0500000US06097,"Sonoma County, California",74246,1572,19621,985,26.427012903052017,06097
