rowid,﻿X,Y,OBJECTID,PARTICIPANT_CODE,FORMAL_PARTICIPANT_NAME,HA_PHN_NUM,HA_FAX_NUM,HA_EMAIL_ADDR_TEXT,EXEC_DIR_PHONE,EXEC_DIR_FAX,EXEC_DIR_EMAIL,PHAS_DESIGNATION,HA_LOW_RENT_SIZE_CATEGORY,SECTION8_UNITS_CNT,HA_SECTION_8_SIZE_CATEGORY,HA_COMBINED_SIZE_CATEGORY,HA_FYE,HA_PROGRAM_TYPE,TOTAL_UNITS,TOTAL_DWELLING_UNITS,ACC_UNITS,PH_OCCUPIED,SECTION8_OCCUPIED,TOTAL_OCCUPIED,PCT_OCCUPIED,REGULAR_VACANT,PHA_TOTAL_UNITS,NUMBER_REPORTED,PCT_REPORTED,OPFUND_AMNT,OPFUND_AMNT_PREV_YR,CAPFUND_AMNT,CAPFUND_AMNT_PREV_YR,VCHR_AMNT,VCHR_AMNT_PREV_YR,ROSS_AMNT,FSS_AMNT,SPENDING_PER_MONTH,SPENDING_PER_MONTH_PREV_YR,CHLDRN_MBR_CNT,ELDLY_PRCNT,PCT_DISABLED_LT62_ALL,PCT_LT80_MEDIAN,MEDIAN_INC_AMNT,STATE2KX,CNTY_NM2KX,CNTY2KX,TRACT2KX,BG2KX,BLOCK2KX,DPVACT,DPVNOST,CURCNTY_NM,CURCNTY,CURCOSUB,CURCOSUB_NM,PLACE2KX,PLACE_NM2KX,PLACE_CC2KX,PLACE_INC2KX,MSA,MSA_NM,CBSA,CBSA_NM,NECTA,NECTA_NM,METRO,MICRO,FCD_FIPS91,HLC,DPV,DPVRC,STD_ADDR,URB_OUT,STD_CITY,STD_ST,STD_ZIP5,STD_ZIP9,ZIP_CLASS,ZCTA2KX,DPBC,DPBC_CKSUM,STD_ZIP11,ADDR_TYPE,APT_NO,APT_TYPE,C1PGRC,C1PPRB,C1PDRC,C1PSRC,C1PARC,C1PZRC,MSGUSPS,LAT,LON,RC2KX,STM2KX,LVL2KX,UR,MSG2KX,COUNTY_LEVEL,PLACE_LEVEL,TRACT_LEVEL,BLKGRP_LEVEL,UGLG_KEY,LAST_UPDT_DTTM,ANNL_EXPNS_AMNT,ANNL_EXPNS_AMNT_PREV_YR,
3670,-96.76748,48.197444,3670,MN076,"HRA OF WARREN, MINNESOTA",2187454858,2187454860,warhra@warrenhra.com,2187454858,2187454860,warhra@warrenhra.com,High Performer,SMALL (50-99),0,VERY SMALL (0-49),SMALL (50-99),9/30,Low-Rent,80,74,74,68,0,68,91.89,6,74,68,100,153047,153047,122568,122568,0,0,0,0,338,359,22,24.24,15.15,94.12,12288,27,Marshall,089,080400,1,1127,,,Marshall,89,68170,Warren,68170,Warren city,C5,,9999,,99999,,99999,,0,0,2707,4818,D,,411 N 4th St,,Warren,MN,56762,1394,,56762,99,9,56762139499,H,1SUD,,,0,,,N,,100% Overall probable correctness,48.197444,-96.76748,S,,R,R,** Street-Level Rooftop **,27089,2768170,27089080400,270890804001,2768170,2020/08/24 16,57,41+00,275615
3671,-93.547752,39.807304,3671,MO065,Chillicothe Housing Authority,6606463215,6606466399,chilli1@greenhills.net,6606463215,6606466399,chilli1@greenhills.net,High Performer,MEDIUM LOW (100-299),89,SMALL (50-99),MEDIUM LOW (100-299),6/30,Combined,100,100,100,86,75,161,85.18,13,189,162,100,133636,133636,182528,182528,313678,306758,0,0,303,272,68,25.98,19.29,98.15,10386,29,Livingston,117,480300,2,2003,,,Livingston,117,13708,Chillicothe,13690,Chillicothe city (part),C1,,9999,,99999,,99999,,0,0,2906,1014,Y,,320 Park Ln,,Chillicothe,MO,64601,1576,,64601,20,2,64601157620,S,,,,0,,,,,100% Overall probable correctness,39.807304,-93.547752,S,,R,U,** Street-Level Rooftop **,29117,2913690,29117480300,291174803002,2913690,2020/08/24 16,57,41+00,571431
3672,-93.062477,39.780095,3672,MO075,Brookfield Housing Authority,6602583959,6602587177,brookfieldha@gmail.com,6602583959,6602587177,brookfieldha@gmail.com,High Performer,SMALL (50-99),0,VERY SMALL (0-49),SMALL (50-99),12/31,Low-Rent,90,82,82,78,0,78,95.12,2,82,78,100,176923,176923,157266,157266,0,0,0,0,357,362,11,56.31,11.65,97.44,14928,29,Linn,115,490400,3,3017,,,Linn,115,8668,Brookfield,08650,Brookfield city,C1,,9999,,99999,,99999,,0,0,2906,0690,Y,,61 Joyce Pl,,Brookfield,MO,64628,2466,,64628,61,9,64628246661,S,,,,0,,,,,100% Overall probable correctness,39.780095,-93.062477,S,,R,U,** Street-Level Rooftop **,29115,2908650,29115490400,291154904003,2908650,2020/08/24 16,57,41+00,334189
3673,-93.498114,39.360228,3673,MO107,Carrollton Housing Authority,6605423787,6605423791,cha.rhett@outlook.com,6605423787,6605423791,cha.rhett@outlook.com,Standard Performer,SMALL (50-99),86,SMALL (50-99),MEDIUM LOW (100-299),3/31,Combined,70,70,70,66,42,108,69.23,3,156,108,100,120123,120123,142522,142522,212510,229154,0,0,301,303,57,29.19,14.59,99.07,12457,29,Carroll,033,960300,2,2029,,,Carroll,33,11584,Carrollton,11566,Carrollton city (part),C1,,9999,,99999,,99999,,0,0,2906,0894,D,,107 N Monroe St,,Carrollton,MO,64633,1379,,64633,99,0,64633137999,H,1SUD,,,0,,,N,,100% Overall probable correctness,39.360228,-93.498114,S,,R,U,** Street-Level Rooftop **,29033,2911566,29033960300,290339603002,2911566,2020/08/24 16,57,41+00,403887
3674,-92.947988,39.721315,3674,MO046,Marceline Housing Authority,6603763101,6603762633,marcelinemha@marcelinehousing.com,6603763101,6603762633,pdorrell@marcelinehousing.com,High Performer,SMALL (50-99),0,VERY SMALL (0-49),SMALL (50-99),12/31,Low-Rent,84,69,70,65,0,65,94.21,2,69,65,100,121044,121044,124090,124090,0,0,0,0,314,319,18,42.53,12.64,93.85,17346,29,Linn,115,490500,2,2018,,,Linn,115,45884,Marceline,45866,Marceline city (part),C1,,9999,,99999,,99999,,0,0,2906,3198,D,,229 W Hauser St,,Marceline,MO,64658,2102,,64658,99,8,64658210299,H,1SUD,,,0,,,N,,100% Overall probable correctness,39.721315,-92.947988,S,,R,R,** Street-Level Rooftop **,29115,2945866,29115490500,291154905002,2945866,2020/08/24 16,57,41+00,245144
3675,-100.155019,40.938292,3675,NE120,Gothenburg Housing Authority,3085377275,3085373695,ghousing@gburgfiber.com,3085377275,3085373695,ghousing@gburgfiber.com,High Performer,SMALL (50-99),25,VERY SMALL (0-49),SMALL (50-99),12/31,Combined,68,68,68,61,17,78,83.87,7,93,76,97.44,96576,96576,138219,138219,55432,59982,0,0,329,318,63,24.36,8.33,97.37,15946,31,Dawson,047,968200,1,1114,,,Dawson,47,91169,Gothenburg,19385,Gothenburg city,C5,,9999,,30420,"Lexington, NE Micropolitan Statistical Area",99999,,0,1,3103,1236,D,,810 20th St,,Gothenburg,NE,69138,1244,,69138,99,4,69138124499,H,1SUD,,,0,,,N,,100% Overall probable correctness,40.938292,-100.155019,S,,R,U,** Street-Level Rooftop **,31047,3119385,31047968200,310479682001,3119385,2020/08/24 16,57,41+00,305380
3676,-101.730846,40.842472,3676,NE020,Grant Housing Authority,3083524346,3083524346,grantha@gpcom.net,3083524346,3083524346,grantha@gpcom.net,Standard Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),12/31,Low-Rent,20,20,20,20,0,20,100,0,20,20,100,37293,37293,30644,30644,0,0,0,0,283,298,0,70,10,95,18190,31,Perkins,135,959300,3,3095,,,Perkins,135,90718,District 2,19910,Grant city (part),C1,,9999,,99999,,99999,,0,0,3103,1260,D,,300 Warren Ave,,Grant,NE,69140,3121,,69140,99,5,69140312199,H,1SUD,,,0,,,N,,100% Overall probable correctness,40.842472,-101.730846,S,,R,R,** Street-Level Rooftop **,31135,3119910,31135959300,311359593003,3119910,2020/08/24 16,57,41+00,67937
3677,-93.702884,46.527023,3677,MN037,"HRA of AITKIN COUNTY, MINNESOTA",2189272151,2189274159,teresa@aitkinhra.org,2189272151,,teresa@aitkinhra.org,High Performer,MEDIUM LOW (100-299),31,VERY SMALL (0-49),MEDIUM LOW (100-299),12/31,Combined,145,145,145,143,29,172,97.73,2,176,172,100,236724,236724,235194,235194,124362,173083,0,0,297,316,59,29.25,22.92,100,13170,27,Aitkin,001,770300,1,1069,,,Aitkin,1,460,Aitkin,00460,Aitkin city,C5,,9999,,99999,,99999,,0,0,2708,0030,D,,215 3rd St SE,,Aitkin,MN,56431,1753,,56431,99,7,56431175399,H,1SUD,,,0,,,N,,100% Overall probable correctness,46.527023,-93.702884,S,,R,R,** Street-Level Rooftop **,27001,2700460,27001770300,270017703001,2700460,2020/08/24 16,57,41+00,614429
3678,-94.4492,46.813,3678,MN188,CASS COUNTY HRA,2189473993,2189473883,casscountyhra@uslink.net,2189473993,2189473883,casscountyhra@uslink.net,Standard Performer,VERY SMALL (0-49),137,MEDIUM LOW (100-299),MEDIUM LOW (100-299),12/31,Combined,12,12,12,12,77,89,59.73,0,149,93,100,36540,36540,21659,21659,294219,350690,0,0,459,414,106,8.81,21.15,100,10464,27,Cass,021,960600,1,,,,Cass,21,52252,Powers,03124,Backus city,C5,,9999,,14660,"Brainerd, MN Micropolitan Statistical Area",99999,,0,1,2708,0210,Y,,PO Box 33,,Backus,MN,56435,0033,,56435,33,5,56435003333,P,,,,1,,,,,90% Overall probable correctness,46.813,-94.4492,9,S,B,R,**  Centroid Lat/Long   **,27021,2703124,27021960600,270219606001,,2020/08/24 16,57,41+00,456816
3679,-94.7719,46.1686,3679,MN180,TODD COUNTY HRA,3205946388,,toddcountyhra@yahoo.com,3205946388,3205946402,toddcountyhra@yahoo.com,High Performer,VERY SMALL (0-49),209,MEDIUM LOW (100-299),MEDIUM LOW (100-299),12/31,Combined,18,18,18,17,137,154,67.84,1,227,158,100,45204,45204,28132,28132,511174,592117,0,0,401,356,98,16.78,28.67,100,10626,27,Todd,153,790400,,,,,Todd,153,68098,Ward,08110,Browerville city,C5,,9999,,99999,,99999,,0,0,2707,0588,,,,,BROWERVILLE,MN,56438,,,56438,,,,,,,H,,,,,H,House # not found on this street,46.1686,-94.7719,5,S,T,R,**  Centroid Lat/Long   **,27153,2708110,27153790400,,,2020/08/24 16,57,41+00,704712
3680,-93.946458,46.485083,3680,MN082,"HRA OF CROSBY, MINNESOTA",2188243425,2188288817,karen@brainerdhra.org,2188243423,,karen@brainerdhra.org,Standard Performer,SMALL (50-99),0,VERY SMALL (0-49),SMALL (50-99),3/31,Low-Rent,59,59,59,59,0,59,100,0,59,59,100,89377,89377,95392,95392,0,0,0,0,261,275,39,19.09,19.09,96.61,10936,27,Crow Wing,035,950700,3,3043,,,Crow Wing,35,13924,Crosby,13924,Crosby city,C5,,9999,,14660,"Brainerd, MN Micropolitan Statistical Area",99999,,0,1,2708,1050,D,,300 3rd Ave NE,,Crosby,MN,56441,1642,,56441,99,9,56441164299,H,1SUD,,,0,,,N,,100% Overall probable correctness,46.485083,-93.946458,S,,R,U,** Street-Level Rooftop **,27035,2713924,27035950700,270359507003,2713924,2020/08/24 16,57,41+00,184769
3681,-95.053558,46.917953,3681,MN043,"HRA of PARK RAPIDS, MINNESOTA",2187324158,2182374166,hrapr@unitelc.com,2187324158,2182374166,hrapr@unitelc.com,Standard Performer,SMALL (50-99),0,VERY SMALL (0-49),SMALL (50-99),12/31,Low-Rent,71,68,68,67,0,67,98.53,1,68,67,100,89042,89042,99433,99433,0,0,0,0,234,238,4,50,36.49,95.52,12360,27,Hubbard,057,070600,2,2038,,,Hubbard,57,49768,Park Rapids,49768,Park Rapids city,C5,,9999,,99999,,99999,,0,0,2708,3636,D,,500 Riverside Ave,,Park Rapids,MN,56470,1623,,56470,99,8,56470162399,H,1SUD,,,0,,,N,,100% Overall probable correctness,46.917953,-95.053558,S,,R,U,** Street-Level Rooftop **,27057,2749768,27057070600,270570706002,2749768,2020/08/24 16,57,41+00,188475
3682,-93.921221,35.135803,3682,AR033,Logan County Housing Authority,4796752130,4796755049,boonevilleha@centurytel.net,4796752130,,boonevilleha@centurytel.net,,,123,MEDIUM LOW (100-299),MEDIUM LOW (100-299),12/31,Section 8,0,0,0,0,92,92,74.79,0,123,92,100,0,0,0,0,386360,413817,0,0,331,324,111,9.72,10.65,100,10148,05,Logan,083,950500,4,4010,,,Logan,83,90405,Boone,07720,Booneville city,C1,,9999,,99999,,99999,,0,0,0504,0336,Y,,272 S Sharpe Ave,,Booneville,AR,72927,4333,,72927,72,1,72927433372,S,,,,1,,,,,90% Overall probable correctness,35.135803,-93.921221,S,,R,U,** Street-Level Rooftop **,5083,507720,05083950500,050839505004,0507720,2020/08/24 16,57,41+00,330454
3683,-93.921221,35.135803,3683,AR038,Housing Authority of the City of Booneville,4796752130,4796752130,boonevilleha@centurytel.net,4796752130,4796752130,boonevilleha@centurytel.net,Standard Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),12/31,Low-Rent,40,40,40,40,0,40,100,0,40,40,100,94052,94052,73506,73506,0,0,0,0,349,358,26,12,24,95,9893,05,Logan,083,950500,4,4010,,,Logan,83,90405,Boone,07720,Booneville city,C1,,9999,,99999,,99999,,0,0,0504,0336,Y,,272 S Sharpe Ave,,Booneville,AR,72927,4333,,72927,72,1,72927433372,S,,,,0,,,,,100% Overall probable correctness,35.135803,-93.921221,S,,R,U,** Street-Level Rooftop **,5083,507720,05083950500,050839505004,0507720,2020/08/24 16,57,41+00,167558
3684,-94.2578,35.1994,3684,AR171,Housing Authority of the City of Greenwood,4799964661,4799960057,housing@centurytel.net,4799964661,4799960057,housing@centurytel.net,High Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),3/31,Low-Rent,36,36,36,33,0,33,91.67,3,36,32,96.96,80308,80308,66651,66651,0,0,0,0,371,350,18,17.19,20.31,96.88,11204,05,Sebastian,131,010202,,,,,Sebastian,131,90741,Center,28780,Greenwood city (part),C1,,9999,,22900,"Fort Smith, AR-OK Metropolitan Statistical Area",99999,,1,0,05**,1092,,,,,GREENWOOD,AR,72936,,,72936,,,,,,,H,,,,,H,House # not found on this street,35.1994,-94.2578,5,S,T,R,**  Centroid Lat/Long   **,5131,528780,05131010202,,0528780,2020/08/24 16,57,41+00,146959
3685,-93.825685,35.488521,3685,AR241,Franklin County Public Housing Agency,4799685001,4799685002,BEVERLY@UHDC.NET,4799685001,4799685002,BEVERLY@UHDC.NET,,,110,MEDIUM LOW (100-299),MEDIUM LOW (100-299),12/31,Section 8,0,0,0,0,73,73,66.36,0,110,72,98.63,0,0,0,0,387929,399494,0,0,415,438,54,17.24,22.07,100,9396,05,Franklin,047,950200,5,5017,,,Franklin,47,94005,White Oak,52970,Ozark city,C1,,9999,,22900,"Fort Smith, AR-OK Metropolitan Statistical Area",99999,,1,0,0504,2028,D,,320 N 2nd St,,Ozark,AR,72949,2800,,72949,99,1,72949280099,H,1SUD,,,0,,,N,,100% Overall probable correctness,35.488521,-93.825685,S,,R,U,** Street-Level Rooftop **,5047,552970,05047950200,050479502005,0552970,2020/08/24 16,57,41+00,420172
3686,-93.830267,35.489585,3686,AR101,Housing Authority of the City of Ozark,4794746901,4794747084,patriciaf@vanburenhousing.org,4794746901,4794747084,patriciaf@vanburenhousing.org,High Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),6/30,Low-Rent,40,40,40,40,0,40,100,0,40,40,100,93095,93095,73239,73239,0,0,0,0,347,347,17,17.74,24.19,100,9636,05,Franklin,047,950200,5,5015,,,Franklin,47,94005,White Oak,52970,Ozark city,C1,,9999,,22900,"Fort Smith, AR-OK Metropolitan Statistical Area",99999,,1,0,0504,2028,D,,310 N 6th St,,Ozark,AR,72949,2747,,72949,99,1,72949274799,H,1SUD,,,0,,,N,,100% Overall probable correctness,35.489585,-93.830267,S,,R,U,** Street-Level Rooftop **,5047,552970,05047950200,050479502005,0552970,2020/08/24 16,57,41+00,166334
3687,-94.357509,35.458838,3687,AR194,Crawford Co. Public Facilties Board,4794740512,4794740534,deey107@yahoo.com,4794740512,4794740534,deey107@yahoo.com,,,432,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),12/31,Section 8,0,0,0,0,336,336,77.78,0,432,333,99.11,0,0,0,0,1108476,1272835,0,0,328,331,217,21.15,25.04,100,10488,05,Crawford,033,020302,2,2008,,,Crawford,33,93771,Van Buren,71480,Van Buren city (part),C1,,2720,"Fort Smith, AR-OK MSA",22900,"Fort Smith, AR-OK Metropolitan Statistical Area",99999,,1,0,0503,2640,Y,,11 Pointer Trl W Ste A,,Van Buren,AR,72956,2241,,72956,73,2,72956224173,H,A,Ste,,0,,,,,100% Overall probable correctness,35.458838,-94.357509,S,,R,U,** Street-Level Rooftop **,5033,571480,05033020302,050330203022,0571480,2020/08/24 16,57,41+00,1322074
3688,-93.526774,47.234737,3688,MN057,"HRA of GRAND RAPIDS, MINNESOTA",2183267978,2183268031,diane@itascacountyhra.org,2183269515,2183265019,grhra3@gmail.com,High Performer,SMALL (50-99),0,VERY SMALL (0-49),SMALL (50-99),12/31,Low-Rent,92,92,92,91,0,91,98.91,0,92,91,100,102120,102120,149956,149956,0,0,0,0,231,241,3,55.67,32.99,98.9,12698,27,Itasca,061,480802,3,3004,,,Itasca,61,25118,Grand Rapids,25118,Grand Rapids city,C5,,9999,,24330,"Grand Rapids, MN Micropolitan Statistical Area",99999,,0,1,2708,1878,Y,,102 NE 3rd St Ste 160,,Grand Rapids,MN,55744,2879,,55744,35,1,55744287935,H,160,Ste,,1,,,,,90% Overall probable correctness,47.234737,-93.526774,S,,R,U,** Street-Level Rooftop **,27061,2725118,27061480802,270614808023,2725118,2020/08/24 16,57,41+00,252076
3689,-93.526774,47.234737,3689,MN154,ITASCA COUNTY HRA,2183267978,2183268031,diane@itascacountyhra.org,2183267978,2183268031,diane@itascacountyhra.org,High Performer,VERY SMALL (0-49),276,MEDIUM LOW (100-299),MEDIUM HIGH (300-999),12/31,Combined,40,40,40,38,242,280,88.6,1,316,315,100,59190,59190,76182,76182,1190194,1334182,0,0,479,469,208,9.64,30.98,98.1,10620,27,Itasca,061,480802,3,3004,,,Itasca,61,25118,Grand Rapids,25118,Grand Rapids city,C5,,9999,,24330,"Grand Rapids, MN Micropolitan Statistical Area",99999,,0,1,2708,1878,Y,,102 NE 3rd St Ste 160,,Grand Rapids,MN,55744,2879,,55744,35,1,55744287935,H,160,Ste,,1,,,,,90% Overall probable correctness,47.234737,-93.526774,S,,R,U,** Street-Level Rooftop **,27061,2725118,27061480802,270614808023,2725118,2020/08/24 16,57,41+00,1546433
3690,-92.933628,47.412939,3690,MN004,"THE HRA OF HIBBING, MINNESOTA",2182633661,2182624164,,2183129816,2182624164,Jacquline@hibbinghra.org,High Performer,MEDIUM LOW (100-299),0,VERY SMALL (0-49),MEDIUM LOW (100-299),9/30,Low-Rent,252,252,252,245,0,245,97.22,2,252,245,100,750708,750708,557935,557935,0,0,0,0,445,460,105,16.8,22.57,99.59,10224,27,St. Louis,137,012400,1,1009,,,St. Louis,137,28790,Hibbing,28790,Hibbing city,C5,,2240,"Duluth-Superior, MN-WI MSA",20260,"Duluth, MN-WI Metropolitan Statistical Area",99999,,1,0,2708,2148,Y,,3115 7th Ave E,,Hibbing,MN,55746,2625,,55746,15,2,55746262515,S,,,,0,,,,,100% Overall probable correctness,47.412939,-92.933628,S,,R,U,** Street-Level Rooftop **,27137,2728790,27137012400,271370124001,2728790,2020/08/24 16,57,41+00,1308643
3691,-89.962624,36.452079,3691,MO025,Housing Authority of the City of Clarkton,5734483838,5734488928,clarkton1@sbcglobal.net,5734483838,5734488928,clarkton1@sbcglobal.net,Standard Performer,SMALL (50-99),0,VERY SMALL (0-49),SMALL (50-99),12/31,Low-Rent,75,75,75,74,0,74,98.67,1,75,74,100,220348,220348,124435,124435,0,0,0,0,388,394,73,11.98,14.97,94.59,10870,29,Dunklin,069,360400,1,1150,,,Dunklin,69,25804,Freeborn,14212,Clarkton city,C1,,9999,,28380,"Kennett, MO Micropolitan Statistical Area",99999,,0,1,2908,1062,N,,404 E Clark St,,Clarkton,MO,63837,9200,,63837,4,8,63837920004,S,,,,0,,,,,100% Overall probable correctness,36.452079,-89.962624,S,,R,R,** Street-Level Rooftop **,29069,2914212,29069360400,290693604001,2914212,2020/08/24 16,57,41+00,344783
3692,-89.979927,36.80105,3692,MO034,Housing Authority of the City of Dexter,5736242540,5736245105,dha@newwavecomm.net,5736242450,5736245105,dha@newwavecomm.net,High Performer,MEDIUM LOW (100-299),0,VERY SMALL (0-49),MEDIUM LOW (100-299),3/31,Low-Rent,150,136,136,133,0,133,97.79,1,136,133,100,169186,169186,250620,250620,0,0,0,0,263,261,47,35,23.5,95.49,12972,29,Stoddard,207,470500,1,1012,,,Stoddard,207,42356,Liberty,19396,Dexter city,C1,,9999,,99999,,99999,,0,0,2908,1422,Y,,1 Jennings Ln,,Dexter,MO,63841,9121,,63841,1,4,63841912101,S,,,,0,,,,,100% Overall probable correctness,36.80105,-89.979927,S,,R,U,** Street-Level Rooftop **,29207,2919396,29207470500,292074705001,2919396,2020/08/24 16,57,41+00,419806
3693,-89.384149,36.779955,3693,MO076,Housing Authority of the City of East Prairie,5736493010,5736492064,ephousing@sbcglobal.net,5736493010,5736492064,ephousing@sbcglobal.net,High Performer,MEDIUM LOW (100-299),0,VERY SMALL (0-49),MEDIUM LOW (100-299),9/30,Low-Rent,120,120,120,120,0,120,100,0,120,120,100,201375,201375,230350,230350,0,0,0,0,300,302,71,26.92,13.25,93.33,12919,29,Mississippi,133,950400,4,4003,,,Mississippi,133,64406,Saint James,21052,East Prairie city,C1,,9999,,99999,,99999,,0,0,2908,1530,Y,,529 N Lincoln St,,East Prairie,MO,63845,1115,,63845,29,5,63845111529,S,,,,0,,,,,100% Overall probable correctness,36.779955,-89.384149,S,,R,U,** Street-Level Rooftop **,29133,2921052,29133950400,291339504004,2921052,2020/08/24 16,57,41+00,431725
3694,-92.414928,30.629171,3694,LA031,Housing Authority of the Town of Mamou,3184683539,3184683579,mamouhousing@centurytel.net,3374683539,,mamouhousing@centurytel.net,High Performer,MEDIUM LOW (100-299),20,VERY SMALL (0-49),MEDIUM LOW (100-299),6/30,Combined,120,120,120,118,20,138,98.58,2,140,137,99.28,355618,355618,233424,233424,70007,65494,0,0,409,408,80,17.69,14.62,91.97,11501,22,Evangeline,039,950400,3,3063,,,Evangeline,39,95134,District 7,48085,Mamou town (part),C1,,9999,,99999,,99999,,0,0,2204,1092,Y,,1016 Maple St,,Mamou,LA,70554,3916,,70554,16,3,70554391616,S,,,,0,,,,,100% Overall probable correctness,30.629171,-92.414928,S,,R,U,** Street-Level Rooftop **,22039,2248085,22039950400,220399504003,2248085,2020/08/24 16,57,41+00,666340
3695,-98.003842,46.935198,3695,ND022,Barnes County Housing Authority,7018452600,7018458753,bchajan@outlook.com,7018452600,,bchajan@outlook.com,High Performer,SMALL (50-99),218,MEDIUM LOW (100-299),MEDIUM LOW (100-299),12/31,Combined,50,50,50,47,211,258,96.27,2,268,247,95.74,130680,130680,93282,93282,1033664,1220483,0,0,415,410,160,15.6,12.97,100,10260,38,Barnes,003,968300,1,1023,,,Barnes,3,81180,Valley City,81180,Valley City city,C5,,9999,,99999,,99999,,0,0,3800,1998,D,,120 12th St NW,,Valley City,ND,58072,2136,,58072,99,8,58072213699,H,1SUD,,,0,,,N,,100% Overall probable correctness,46.935198,-98.003842,S,,R,U,** Street-Level Rooftop **,38003,3881180,38003968300,380039683001,3881180,2020/08/24 16,57,41+00,1258906
3696,-96.902161,46.868934,3696,ND035,Richland County Housing Authority,7012823443,7012824331,Blake@casscountyhousing.org,7012823443,7012824331,Blake@casscountyhousing.org,,,148,MEDIUM LOW (100-299),MEDIUM LOW (100-299),6/30,Section 8,0,0,0,0,128,128,86.49,0,148,101,78.91,0,0,0,0,497732,512386,0,0,393,299,83,19.69,12.95,100,11334,38,Cass,017,010204,1,1005,,,Cass,17,84780,West Fargo,84780,West Fargo city,C5,,2520,"Fargo-Moorhead, ND-MN MSA",22020,"Fargo, ND-MN Metropolitan Statistical Area",99999,,1,0,3800,2076,D,,230 8th Ave W,,West Fargo,ND,58078,2668,,58078,99,2,58078266899,H,1SUD,,,0,,,N,,100% Overall probable correctness,46.868934,-96.902161,S,,R,U,** Street-Level Rooftop **,38017,3884780,38017010204,380170102041,3884780,2020/08/24 16,57,41+00,409362
3697,-96.902161,46.868934,3697,ND001,Housing Authority of Cass County,7012823443,7012824331,Blake@casscountyhousing.org,7012823443,7012824331,Blake@casscountyhousing.org,Standard Performer,MEDIUM LOW (100-299),446,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),12/31,Combined,135,135,135,121,429,550,94.67,7,581,678,100,411687,411687,257798,257798,2152101,2327361,0,0,657,694,760,11.94,13.4,99.56,12119,38,Cass,017,010204,1,1005,,,Cass,17,84780,West Fargo,84780,West Fargo city,C5,,2520,"Fargo-Moorhead, ND-MN MSA",22020,"Fargo, ND-MN Metropolitan Statistical Area",99999,,1,0,3800,2076,D,,230 8th Ave W,,West Fargo,ND,58078,2668,,58078,99,2,58078266899,H,1SUD,,,0,,,N,,100% Overall probable correctness,46.868934,-96.902161,S,,R,U,** Street-Level Rooftop **,38017,3884780,38017010204,380170102041,3884780,2020/08/24 16,57,41+00,3987572
3698,-96.787435,46.879595,3698,ND014,Fargo Housing  and Redevelopment Authority,7012936262,7012936269,matthew@fargohousing.org,7012936262,7012936269,matthew@fargohousing.org,High Performer,MEDIUM HIGH (300-999),1611,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",12/31,Combined,480,477,479,399,1362,1761,84.33,13,2088,1838,100,938000,938000,980604,980604,5849086,6422237,0,0,460,425,1200,17.69,25.27,99.18,11379,38,Cass,017,000700,1,1015,,,Cass,17,25700,Fargo,25700,Fargo city,C5,,2520,"Fargo-Moorhead, ND-MN MSA",22020,"Fargo, ND-MN Metropolitan Statistical Area",99999,,1,0,3800,0636,Y,,325 Broadway N,,Fargo,ND,58102,4714,,58102,25,1,58102471425,S,,,,1,N,,,,90% Overall probable correctness,46.879595,-96.787435,S,,R,U,** Street-Level Rooftop **,38017,3825700,38017000700,380170007001,3825700,2020/08/24 16,57,41+00,9013675
3699,-97.046521,47.919977,3699,ND012,Grand Forks Housing Authority,7017462545,7017462548,thanson@thegfha.org,7017462545,,thanson@thegfha.org,,,1334,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",12/31,Section 8,0,0,0,0,1169,1169,87.63,0,1334,1180,100,0,0,0,0,6763772,7861588,0,0,634,574,1034,12.15,17.79,100,11078,38,Grand Forks,035,010200,5,5019,,,Grand Forks,35,32060,Grand Forks,32060,Grand Forks city,C5,,2985,"Grand Forks, ND-MN MSA",24220,"Grand Forks, ND-MN Metropolitan Statistical Area",99999,,1,0,3800,0816,Y,,1405 1st Ave N,,Grand Forks,ND,58203,3484,,58203,5,8,58203348405,S,,,,1,,,,,90% Overall probable correctness,47.919977,-97.046521,S,,R,U,** Street-Level Rooftop **,38035,3832060,38035010200,380350102005,3832060,2020/08/24 16,57,41+00,7835226
