Notice Date,Effective Date,Received Date,Company,City,County,Employees,Layoff/Closure,County Orig,Year,Layoff/Closure clean,Population,City 2,Company_harmonizer_cleaned,Company_harmonizer_score,Company_harmonizer_id,Company_harmonizer_standardized
04/01/2020,04/05/2020,04/15/2020,"THE CHILDREN'S PLACE, INC",Ontario,San Bernardino County,62.0,Layoff Temporary,San Bernardino County,2020.0,layoff temporary,2180085.0,ontario,CHILDRENS PLACE,34.66666666662222,4051.0,"THE CHILDREN'S PLACE, INC"
03/27/2020,03/27/2020,04/10/2020,THE COLLECTED GROUP,VERNON,Los Angeles County,46.0,Layoff Temporary,Los Angeles County,2020.0,layoff temporary,10039107.0,vernon,COLLECTED,44.3595505617479,4052.0,THE COLLECTED GROUP
03/20/2020,03/20/2020,04/03/2020,THE GRASS SKIRT,San Diego,San Diego County,69.0,Closure Temporary,San Diego County,2020.0,closure temporary,3338330.0,san diego,GRASS SKIRT,15.348837209266632,4053.0,THE GRASS SKIRT
03/24/2020,03/21/2020,04/07/2020,THE RITZ-CARLTON HOTEL CO,Dana Point,Orange County,474.0,Layoff Temporary,Orange County,2020.0,layoff temporary,3175692.0,dana point,RITZCARLTON HOTEL,37.48780487800306,4054.0,THE RITZ-CARLTON HOTEL CO
03/25/2020,03/21/2020,04/10/2020,"THE RITZ-CARLTON HOTEL CO LLC dba TheRitz-Carlton, Marina del Rey",Marina Del Rey,Los Angeles County,280.0,Layoff Temporary,Los Angeles County,2020.0,layoff temporary,10039107.0,marina del rey,RITZCARLTON HOTEL THERITZCARLTON MARINA DEL REY,69.2810457515887,4055.0,"THE RITZ-CARLTON HOTEL CO LLC dba TheRitz-Carlton, Marina del Rey"
03/20/2020,03/17/2020,09/22/2020,"THE RITZ-CARLTON HOTEL CO LLC, DBA THE RITZ-CARLTON, HALF MOON BAY",Half Moon Bay,San Mateo County,493.0,Layoff Temporary,San Mateo County,2020.0,layoff temporary,766573.0,half moon bay,RITZCARLTON HOTEL RITZCARLTON HALF MOON BAY,67.05882352936246,4056.0,"THE RITZ-CARLTON HOTEL CO LLC, DBATHE RITZ-CARLTON, HALF MOON BAY"
03/20/2020,03/17/2020,04/10/2020,"THE RITZ-CARLTON HOTEL CO LLC, DBATHE RITZ-CARLTON, HALF MOON BAY",Half Moon Bay,San Mateo County,507.0,Layoff Temporary,San Mateo County,2020.0,layoff temporary,766573.0,half moon bay,RITZCARLTON HOTEL DBATHE RITZCARLTON HALF MOON BAY,94.90526315784479,4056.0,"THE RITZ-CARLTON HOTEL CO LLC, DBATHE RITZ-CARLTON, HALF MOON BAY"
03/28/2020,03/28/2020,04/13/2020,"THE SEAL BEACH ENVY, INC. DBAMASSAGE ENVY",Seal Beach,Orange County,50.0,Layoff Temporary,Orange County,2020.0,layoff temporary,3175692.0,seal beach,SEAL BEACH ENVY DBAMASSAGE ENVY,38.897435897386025,4057.0,"THE SEAL BEACH ENVY, INC. DBAMASSAGE ENVY"
06/17/2020,07/01/2020,07/02/2020,THE TECH INTERACTIVE,San Jose,Santa Clara County,64.0,Layoff Type Unknown,Santa Clara County,2020.0,layoff type uncategorized,1927852.0,san jose,TECH INTERACTIVE,37.49999999995313,4058.0,THE TECH INTERACTIVE
01/14/2019,03/30/2019,01/17/2019,"TIDI Products, LLC",Arcadia,Los Angeles County,55.0,Closure Permanent,Los Angeles,2019.0,closure permanent,10039107.0,arcadia,TIDI,20.952380952331065,4059.0,"TIDI Products, LLC"
03/20/2020,03/18/2020,06/18/2020,"TLC Cocina LLC, dba The Little Chihuahua",San Francisco,San Francisco County,2.0,Layoff Permanent,San Francisco County,2020.0,layoff permanent,881549.0,san francisco,TLC COCINA LITTLE CHIHUAHUA,20.070175438561282,4060.0,"TLC Cocina LLC, dba The Little Chihuahua"
03/27/2020,03/27/2020,04/10/2020,"TPG Commerce Hotel Manager, LLC dbaHilton Los Angeles-Commerce",Los Angeles,Los Angeles County,78.0,Layoff Temporary,Los Angeles County,2020.0,layoff temporary,10039107.0,los angeles,TPG COMMERCE HOTEL MANAGER DBAHILTON LOS ANGELESCOMMERCE,35.67123287666346,4061.0,"TPG Commerce Hotel Manager, LLC dbaHilton Los Angeles-Commerce"
04/07/2020,04/07/2020,04/24/2020,"TRB, LLC dba Tin Roof Bistro",Manhattan Beach,Los Angeles County,91.0,Layoff Temporary,Los Angeles County,2020.0,layoff temporary,10039107.0,manhattan beach,TRB TIN ROOF BISTRO,35.36842105258504,4063.0,"TRB, LLC dba Tin Roof Bistro"
04/16/2020,03/23/2020,05/29/2020,TRI MOUNTAIN,Baldwin Park,Los Angeles County,60.0,Layoff Temporary,Los Angeles County,2020.0,layoff temporary,10039107.0,baldwin park,TRI MOUNTAIN,32.142857142811216,4064.0,TRI MOUNTAIN
04/25/2019,06/30/2019,04/26/2019,TRISTAR Insurance Group,Santa Ana,Orange County,137.0,Layoff Permanent,Orange County,2019.0,layoff permanent,3175692.0,santa ana,TRISTAR INSURANCE,48.97959183668471,4065.0,TRISTAR Insurance Group
11/25/2020,11/25/2020,12/17/2020,"TUPELO RESTAURANTS, INC. DBA BO-BEAU KITCHEN + ROOF TAP",Long Beach,Los Angeles County,26.0,Layoff Permanent,Los Angeles County,2020.0,layoff permanent,10039107.0,long beach,TUPELO RESTAURANTS BOBEAU KITCHEN ROOF TAP,35.972222222172256,4066.0,"TUPELO RESTAURANTS, INC. DBA BO-BEAU KITCHEN + ROOF TAP"
03/19/2020,03/20/2020,05/19/2020,TWO BUNCH PALMS,Desert Hot Springs,Riverside County,121.0,Layoff Permanent,Riverside County,2020.0,layoff permanent,2470546.0,desert hot springs,TWO BUNCH PALMS,37.33333333328356,4067.0,TWO BUNCH PALMS
04/20/2020,03/22/2020,05/09/2020,Tacocita Restaurant,Pasadena,Los Angeles County,14.0,Layoff Temporary,Los Angeles County,2020.0,layoff temporary,10039107.0,pasadena,TACOCITA RESTAURANT,17.952380952338203,4068.0,Tacocita Restaurant
04/08/2020,04/06/2020,04/21/2020,"Tacos El Gordo de Tijuana, BC",Chula Vista,San Diego County,100.0,Layoff Temporary,San Diego County,2020.0,layoff temporary,3338330.0,chula vista,TACOS GORDO DE TIJUANA BC,35.945205479402816,4069.0,"Tacos El Gordo de Tijuana, BC"
05/01/2020,05/16/2020,05/12/2020,Taft Correctional Institution,Taft,Kern County,29.0,Layoff Permanent,Kern County,2020.0,layoff permanent,900202.0,taft,TAFT CORRECTIONAL INSTITUTION,37.17333333328377,4070.0,Taft Correctional Institution
03/23/2020,04/30/2020,03/30/2020,Taft Correctional Institution,Taft,Kern County,322.0,Closure Unknown at thistime,Kern County,2020.0,closure type uncategorized,900202.0,taft,TAFT CORRECTIONAL INSTITUTION,99.99999999995,4070.0,Taft Correctional Institution
11/13/2020,07/28/2020,11/18/2020,"Tailored Shared Services, Inc.",Fremont,Alameda County,86.0,Layoff Permanent,Alameda County,2020.0,layoff permanent,1671329.0,fremont,TAILORED SHARED SERVICES,29.46666666661756,4071.0,"Tailored Shared Services, Inc."
05/18/2020,03/16/2020,06/05/2020,"Tailored Shared Services, LLC",Bakersfield,Kern County,102.0,Closure Temporary,Kern County,2020.0,closure temporary,900202.0,bakersfield,TAILORED SHARED SERVICES,94.7368421052133,4071.0,"Tailored Shared Services, Inc."
03/20/2020,03/20/2020,03/27/2020,Taj Campton Place,San Francisco,San Francisco County,50.0,Layoff Temporary,San Francisco County,2020.0,layoff temporary,881549.0,san francisco,TAJ CAMPTON PLACE,34.492753623138405,4072.0,Taj Campton Place
05/29/2020,06/16/2020,06/10/2020,"Tamme Inc., DBA Signature",Santa Ana,Orange County,115.0,Layoff Temporary,Orange County,2020.0,layoff temporary,3175692.0,santa ana,TAMME SIGNATURE,32.895522388010605,4073.0,"Tamme Inc., DBA Signature"
03/27/2020,03/17/2020,04/11/2020,Tao's Dental Care,San Mateo,San Mateo County,5.0,Layoff Temporary,San Mateo County,2020.0,layoff temporary,766573.0,san mateo,TAOS DENTAL CARE,36.89189189184204,4074.0,Tao's Dental Care
03/23/2020,03/18/2020,03/24/2020,"Tarantula Hill Brewing Company, LLC",Thousand Oaks,Ventura County,71.0,Layoff Permanent,Ventura County,2020.0,layoff permanent,846006.0,thousand oaks,TARANTULA HILL BREWING,41.404761904712615,4075.0,"Tarantula Hill Brewing Company, LLC"
03/26/2020,03/26/2020,04/15/2020,Tartine Bakery,San Francisco,San Francisco County,34.0,Layoff Temporary,San Francisco County,2020.0,layoff temporary,881549.0,san francisco,TARTINE BAKERY,37.43999999995008,4076.0,Tartine Bakery
03/27/2020,03/27/2020,04/14/2020,Tartine Partners LLC,San Francisco,San Francisco County,103.0,Layoff Temporary,San Francisco County,2020.0,layoff temporary,881549.0,san francisco,TARTINE,68.9420289854573,4077.0,Tartine Partners LLC
03/26/2020,03/26/2020,04/14/2020,Tartine Restaurant Group - Inner Sunset,San Francisco,San Francisco County,21.0,Layoff Temporary,San Francisco County,2020.0,layoff temporary,881549.0,san francisco,TARTINE RESTAURANT INNER SUNSET,45.773195876241466,4078.0,Tartine Restaurant Group - Inner Sunset
09/01/2020,05/03/2020,10/20/2020,"Taste, Inc.",Sacramento,Sacramento County,8.0,Layoff Temporary,Sacramento County,2020.0,layoff temporary,1552058.0,sacramento,TASTE,34.52054794515819,4079.0,"Taste, Inc."
04/08/2020,03/19/2020,04/29/2020,"Tavern on the Hill, LLC d/b/a Iron Horse Tavern",Folsom,Sacramento County,110.0,Closure Temporary,Sacramento County,2020.0,closure temporary,1552058.0,folsom,TAVERN ON HILL IRON HORSE TAVERN,29.552238805926038,4080.0,"Tavern on the Hill, LLC d/b/a Iron Horse Tavern"
03/19/2020,03/16/2020,03/24/2020,"Tavistock Restaurants Upscale GroupHoldings, LLC",Marina Del Rey,Los Angeles County,70.0,Layoff Temporary,Los Angeles County,2020.0,layoff temporary,10039107.0,marina del rey,TAVISTOCK RESTAURANTS UPSCALE GROUPHOLDINGS,35.436619718259955,4081.0,"Tavistock Restaurants Upscale GroupHoldings, LLC dba Blackhawk Grille"
03/19/2020,03/16/2020,03/24/2020,"Tavistock Restaurants Upscale GroupHoldings, LLC",Los Angeles,Los Angeles County,95.0,Layoff Temporary,Los Angeles County,2020.0,layoff temporary,10039107.0,los angeles,TAVISTOCK RESTAURANTS UPSCALE GROUPHOLDINGS,99.99999999995,4081.0,"Tavistock Restaurants Upscale GroupHoldings, LLC dba Blackhawk Grille"
03/23/2020,03/20/2020,04/01/2020,"Tavistock Restaurants Upscale GroupHoldings, LLC dba Blackhawk Grille",Danville,Contra Costa County,56.0,Layoff Temporary,Contra Costa County,2020.0,layoff temporary,1153526.0,danville,TAVISTOCK RESTAURANTS UPSCALE GROUPHOLDINGS BLACKHAWK GRILLE,90.71038251361163,4081.0,"Tavistock Restaurants Upscale GroupHoldings, LLC dba Blackhawk Grille"
03/23/2020,03/20/2020,03/30/2020,"Tavistock Restaurants Upscale GroupHoldings, LLC dba Napa Valley Grille",Los Angeles,Los Angeles County,95.0,Layoff Unknown at thistime,Los Angeles County,2020.0,layoff type uncategorized,10039107.0,los angeles,TAVISTOCK RESTAURANTS UPSCALE GROUPHOLDINGS NAPA VALLEY GRILLE,84.42603550290862,4082.0,"Tavistock Restaurants Upscale GroupHoldings, LLC dba Napa Valley Grille"
03/23/2020,03/20/2020,03/30/2020,"Tavistock Restaurants Upscale GroupHoldings, LLC dba: Caf&eacute; del Rey",Marina Del Rey,Los Angeles County,70.0,Layoff Temporary,Los Angeles County,2020.0,layoff temporary,10039107.0,marina del rey,TAVISTOCK RESTAURANTS UPSCALE GROUPHOLDINGS CAFEACUTE DEL REY,77.23870967736953,4083.0,"Tavistock Restaurants Upscale GroupHoldings, LLC dba: Caf&eacute; del Rey"
04/08/2020,04/03/2020,05/22/2020,"Taylor Farms Pacific, Inc.",Tracy,San Joaquin County,190.0,Layoff Permanent,San Joaquin County,2020.0,layoff permanent,762148.0,tracy,TAYLOR FARMS PACIFIC,30.48387096769277,4084.0,"Taylor Farms Pacific, Inc."
04/06/2020,03/20/2020,04/27/2020,Taylor Guitars,El Cajon,San Diego County,190.0,Layoff Temporary,San Diego County,2020.0,layoff temporary,3338330.0,el cajon,TAYLOR GUITARS,64.44615384610428,4085.0,Taylor Guitars
05/09/2019,07/01/2019,05/10/2019,Taylor Lane Organic Coffee,Santa Rosa,Sonoma County,6.0,Closure Permanent,Sonoma County,2019.0,closure permanent,494336.0,santa rosa,TAYLOR LANE ORGANIC COFFEE,52.84403669719922,4086.0,Taylor Lane Organic Coffee
05/09/2019,07/01/2019,05/10/2019,Taylor Lane Organic Coffee,San Francisco,San Francisco County,6.0,Closure Permanent,San Francisco,2019.0,closure permanent,881549.0,san francisco,TAYLOR LANE ORGANIC COFFEE,99.99999999995,4086.0,Taylor Lane Organic Coffee
12/30/2019,12/31/2019,12/30/2019,Taylor Lane Organic Coffee,Petaluma,Sonoma County,6.0,Closure Permanent,Sonoma County,2019.0,closure permanent,494336.0,petaluma,TAYLOR LANE ORGANIC COFFEE,99.99999999995,4086.0,Taylor Lane Organic Coffee
04/02/2020,04/06/2020,04/08/2020,TaylorMade Golf Company,Carlsbad,San Diego County,159.0,Layoff Temporary,San Diego County,2020.0,layoff temporary,3338330.0,carlsbad,TAYLORMADE GOLF,47.66666666661701,4087.0,TaylorMade Golf Company
03/26/2020,03/25/2020,04/09/2020,Team One Employment Specialists LLC,Moreno Valley,Riverside County,677.0,Closure Temporary,Riverside County,2020.0,closure temporary,2470546.0,moreno valley,TEAM ONE EMPLOYMENT SPECIALISTS,29.83606557372158,4088.0,Team One Employment Specialists LLC
04/07/2020,04/07/2020,05/23/2020,Team Volkswagon of Hayward,Hayward,Alameda County,38.0,Layoff Temporary,Alameda County,2020.0,layoff temporary,1671329.0,hayward,TEAM VOLKSWAGON HAYWARD,30.874999999951765,4089.0,Team Volkswagon of Hayward
03/19/2020,03/09/2020,04/09/2020,TeamSanJose,San Jose,Santa Clara County,1304.0,Layoff Temporary,Santa Clara County,2020.0,layoff temporary,1927852.0,san jose,TEAMSANJOSE,46.97916666661773,4090.0,TeamSanJose
04/08/2020,03/17/2020,04/13/2020,Teasers MDR Inc,Marina Del Rey,Los Angeles County,105.0,Layoff Temporary,Los Angeles County,2020.0,layoff temporary,10039107.0,marina del rey,TEASERS MDR,44.99999999995,4091.0,Teasers MDR Inc
08/21/2019,11/30/2019,08/30/2019,"Technical Transportation, Inc.",Pleasanton,Alameda County,2.0,Closure Permanent,Alameda County,2019.0,closure permanent,1671329.0,pleasanton,TECHNICAL TRANSPORTATION,33.62318840574837,4092.0,"Technical Transportation, Inc."
04/15/2020,04/03/2020,05/11/2020,"Technicolor Creative Services USA Inc., dbaTechnicolor",Los Angeles,Los Angeles County,115.0,Layoff Temporary,Los Angeles County,2020.0,layoff temporary,10039107.0,los angeles,TECHNICOLOR CREATIVE SERVICES DBATECHNICOLOR,45.05494505489553,4093.0,"Technicolor Creative Services USA Inc., dbaTechnicolor"
04/14/2020,04/15/2020,04/28/2020,TechnipFMC,Davis,Yolo County,32.0,Layoff Permanent,Yolo County,2020.0,layoff permanent,220500.0,davis,TECHNIPFMC,36.279069767399676,4094.0,TechnipFMC
03/23/2020,03/25/2020,04/02/2020,Techstyles Sportswear LLC,Hayward,Alameda County,73.0,Closure Temporary,Alameda County,2020.0,closure temporary,1671329.0,hayward,TECHSTYLES SPORTSWEAR,31.515151515103764,4095.0,Techstyles Sportswear LLC
05/08/2020,07/08/2020,05/15/2020,"Teledyne Controls, LLC",El Segundo,Los Angeles County,175.0,Layoff Permanent,Los Angeles County,2020.0,layoff permanent,10039107.0,el segundo,TELEDYNE CONTROLS,43.448275862019024,4096.0,"Teledyne Controls, LLC"
09/10/2020,10/09/2020,09/28/2020,"Telemundo Network Group LLC, NBCUniversal Media, LLC, and NBC Universal Production Services, LLC",Universal City,Los Angeles County,37.0,Layoff Permanent,Los Angeles County,2020.0,layoff permanent,10039107.0,universal city,TELEMUNDO NETWORK NBCUNIVERSAL MEDIA NBC UNIVERSAL PRODUCTION SERVICES,37.40259740254883,4097.0,"Telemundo Network Group LLC, NBCUniversal Media, LLC, and NBC Universal Production Services, LLC"
02/05/2020,03/31/2020,02/07/2020,"Teleperformance USA-FHCS, Inc.",Burbank,Los Angeles County,140.0,Closure Permanent,Los Angeles County,2020.0,closure permanent,10039107.0,burbank,TELEPERFORMANCE USAFHCS,31.876923076874036,4098.0,"Teleperformance USA-FHCS, Inc."
04/21/2020,05/03/2020,05/01/2020,"Television City Services, LLC",Los Angeles,Los Angeles County,110.0,Layoff Temporary,Los Angeles County,2020.0,layoff temporary,10039107.0,los angeles,TELEVISION CITY SERVICES,33.52941176465657,4099.0,"Television City Services, LLC"
03/31/2020,03/31/2020,05/26/2020,Temecula Fitness LLC,Winchester,Riverside County,1.0,Layoff Temporary,Riverside County,2020.0,layoff temporary,2470546.0,winchester,TEMECULA FITNESS,42.35294117642078,4100.0,Temecula Fitness LLC
11/30/2020,11/30/2020,12/01/2020,"Temple City Baekjeong, LLC",Temple City,Los Angeles County,52.0,Closure Permanent,Los Angeles County,2020.0,closure permanent,10039107.0,temple city,TEMPLE CITY BAEKJEONG,38.974358974309006,4101.0,"Temple City Baekjeong, LLC dba Beakjeong"
04/20/2020,04/24/2020,05/01/2020,"Temple City Baekjeong, LLC dba Beakjeong",Temple City,Los Angeles County,68.0,Layoff Permanent,Los Angeles County,2020.0,layoff permanent,10039107.0,temple city,TEMPLE CITY BAEKJEONG BEAKJEONG,89.5027624308898,4101.0,"Temple City Baekjeong, LLC dba Beakjeong"
04/18/2020,04/24/2020,04/29/2020,Tempo Automation,San Francisco,San Francisco County,54.0,Layoff Unknown at thistime,San Francisco County,2020.0,layoff type uncategorized,881549.0,san francisco,TEMPO AUTOMATION,43.49425287351323,4102.0,Tempo Automation
05/04/2020,03/20/2020,05/15/2020,Tempur Sealy,City of Industry,Los Angeles County,211.0,Layoff Temporary,Los Angeles County,2020.0,layoff temporary,10039107.0,city of industry,TEMPUR SEALY,46.23655913973522,4103.0,Tempur Sealy
05/07/2019,07/22/2019,05/14/2019,Tenneco Inc.,Moreno Valley,Riverside County,95.0,Layoff Permanent,Riverside County,2019.0,layoff permanent,2470546.0,moreno valley,TENNECO,39.759036144530405,4105.0,Tenneco Inc.
08/31/2020,10/30/2020,09/28/2020,Tension Envelope Corporation,Temecula,Riverside County,97.0,Closure Permanent,Riverside County,2020.0,closure permanent,2470546.0,temecula,TENSION ENVELOPE CORPORATION,36.70886075944721,4106.0,Tension Envelope Corporation
03/30/2020,03/19/2020,04/16/2020,"Tequila Jack's, Inc.",Long Beach,Los Angeles County,120.0,Layoff Temporary,Los Angeles County,2020.0,layoff temporary,10039107.0,long beach,TEQUILA JACKS,24.48979591831737,4107.0,"Tequila Jack's, Inc."
11/12/2019,01/13/2020,11/18/2019,Teradata Corporation,San Diego,San Diego County,80.0,Layoff Permanent,San Diego County,2019.0,layoff permanent,3338330.0,san diego,TERADATA CORPORATION,29.99999999995,4108.0,Teradata Corporation
10/26/2020,10/30/2020,11/13/2020,Teradata Corporation,San Diego,San Diego County,85.0,Layoff Permanent,San Diego County,2020.0,layoff permanent,3338330.0,san diego,TERADATA CORPORATION,99.99999999995,4108.0,Teradata Corporation
06/30/2020,06/30/2020,07/16/2020,Terrapin Crossroads,San Rafael,Marin County,104.0,Layoff Temporary,Marin County,2020.0,layoff temporary,258826.0,san rafael,TERRAPIN CROSSROADS,51.980769230719254,4109.0,Terrapin Crossroads
06/16/2020,06/16/2020,06/16/2020,Terrietta,Sacramento,Sacramento County,1.0,Closure Temporary,Sacramento County,2020.0,closure temporary,1552058.0,sacramento,TERRIETTA,43.82608695647411,4110.0,Terrietta
05/05/2020,04/13/2020,05/12/2020,Tesla Inc.,Lathrop,San Joaquin County,156.0,Layoff Temporary,San Joaquin County,2020.0,layoff temporary,762148.0,lathrop,TESLA,37.342105263108756,4111.0,Tesla Inc.
05/05/2020,04/13/2020,05/12/2020,"Tesla, Inc",Fremont,Alameda County,11083.0,Layoff Temporary,Alameda County,2020.0,layoff temporary,1671329.0,fremont,TESLA,94.7368421052133,4111.0,Tesla Inc.
01/29/2019,03/20/2019,03/01/2019,"Tesla, Inc.",Lathrop,San Joaquin County,141.0,Layoff Permanent,San Joaquin,2019.0,layoff permanent,762148.0,lathrop,TESLA,99.99999999995,4111.0,Tesla Inc.
01/29/2019,03/20/2019,06/17/2019,"Tesla, Inc.",Fremont,Alameda County,964.0,Layoff Permanent,Alameda County,2019.0,layoff permanent,1671329.0,fremont,TESLA,99.99999999995,4111.0,Tesla Inc.
01/29/2019,03/20/2019,06/17/2019,"Tesla, Inc.",Palo Alto,Santa Clara County,84.0,Layoff Permanent,Santa Clara,2019.0,layoff permanent,1927852.0,palo alto,TESLA,99.99999999995,4111.0,Tesla Inc.
06/16/2020,06/30/2020,06/16/2020,Test Employer,Sacramento,Sacramento County,147.0,Layoff Temporary,Sacramento County,2020.0,layoff temporary,1552058.0,sacramento,TEST EMPLOYER,34.43478260864575,4112.0,Test Employer
03/25/2020,03/31/2020,04/09/2020,Testarosa Winery,Carmel Valley,Monterey County,4.0,Layoff Temporary,Monterey County,2020.0,layoff temporary,434061.0,carmel valley,TESTAROSA WINERY,32.24242424237539,4113.0,Testarossa Winery
03/25/2020,03/31/2020,04/09/2020,Testarossa Winery,Los Gatos,Santa Clara County,134.0,Layoff Temporary,Santa Clara County,2020.0,layoff temporary,1927852.0,los gatos,TESTAROSSA WINERY,95.47643979052592,4113.0,Testarossa Winery
03/23/2020,03/23/2020,04/07/2020,Textron Aviation dba Sacramento ServiceCenter,Sacramento,Sacramento County,92.0,Layoff Temporary,Sacramento County,2020.0,layoff temporary,1552058.0,sacramento,TEXTRON AVIATION SACRAMENTO SERVICECENTER,39.45679012340808,4114.0,Textron Aviation dba Sacramento ServiceCenter
03/06/2020,05/08/2020,03/09/2020,Thales Avionics Inc,Irvine,Orange County,128.0,Layoff Permanent,Orange County,2020.0,layoff permanent,3175692.0,irvine,THALES AVIONICS,40.77108433730027,4115.0,Thales Avionics Inc
06/02/2020,06/05/2020,09/25/2020,"Thales Avionics, Inc.",Irvine,Orange County,124.0,Layoff Permanent,Orange County,2020.0,layoff permanent,3175692.0,irvine,THALES AVIONICS,97.4358974358475,4115.0,Thales Avionics Inc
05/18/2020,05/18/2020,06/17/2020,"Thales Avionics, Inc.",Irvine,Orange County,681.0,Layoff Temporary,Orange County,2020.0,layoff temporary,3175692.0,irvine,THALES AVIONICS,99.99999999995,4115.0,Thales Avionics Inc
04/30/2020,03/16/2020,05/12/2020,Thanks Mate Inc.,Santa Monica,Los Angeles County,17.0,Layoff Permanent,Los Angeles County,2020.0,layoff permanent,10039107.0,santa monica,THANKS MATE,44.977777777727795,4116.0,Thanks Mate Inc.
06/15/2020,03/16/2020,09/27/2020,The 1933 Group,Los Angeles,Los Angeles County,182.0,Layoff Type Unknown,Los Angeles County,2020.0,layoff type uncategorized,10039107.0,los angeles,1933,0.0,4117.0,The 1933 Group
03/30/2020,03/30/2020,05/02/2020,The 5ith Rooftop Restaurant & Bar,Anaheim,Orange County,31.0,Layoff Temporary,Orange County,2020.0,layoff temporary,3175692.0,anaheim,5ITH ROOFTOP RESTAURANT BAR,0.0,4118.0,The 5ith Rooftop Restaurant & Bar
03/31/2020,03/31/2020,05/19/2020,The Absinthe Group,San Francisco,San Francisco County,193.0,Layoff Temporary,San Francisco County,2020.0,layoff temporary,881549.0,san francisco,ABSINTHE,32.607594936667574,4119.0,The Absinthe Group
07/31/2020,09/01/2020,08/05/2020,The Arc of San Diego,San Diego,San Diego County,120.0,Layoff Temporary,San Diego County,2020.0,layoff temporary,3338330.0,san diego,ARC SAN DIEGO,33.26470588230402,4120.0,The Arc of San Diego
03/26/2020,03/17/2020,04/11/2020,"The Bakhtiari Corporation, Inc, DBA StevensCreek Subaru",San Jose,Santa Clara County,50.0,Layoff Temporary,Santa Clara County,2020.0,layoff temporary,1927852.0,san jose,BAKHTIARI CORPORATION STEVENSCREEK SUBARU,34.28571428566531,4121.0,"The Bakhtiari Corporation, Inc, DBA StevensCreek Subaru"
06/09/2020,06/07/2020,06/24/2020,The Bay Club Company,Burlingame,San Mateo County,7.0,Layoff Permanent,San Mateo County,2020.0,layoff permanent,766573.0,burlingame,BAY CLUB,32.4324324323886,4122.0,The Bay Club Company
06/09/2020,06/07/2020,11/13/2020,The Bay Club Company,Burlingame,San Mateo County,8.0,Layoff Permanent,San Mateo County,2020.0,layoff permanent,766573.0,burlingame,BAY CLUB,99.99999999995,4122.0,The Bay Club Company
08/28/2020,10/30/2020,10/19/2020,The Boeing Company,Seal Beach,Orange County,10.0,Layoff Permanent,Orange County,2020.0,layoff permanent,3175692.0,seal beach,BOEING,22.77333333330297,4123.0,The Boeing Company
03/20/2020,03/19/2020,04/14/2020,The Brigantine Inc,San Diego,San Diego County,1092.0,Closure Temporary,San Diego County,2020.0,closure temporary,3338330.0,san diego,BRIGANTINE,43.18181818176912,4124.0,The Brigantine Inc
03/19/2020,03/19/2020,05/15/2020,"The Brigantine, Inc.",San Diego,San Diego County,69.0,Layoff Temporary,San Diego County,2020.0,layoff temporary,3338330.0,san diego,BRIGANTINE,96.90721649479542,4124.0,The Brigantine Inc
03/19/2020,03/19/2020,05/15/2020,"The Brigantine, Inc.",San Diego,San Diego County,32.0,Layoff Temporary,San Diego County,2020.0,layoff temporary,3338330.0,san diego,BRIGANTINE,99.99999999995,4124.0,The Brigantine Inc
03/19/2020,03/10/2020,05/15/2020,"The Brigantine, Inc.",Coronado,San Diego County,74.0,Layoff Temporary,San Diego County,2020.0,layoff temporary,3338330.0,coronado,BRIGANTINE,99.99999999995,4124.0,The Brigantine Inc
03/19/2020,03/19/2020,05/15/2020,"The Brigantine, Inc.",Del Mar,San Diego County,792.0,Layoff Temporary,San Diego County,2020.0,layoff temporary,3338330.0,del mar,BRIGANTINE,99.99999999995,4124.0,The Brigantine Inc
04/20/2020,04/24/2020,05/01/2020,The Broad,Los Angeles,Los Angeles County,130.0,Layoff Permanent,Los Angeles County,2020.0,layoff permanent,10039107.0,los angeles,BROAD,52.88135593215858,4125.0,The Broad
03/25/2020,03/16/2020,04/07/2020,The California Club,Los Angeles,Los Angeles County,148.0,Layoff Temporary,Los Angeles County,2020.0,layoff temporary,10039107.0,los angeles,CALIFORNIA CLUB,29.473684210487534,4126.0,The California Club
03/26/2020,03/28/2020,04/10/2020,The Cheesecake Factory Bakery Incorporated,Agoura Hills,Los Angeles County,190.0,Layoff Temporary,Los Angeles County,2020.0,layoff temporary,10039107.0,agoura hills,CHEESECAKE FACTORY BAKERY,29.83870967737123,4127.0,The Cheesecake Factory Bakery Incorporated
04/22/2020,04/23/2020,05/13/2020,The Cheesecake Factory Inc.,Agoura Hills,Los Angeles County,110.0,Layoff Temporary,Los Angeles County,2020.0,layoff temporary,10039107.0,agoura hills,CHEESECAKE FACTORY,84.49704142006836,4128.0,The Cheesecake Factory Inc.
03/23/2020,03/17/2020,04/09/2020,The Cheesecake Factory Incorporated,Oxnard,Ventura County,170.0,Layoff Temporary,Ventura County,2020.0,layoff temporary,846006.0,oxnard,CHEESECAKE FACTORY,97.95918367341942,4128.0,The Cheesecake Factory Inc.
03/23/2020,03/17/2020,04/09/2020,The Cheesecake Factory Incorporated,Thousand Oaks,Ventura County,193.0,Layoff Temporary,Ventura County,2020.0,layoff temporary,846006.0,thousand oaks,CHEESECAKE FACTORY,99.99999999995,4128.0,The Cheesecake Factory Inc.
