Notice Date,Effective Date,Received Date,Company,City,County,Employees,Layoff/Closure,company standardization first pass,Corporate Affiliation,DBA Name,County Orig,Year,Layoff/Closure clean,Population,City 2
03/31/2020,03/17/2020,04/18/2020,Triptych Studios Inc (dba Designs by Sandra),Sunnyvale,Santa Clara County,7.0,Layoff Temporary,TRIPTYCH STUDIOS INC DBA DESIGNS BY SANDRA,TRUE FOOD KITCHEN,DESIGNS BY SANDRA,Santa Clara County,2020,layoff temporary,1927852.0,sunnyvale
04/17/2020,03/19/2020,04/18/2020,"US Perma, Inc. DBA California Tile Installers",San Jose,Santa Clara County,50.0,Layoff Temporary,US PERMA INC DBA CALIFORNIA TILE INSTALLERS,US PERMA INC,CALIFORNIA TILE INSTALLERS,Santa Clara County,2020,layoff temporary,1927852.0,san jose
04/06/2020,04/01/2020,04/18/2020,KVAL Inc.,Petaluma,Sonoma County,70.0,Closure Temporary,KVAL INC,KVAL INC,KVAL INC,Sonoma County,2020,closure temporary,494336.0,petaluma
03/26/2020,03/18/2020,04/18/2020,Stacked Restaurants dba Stacked Restaurantthe Oaks Mall,Thousand Oaks,Ventura County,51.0,Layoff Temporary,STACKED RESTAURANTS DBA STACKED RESTAURANTTHE OAKS MALL,STACKED RESTAURANTS,STACKED RESTAURANTTHE OAKS MALL,Ventura County,2020,layoff temporary,846006.0,thousand oaks
04/01/2020,04/01/2020,04/17/2020,JW Peterson Painting Inc.,Livermore,Alameda County,119.0,Layoff Temporary,JW PETERSON PAINTING INC,JW PETERSON PAINTING INC,JW PETERSON PAINTING INC,Alameda County,2020,layoff temporary,1671329.0,livermore
04/02/2020,03/23/2020,04/17/2020,Jemico LLC d/b/a Renewal by Anderson,Hayward,Alameda County,104.0,Layoff Temporary,JEMICO LLC DBA RENEWAL BY ANDERSON,JEMICO LLC,RENEWAL BY ANDERSON,Alameda County,2020,layoff temporary,1671329.0,hayward
04/03/2020,04/06/2020,04/17/2020,Hexcel Corporation,Dublin,Alameda County,50.0,Layoff Temporary,HEXCEL CORPORATION,HEXCEL CORPORATION,HEXCEL CORPORATION,Alameda County,2020,layoff temporary,1671329.0,dublin
03/26/2020,03/26/2020,04/17/2020,"Elegance International, Inc.",Hollywood,Los Angeles County,5.0,Closure Permanent,ELEGANCE INTERNATIONAL INC,ELEGANCE INTERNATIONAL INC,ELEGANCE INTERNATIONAL INC,Los Angeles County,2020,closure permanent,10039107.0,hollywood
03/28/2020,03/28/2020,04/17/2020,Honda of DTLA,Los Angeles,Los Angeles County,97.0,Layoff Temporary,HONDA OF DTLA,HONDA,HONDA OF DTLA,Los Angeles County,2020,layoff temporary,10039107.0,los angeles
03/25/2020,03/25/2020,04/17/2020,"Marge Carson, Inc.",Pomona,Los Angeles County,61.0,Layoff Temporary,MARGE CARSON INC,MARGE CARSON INC,MARGE CARSON INC,Los Angeles County,2020,layoff temporary,10039107.0,pomona
04/03/2020,04/03/2020,04/17/2020,Printful Inc.,Chatsworth,Los Angeles County,64.0,Layoff Temporary,PRINTFUL INC,PRINTFUL INC,PRINTFUL INC,Los Angeles County,2020,layoff temporary,10039107.0,chatsworth
04/03/2020,04/03/2020,04/17/2020,The Hollywood Roosevelt,Los Angeles,Los Angeles County,318.0,Layoff Temporary,THE HOLLYWOOD ROOSEVELT,THE HOLLYWOOD ROOSEVELT,THE HOLLYWOOD ROOSEVELT,Los Angeles County,2020,layoff temporary,10039107.0,los angeles
04/03/2020,03/25/2020,04/17/2020,Juicerie 2 LLC dba The Butcher's Daughter,Venice,Los Angeles County,76.0,Layoff Temporary,JUICERIE 2 LLC DBA THE BUTCHERS DAUGHTER,JUICERIE 2 LLC,THE BUTCHERS DAUGHTER,Los Angeles County,2020,layoff temporary,10039107.0,venice
04/03/2020,03/20/2020,04/17/2020,Rescue Mission Alliance dba Reseda SuperThrift Store,Reseda,Los Angeles County,4.0,Closure Temporary,RESCUE MISSION ALLIANCE DBA RESEDA SUPERTHRIFT STORE,RESCUE MISSION ALLIANCE,RESEDA SUPERTHRIFT STORE,Los Angeles County,2020,closure temporary,10039107.0,reseda
04/03/2020,03/20/2020,04/17/2020,Rescue Mission Alliance dba Super Thrift Store,North Hollywood,Los Angeles County,27.0,Closure Temporary,RESCUE MISSION ALLIANCE DBA SUPER THRIFT STORE,RESCUE MISSION ALLIANCE,SUPER THRIFT STORE,Los Angeles County,2020,closure temporary,10039107.0,north hollywood
04/03/2020,03/16/2020,04/17/2020,JW Marriott Le Merigot,Santa Monica,Los Angeles County,137.0,Layoff Temporary,JW MARRIOTT LE MERIGOT,MARRIOTT,JW MARRIOTT LE MERIGOT,Los Angeles County,2020,layoff temporary,10039107.0,santa monica
04/06/2020,03/12/2020,04/17/2020,Hampton Inn & Suites Lancaster,Lancaster,Los Angeles County,12.0,Layoff Temporary,HAMPTON INN  SUITES,HAMPTON INNS,HAMPTON INN  SUITES,Los Angeles County,2020,layoff temporary,10039107.0,lancaster
04/03/2020,04/05/2020,04/17/2020,Madame Tussads Hollywood LLC,Los Angeles,Los Angeles County,57.0,Layoff Temporary,MADAME TUSSAUDS LLC,MADAME TUSSAUDS LLC,MADAME TUSSAUDS LLC,Los Angeles County,2020,layoff temporary,10039107.0,los angeles
04/02/2020,03/30/2020,04/17/2020,"Musician's Institute International, Inc.",Hollywood,Los Angeles County,123.0,Layoff Temporary,MUSICIANS INSTITUTE INTERNATIONAL INC,MUSICIANS INSTITUTE INTERNATIONAL INC,MUSICIANS INSTITUTE INTERNATIONAL INC,Los Angeles County,2020,layoff temporary,10039107.0,hollywood
04/02/2020,03/20/2020,04/17/2020,"Frontier Auto Sales, Inc. dba Frontier Toyota",Valencia,Los Angeles County,106.0,Layoff Temporary,FRONTIER AUTO SALES INC DBA FRONTIER TOYOTA,FRONTIER AUTO SALES INC,FRONTIER TOYOTA,Los Angeles County,2020,layoff temporary,10039107.0,valencia
04/02/2020,04/06/2020,04/17/2020,"Panavision GP, Inc.",Woodland Hills,Los Angeles County,228.0,Layoff Temporary,PANAVISION GP INC,PANAVISION GP INC,PANAVISION GP INC,Los Angeles County,2020,layoff temporary,10039107.0,woodland hills
04/02/2020,03/18/2020,04/17/2020,"Magic Laundry Services, Inc.",Montebello,Los Angeles County,439.0,Layoff Temporary,MAGIC LAUNDRY SERVICES INC,MAGIC LAUNDRY SERVICES INC,MAGIC LAUNDRY SERVICES INC,Los Angeles County,2020,layoff temporary,10039107.0,montebello
04/01/2020,03/20/2020,04/17/2020,"Circus Dog Productions, Inc",Valley Village,Los Angeles County,60.0,Closure Temporary,CIRCUS DOG PRODUCTIONS INC,CIRCUS DOG PRODUCTIONS INC,CIRCUS DOG PRODUCTIONS INC,Los Angeles County,2020,closure temporary,10039107.0,valley village
04/03/2020,03/15/2020,04/17/2020,Esalen Institute,Big Sur,Monterey County,51.0,Layoff Permanent,ESALEN INSTITUTE,ESALEN INSTITUTE,ESALEN INSTITUTE,Monterey County,2020,layoff permanent,434061.0,big sur
04/02/2020,04/01/2020,04/17/2020,CB Harvesting LLC,Salinas,Monterey County,29.0,Layoff Permanent,CB HARVESTING LLC,CB HARVESTING LLC,CB HARVESTING LLC,Monterey County,2020,layoff permanent,434061.0,salinas
04/02/2020,04/01/2020,04/17/2020,Church Brothers LLC,Salinas,Monterey County,22.0,Layoff Permanent,CHURCH BROTHERS LLC,CHURCH BROTHERS LLC,CHURCH BROTHERS LLC,Monterey County,2020,layoff permanent,434061.0,salinas
04/05/2020,04/06/2020,04/17/2020,Barnes & Noble College Booksellers LLC,Irvine,Orange County,57.0,Layoff Temporary,BARNES  NOBLE COLLEGE BOOKSELLERS LLC,BARNES  NOBLE COLLEGE BOOKSELLERS LLC,BARNES  NOBLE COLLEGE BOOKSELLERS LLC,Orange County,2020,layoff temporary,3175692.0,irvine
04/06/2020,03/23/2020,04/17/2020,Doubletree by Hilton Hotel Irvine Spectrum,Irvine,Orange County,68.0,Layoff Temporary,DOUBLETREE BY HILTON HOTEL IRVINE SPECTRUM,HILTON,DOUBLETREE BY HILTON HOTEL IRVINE SPECTRUM,Orange County,2020,layoff temporary,3175692.0,irvine
04/06/2020,03/23/2020,04/17/2020,Doubletree by Hilton Hotel Santa Ana/OrangeCounty Airport,Santa Ana,Orange County,72.0,Layoff Temporary,DOUBLETREE BY HILTON HOTEL SANTA ANAORANGECOUNTY AIRPORT,HILTON,DOUBLETREE BY HILTON HOTEL SANTA ANAORANGECOUNTY AIRPORT,Orange County,2020,layoff temporary,3175692.0,santa ana
04/06/2020,03/23/2020,04/17/2020,Pasea Hotel and Spa,Huntington Beach,Orange County,277.0,Layoff Temporary,PASEA HOTEL AND SPA,PASEA HOTEL AND SPA,PASEA HOTEL AND SPA,Orange County,2020,layoff temporary,3175692.0,huntington beach
04/02/2020,04/03/2020,04/17/2020,"Kirkhill, Inc.",Brea,Orange County,79.0,Layoff Permanent,KIRKHILL INC,KIRKHILL INC,KIRKHILL INC,Orange County,2020,layoff permanent,3175692.0,brea
04/03/2020,04/05/2020,04/17/2020,Eaton Corporation,Irvine,Orange County,85.0,Layoff Temporary,EATON CORPORATION,EATON CORPORATION,EATON CORPORATION,Orange County,2020,layoff temporary,3175692.0,irvine
04/03/2020,03/30/2020,04/17/2020,"Irvine Management Company, dba IrvineCompany",Irvine,Orange County,1059.0,Layoff Temporary,IRVINE MANAGEMENT COMPANY DBA IRVINE COMPANY,IRVINE MANAGEMENT COMPANY,IRVINE COMPANY,Orange County,2020,layoff temporary,3175692.0,irvine
03/30/2020,04/09/2020,04/17/2020,Marriott Laguna Cliffs Resort,Dana Point,Orange County,256.0,Layoff Temporary,MARRIOTT LAGUNA CLIFFS RESORT,MARRIOTT,MARRIOTT LAGUNA CLIFFS RESORT,Orange County,2020,layoff temporary,3175692.0,dana point
04/02/2020,03/30/2020,04/17/2020,"Vince's, LLC",Newport Beach,Orange County,7.0,Layoff Temporary,VINCES LLC,VINCES LLC,VINCES LLC,Orange County,2020,layoff temporary,3175692.0,newport beach
04/02/2020,03/27/2020,04/17/2020,Hybrid Promotions LLC,Huntington Beach,Orange County,86.0,Layoff Temporary,HYBRID PROMOTIONS LLC,HYBRID PROMOTIONS LLC,HYBRID PROMOTIONS LLC,Orange County,2020,layoff temporary,3175692.0,huntington beach
03/17/2020,03/17/2020,04/17/2020,Hotcakes Inc - IHOP 922,Costa Mesa,Orange County,54.0,Closure Unknown at thistime,HOTCAKES INC IHOP,HOTCAKES INC,HOTCAKES INC IHOP,Orange County,2020,closure type uncategorized,3175692.0,costa mesa
03/25/2020,03/04/2020,04/17/2020,"Sheraton Operating Corporation, DBA TheWestin South Coast Plaza",Costa Mesa,Orange County,187.0,Layoff Temporary,SHERATON OPERATING CORPORATION DBA THE WESTIN SOUTH COAST PLAZA,SHERATON,THE WESTIN SOUTH COAST PLAZA,Orange County,2020,layoff temporary,3175692.0,costa mesa
04/03/2020,04/03/2020,04/17/2020,"Squaw Valley Ski Holdings, LLC",Olympic Valley,Placer County,89.0,Layoff Temporary,SQUAW VALLEY SKI HOLDINGS LLC,SQUAW VALLEY SKI HOLDINGS LLC,SQUAW VALLEY SKI HOLDINGS LLC,Placer County,2020,layoff temporary,398329.0,olympic valley
03/20/2020,03/23/2020,04/17/2020,"Avalon PS HM LLC, dba Ingleside & Melvyn'sRestaurant",Palm Springs,Riverside County,72.0,Closure Temporary,AVALON PS HM LLC DBA INGLESIDE  MELVYNSRESTAURANT,AVALON PS HM LLC,INGLESIDE  MELVYNSRESTAURANT,Riverside County,2020,closure temporary,2470546.0,palm springs
03/20/2020,03/20/2020,04/17/2020,"Avalon PS HM LLC, dba Avalon Palm Springs",Palm Springs,Riverside County,72.0,Closure Temporary,AVALON PS HM LLC DBA AVALON PALM SPRINGS,AVALON PS HM LLC,AVALON PALM SPRINGS,Riverside County,2020,closure temporary,2470546.0,palm springs
04/02/2020,03/21/2020,04/17/2020,Fender Musical Instruments Corporation,Corona,Riverside County,13.0,Layoff Temporary,FENDER MUSICAL INSTRUMENTS CORPORATION,FENDER MUSICAL INSTRUMENTS CORPORATION,FENDER MUSICAL INSTRUMENTS CORPORATION,Riverside County,2020,layoff temporary,2470546.0,corona
04/01/2020,03/31/2020,04/17/2020,Pechanga Resorts Incorporated dba TemeculaCreek Inn,Temecula,Riverside County,248.0,Layoff Unknown at thistime,PECHANGA RESORTS INCORPORATED DBA TEMECULACREEK INN,PECHANGA RESORTS INCORPORATED,TEMECULACREEK INN,Riverside County,2020,layoff type uncategorized,2470546.0,temecula
04/02/2020,04/01/2020,04/17/2020,True Leaf Farms LLC,San Juan Bautista,San Benito County,27.0,Layoff Permanent,TRUE LEAF FARMS,TRUE LEAF FARMS,TRUE LEAF FARMS,San Benito County,2020,layoff permanent,62808.0,san juan bautista
04/02/2020,03/12/2020,04/17/2020,Faifield Inn & Suites Twentynine Palms,Twentynine Palms,San Bernardino County,1.0,Layoff Temporary,FAIFIELD INN  SUITES TWENTYNINE PALMS,FAIFIELD INN  SUITES TWENTYNINE PALMS,FAIFIELD INN  SUITES TWENTYNINE PALMS,San Bernardino County,2020,layoff temporary,2180085.0,twentynine palms
04/03/2020,04/12/2020,04/17/2020,Under Armour Rialto Distribution House,Rialto,San Bernardino County,155.0,Layoff Permanent,UNDER ARMOUR RIALTO DISTRIBUTION HOUSE,UNDER ARMOUR INC,UNDER ARMOUR RIALTO DISTRIBUTION HOUSE,San Bernardino County,2020,layoff permanent,2180085.0,rialto
04/03/2020,03/20/2020,04/17/2020,Rescue Mission Alliance dba Victor ValleySuper Thrift Store,Hesperia,San Bernardino County,13.0,Closure Temporary,RESCUE MISSION ALLIANCE DBA VICTOR VALLEYSUPER THRIFT STORE,RESCUE MISSION ALLIANCE,VICTOR VALLEYSUPER THRIFT STORE,San Bernardino County,2020,closure temporary,2180085.0,hesperia
03/17/2020,03/16/2020,04/17/2020,Hotcakes Inc,National City,San Diego County,95.0,Closure Unknown at thistime,HOTCAKES INC,HOTCAKES INC,HOTCAKES INC,San Diego County,2020,closure type uncategorized,3338330.0,national city
04/03/2020,03/24/2020,04/17/2020,Cape Rey Carlsbad Beach &ndash; A HiltonResort,Carlsbad,San Diego County,105.0,Layoff Temporary,CAPE REY CARLSBAD BEACH NDASH A HILTONRESORT,CAPE REY CARLSBAD BEACH NDASH A HILTONRESORT,CAPE REY CARLSBAD BEACH NDASH A HILTONRESORT,San Diego County,2020,layoff temporary,3338330.0,carlsbad
04/03/2020,03/20/2020,04/17/2020,Hilton Garden Inn Carlsbad Beach,Carlsbad,San Diego County,61.0,Layoff Temporary,HILTON GARDEN INN CARLSBAD BEACH,HILTON,HILTON GARDEN INN CARLSBAD BEACH,San Diego County,2020,layoff temporary,3338330.0,carlsbad
04/06/2020,03/12/2020,04/17/2020,Residence Inn by Marriott San Diego/MissionValley,San Diego,San Diego County,16.0,Layoff Temporary,RESIDENCE INN BY MARRIOTT SAN DIEGOMISSIONVALLEY,MARRIOTT,RESIDENCE INN BY MARRIOTT SAN DIEGOMISSIONVALLEY,San Diego County,2020,layoff temporary,3338330.0,san diego
04/06/2020,03/23/2020,04/17/2020,Estancia La Jolla Hotel & Spa,La Jolla,San Diego County,197.0,Layoff Temporary,ESTANCIA LA JOLLA HOTEL  SPA,ESTANCIA LA JOLLA HOTEL  SPA,ESTANCIA LA JOLLA HOTEL  SPA,San Diego County,2020,layoff temporary,3338330.0,la jolla
04/03/2020,04/05/2020,04/17/2020,Madame Tussauds San Francisco LLC,San Francisco,San Francisco County,10.0,Layoff Temporary,MADAME TUSSAUDS LLC,MADAME TUSSAUDS LLC,MADAME TUSSAUDS LLC,San Francisco County,2020,layoff temporary,881549.0,san francisco
04/03/2020,04/05/2020,04/17/2020,The San Francisco Dungeon LLC,San Francisco,San Francisco County,19.0,Layoff Temporary,THE SAN FRANCISCO DUNGEON LLC,THE SAN FRANCISCO DUNGEON LLC,THE SAN FRANCISCO DUNGEON LLC,San Francisco County,2020,layoff temporary,881549.0,san francisco
04/03/2020,04/03/2020,04/17/2020,"Minted, LLC",San Francisco,San Francisco County,65.0,Layoff Permanent,MINTED LLC,MINTED LLC,MINTED LLC,San Francisco County,2020,layoff permanent,881549.0,san francisco
04/02/2020,03/12/2020,04/17/2020,Hilton Garden Inn by Hilton Pismo Beach,Pismo Beach,San Luis Obispo County,26.0,Layoff Temporary,HILTON GARDEN INN BY HILTON PISMO BEACH,HILTON,HILTON GARDEN INN BY HILTON PISMO BEACH,San Luis Obispo County,2020,layoff temporary,283111.0,pismo beach
04/03/2020,04/06/2020,04/17/2020,Associated Students Inc.,San Luis Obispo,San Luis Obispo County,578.0,Layoff Temporary,ASSOCIATED STUDENTS INC,ASSOCIATED STUDENTS INC,ASSOCIATED STUDENTS INC,San Luis Obispo County,2020,layoff temporary,283111.0,san luis obispo
04/03/2020,03/20/2020,04/17/2020,Rescue Mission Alliance dba Central CoastSuper Thrift Store,Santa Maria,Santa Barbara County,5.0,Closure Temporary,RESCUE MISSION ALLIANCE DBA CENTRAL COASTSUPER THRIFT STORE,RESCUE MISSION ALLIANCE,CENTRAL COASTSUPER THRIFT STORE,Santa Barbara County,2020,closure temporary,446499.0,santa maria
04/03/2020,04/07/2020,04/17/2020,Goodwill of Silicon Valley,San Jose,Santa Clara County,24.0,Layoff Temporary,GOODWILL OF SILICON VALLEY,GOODWILL,GOODWILL OF SILICON VALLEY,Santa Clara County,2020,layoff temporary,1927852.0,san jose
04/03/2020,04/07/2020,04/17/2020,Goodwill of Silicon Valley,San Jose,Santa Clara County,138.0,Layoff Temporary,GOODWILL OF SILICON VALLEY,GOODWILL,GOODWILL OF SILICON VALLEY,Santa Clara County,2020,layoff temporary,1927852.0,san jose
04/03/2020,04/07/2020,04/17/2020,Goodwill of Silicon Valley,San Jose,Santa Clara County,617.0,Layoff Unknown at thistime,GOODWILL OF SILICON VALLEY,GOODWILL,GOODWILL OF SILICON VALLEY,Santa Clara County,2020,layoff type uncategorized,1927852.0,san jose
04/06/2020,03/12/2020,04/17/2020,Residence Inn by Marriott Mountain View,Mountain View,Santa Clara County,2.0,Layoff Temporary,RESIDENCE INN BY MARRIOTT MOUNTAIN VIEW,MARRIOTT,RESIDENCE INN BY MARRIOTT MOUNTAIN VIEW,Santa Clara County,2020,layoff temporary,1927852.0,mountain view
04/06/2020,03/12/2020,04/17/2020,Residence Inn by Marriott San Jose/Campbell,Campbell,Santa Clara County,3.0,Layoff Temporary,RESIDENCE INN BY MARRIOTT SAN JOSECAMPBELL,MARRIOTT,RESIDENCE INN BY MARRIOTT SAN JOSECAMPBELL,Santa Clara County,2020,layoff temporary,1927852.0,campbell
04/06/2020,03/12/2020,04/17/2020,Residence Inn by Marriott Silicon Valley I,Sunnyvale,Santa Clara County,1.0,Layoff Temporary,RESIDENCE INN BY MARRIOTT SILICON VALLEY I,MARRIOTT,RESIDENCE INN BY MARRIOTT SILICON VALLEY I,Santa Clara County,2020,layoff temporary,1927852.0,sunnyvale
04/06/2020,03/12/2020,04/17/2020,Residence Inn by Marriott Silicon Valley II,Sunnyvale,Santa Clara County,5.0,Layoff Temporary,RESIDENCE INN BY MARRIOTT SILICON VALLEY II,MARRIOTT,RESIDENCE INN BY MARRIOTT SILICON VALLEY II,Santa Clara County,2020,layoff temporary,1927852.0,sunnyvale
04/03/2020,04/03/2020,04/17/2020,"AN San Jose Luxury Imports, Inc dbaMercedes-Benz of Stevens Creek",San Jose,Santa Clara County,62.0,Layoff Temporary,AN SAN JOSE LUXURY IMPORTS INC DBAMERCEDESBENZ OF STEVENS CREEK,AN SAN JOSE LUXURY IMPORTS INC,MERCEDESBENZ OF STEVENS CREEK,Santa Clara County,2020,layoff temporary,1927852.0,san jose
04/03/2020,04/02/2020,04/17/2020,"Rockwell Drywall, Inc.",Milpitas,Santa Clara County,129.0,Layoff Temporary,ROCKWELL DRYWALL INC,ROCKWELL DRYWALL INC,ROCKWELL DRYWALL INC,Santa Clara County,2020,layoff temporary,1927852.0,milpitas
04/03/2020,04/02/2020,04/17/2020,"Rockwell Drywall, Inc.",San Jose,Santa Clara County,46.0,Layoff Temporary,ROCKWELL DRYWALL INC,ROCKWELL DRYWALL INC,ROCKWELL DRYWALL INC,Santa Clara County,2020,layoff temporary,1927852.0,san jose
04/02/2020,04/03/2020,04/17/2020,American Meals Inc - Denny's Restaurant,Salida,Stanislaus County,32.0,Closure Temporary,AMERICAN MEALS INC  DENNYS RESTAURANT,AMERICAN MEALS INC  DENNYS RESTAURANT,AMERICAN MEALS INC  DENNYS RESTAURANT,Stanislaus County,2020,closure temporary,550660.0,salida
04/02/2020,04/03/2020,04/17/2020,Elite Valley Foods Inc - Pizza Rev,Turlock,Stanislaus County,20.0,Closure Temporary,ELITE VALLEY FOODS INC  PIZZA REV,ELITE VALLEY FOODS INC  PIZZA REV,ELITE VALLEY FOODS INC  PIZZA REV,Stanislaus County,2020,closure temporary,550660.0,turlock
03/27/2020,03/27/2020,04/17/2020,"Earthbar, LLC",Thousand Oaks,Ventura County,8.0,Closure Temporary,EARTHBAR LLC,EARTHBAR LLC,EARTHBAR LLC,Ventura County,2020,closure temporary,846006.0,thousand oaks
04/02/2020,03/30/2020,04/17/2020,"Vince, LLC",Camarillo,Ventura County,8.0,Layoff Temporary,VINCE LLC,VINCE LLC,VINCE LLC,Ventura County,2020,layoff temporary,846006.0,camarillo
04/03/2020,03/20/2020,04/17/2020,Rescue Mission Alliance,Oxnard,Ventura County,65.0,Closure Temporary,RESCUE MISSION ALLIANCE,RESCUE MISSION ALLIANCE,RESCUE MISSION ALLIANCE,Ventura County,2020,closure temporary,846006.0,oxnard
03/31/2020,03/27/2020,04/17/2020,"AmTote International, Inc. - Golden Gate Fields",Berkeley,Alameda County,3.0,Layoff Temporary,AMTOTE INTERNATIONAL INC  GOLDEN GATE FIELDS,AMTOTE INTERNATIONAL INC,AMTOTE INTERNATIONAL INC  GOLDEN GATE FIELDS,Alameda County,2020,layoff temporary,1671329.0,berkeley
04/03/2020,03/23/2020,04/17/2020,"Border Bros., Co. dba alphabroder",Fresno,Fresno County,253.0,Layoff Temporary,BORDER BROS CO DBA ALPHABRODER,BORDER BROS CO,ALPHABRODER,Fresno County,2020,layoff temporary,999101.0,fresno
04/02/2020,04/03/2020,04/17/2020,Brentwood Originals Inc,Carson,Los Angeles County,17.0,Layoff Unknown at thistime,BRENTWOOD ORIGINALS INC,BRENTWOOD ORIGINALS INC,BRENTWOOD ORIGINALS INC,Los Angeles County,2020,layoff type uncategorized,10039107.0,carson
04/02/2020,04/03/2020,04/17/2020,BYD Coach & Bus LLC,Lancaster,Los Angeles County,465.0,Layoff Temporary,BYD COACH  BUS LLC,BYD COACH  BUS LLC,BYD COACH  BUS LLC,Los Angeles County,2020,layoff temporary,10039107.0,lancaster
04/03/2020,04/13/2020,04/17/2020,Adel Wiggins Group,Los Angeles,Los Angeles County,190.0,Layoff Temporary,ADEL WIGGINS GROUP,ADEL WIGGINS GROUP,ADEL WIGGINS GROUP,Los Angeles County,2020,layoff temporary,10039107.0,los angeles
04/06/2020,03/19/2020,04/17/2020,Hilton Hotel Employer LLC dba Hilton BeverlyHills,Beverly Hills,Los Angeles County,554.0,Layoff Temporary,HILTON HOTEL EMPLOYER LLC DBA HILTON BEVERLY HILLS,HILTON,HILTON BEVERLY HILLS,Los Angeles County,2020,layoff temporary,10039107.0,beverly hills
03/31/2020,03/27/2020,04/17/2020,"AmTote International, Inc. - Santa Anita Park",Arcadia,Los Angeles County,8.0,Layoff Temporary,AMTOTE INTERNATIONAL INC  SANTA ANITA PARK,AMTOTE INTERNATIONAL INC,AMTOTE INTERNATIONAL INC  SANTA ANITA PARK,Los Angeles County,2020,layoff temporary,10039107.0,arcadia
03/26/2020,03/28/2020,04/17/2020,"Renaissance Hotel Operating Co, dbaRenaissance Los Angeles Airport",Los Angeles,Los Angeles County,229.0,Layoff Temporary,RENAISSANCE HOTEL OPERATING CO DBA RENAISSANCE LOS ANGELES AIRPORT,RENAISSANCE HOTEL,RENAISSANCE LOS ANGELES AIRPORT,Los Angeles County,2020,layoff temporary,10039107.0,los angeles
04/02/2020,03/18/2020,04/17/2020,UNITE HERE Local 11,Garden Grove,Orange County,7.0,Layoff Temporary,UNITE HERE LOCAL 11,UNITE HERE LOCAL 11,UNITE HERE LOCAL 11,Orange County,2020,layoff temporary,3175692.0,garden grove
03/31/2020,03/27/2020,04/17/2020,"AmTote International, Inc. - Cal Expo",Sacramento,Sacramento County,2.0,Layoff Temporary,AMTOTE INTERNATIONAL INC  CAL EXPO,AMTOTE INTERNATIONAL INC,AMTOTE INTERNATIONAL INC  CAL EXPO,Sacramento County,2020,layoff temporary,1552058.0,sacramento
03/31/2020,03/27/2020,04/17/2020,"AmTote International, Inc. - Surfside OTB",Del Mar,San Diego County,1.0,Layoff Temporary,AMTOTE INTERNATIONAL INC  SURFSIDE OTB,AMTOTE INTERNATIONAL INC,AMTOTE INTERNATIONAL INC  SURFSIDE OTB,San Diego County,2020,layoff temporary,3338330.0,del mar
04/02/2020,03/31/2020,04/17/2020,"Heath Ceramics, Ltd",San Francisco,San Francisco County,35.0,Layoff Permanent,HEATH CERAMICS LTD,HEATH CERAMICS LTD,HEATH CERAMICS LTD,San Francisco County,2020,layoff permanent,881549.0,san francisco
04/02/2020,04/02/2020,04/17/2020,"Martin-Brower Company, LLC",Stockton,San Joaquin County,42.0,Layoff Temporary,MARTINBROWER COMPANY LLC,MARTINBROWER COMPANY LLC,MARTINBROWER COMPANY LLC,San Joaquin County,2020,layoff temporary,762148.0,stockton
03/31/2020,03/27/2020,04/17/2020,"AmTote International, Inc. - San MateoRacetrack",San Mateo,San Mateo County,1.0,Layoff Temporary,AMTOTE INTERNATIONAL INC  SAN MATEORACETRACK,AMTOTE INTERNATIONAL INC,AMTOTE INTERNATIONAL INC  SAN MATEORACETRACK,San Mateo County,2020,layoff temporary,766573.0,san mateo
04/03/2020,04/06/2020,04/17/2020,Cupertino Electric Inc.,San Jose,Santa Clara County,119.0,Layoff Temporary,CUPERTINO ELECTRIC INC,CUPERTINO ELECTRIC INC,CUPERTINO ELECTRIC INC,Santa Clara County,2020,layoff temporary,1927852.0,san jose
04/06/2020,04/03/2020,04/17/2020,"Gonsalves & Santucci, Inc. dba Conco",Benicia,Solano County,52.0,Layoff Temporary,GONSALVES  SANTUCCI INC DBA CONCO,GONSALVES  SANTUCCI INC,CONCO,Solano County,2020,layoff temporary,447643.0,benicia
03/31/2020,03/27/2020,04/17/2020,"AmTote International, Inc. - Ventura OTB",Ventura,Ventura County,1.0,Layoff Temporary,AMTOTE INTERNATIONAL INC  VENTURA OTB,AMTOTE INTERNATIONAL INC,AMTOTE INTERNATIONAL INC  VENTURA OTB,Ventura County,2020,layoff temporary,846006.0,ventura
04/02/2020,03/16/2020,04/17/2020,US Perma Inc. dba California Tile Installers atEmpyrean Towers Hotel,Oakland,Alameda County,10.0,Layoff Temporary,US PERMA INC DBA CALIFORNIA TILE INSTALLERS ATEMPYREAN TOWERS HOTEL,US PERMA INC,CALIFORNIA TILE INSTALLERS ATEMPYREAN TOWERS HOTEL,Alameda County,2020,layoff temporary,1671329.0,oakland
04/03/2020,04/03/2020,04/17/2020,"4LEAF, Inc",Pleasanton,Alameda County,53.0,Layoff Temporary,4LEAF INC,4LEAF INC,4LEAF INC,Alameda County,2020,layoff temporary,1671329.0,pleasanton
04/03/2020,04/03/2020,04/17/2020,"4LEAF, Inc.",Pleasanton,Alameda County,53.0,Layoff Temporary,4LEAF INC,4LEAF INC,4LEAF INC,Alameda County,2020,layoff temporary,1671329.0,pleasanton
